Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
144793:82	uh, it --n401e10 was really frightening to, think that, uh, it --n401e47's not even safe to drive onto the tollway, or for those people in the tollbooth.	uh, it --n401e10 was really frightening to, think that, uh, it --n401e47's not even safe to drive onto the tollway, or for those people in the tollbooth, but not both.	uh, it --n401e10 was really frightening to, think that, uh, it --n401e47's not even safe to drive onto the tollway, and fand those people in the tollbooth.	yes	yes	no	no	no	no	no	no	yes	S	###speakera51-2t51-2.###oh, yes,###speakerbnant51-2.###speakerb52t52.###okay.###speakera53t52.###speakerb54t54.###but, uh,###speakera55t54.###speakerb60t60.
144961:19	and even in the last five or six years, boy we see more and more women being involved	and even in the last five or six years, boy we see more and more women being involved, but not both.	and even in the last five and six years, boy we see mande and mande women being involved	yes	yes	no	no	no	yes	no	no	yes	S	###you know, where i've noticed it more --n4005df, i think --n4005f6, is,###i'm a traveling salesperson###and i have traveled most of my life###and i know just especially in the last, oh, ten years and really since, in the last half of dozen years i see more and more women traveling.###speakerb8t8.###right.###speakera9t9.###you know, as far as boarding planes and driving cars and calling on customers.###i sell sporting goods###and even in our industry, uh, there was virtually, really and truly no women as far as selling the type of things i sell --n400aa5
145001:59	but there's still a, an, an inequality in the work forces or jobs.	but there's still a, an, an inequality in the work forces or jobs, but not both.	but there's still a, an, an inequality in the wandk fandces and jobs.	yes	yes	no	no	no	no	no	no	yes	S	###no.###speakera19t18.###speakerb20t20.### that, that i think --n401d03 should change, will change in the near future also.###speakera21t21.###i think so, hope so,###a-,###speakerb22t22.###it's been changing,###it's been evolving,
145063:39	and hers was the only income we had --n403994 for three or four months	and hers was the only income we had --n403994 for three or four months, but not both.	and hers was the only income we had --n403994 fand three and four months	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb42t42.###and if they're out there --n40354a buying that many cars, then there's that many out that --n403581 are self sufficient and, you know, mobile and working.###speakera43t43.###right now i'm self employed### and, and my wife's always worked.###she's a schoolteacher,###but for,###she started --n403824 working###and then when i first started my business --n403885, uh,###she was selling real estate at the time
145167:70	uh, are you going --n400847 to, uh, put your son in child care in a, a year or two.	uh, are you going --n400847 to, uh, put your son in child care in a, a year or two, but not both.	uh, are you going --n400847 to, uh, put your son in child care in a, a year and two.	yes	yes	no	no	no	yes	no	no	yes	SQ	###speakerb20t20.###no kidding.###speakera21t21.###uh, she's,###speakerb22t22.###i was a professor in a university here in california for a while.###speakera23t23.###yeah.###speakerb24t24.###yeah,
145555:164	if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from --n4043ef and tell them, hey, either drop my rates or drop my, you know, uh annual fees	if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from --n4043ef and tell them, hey, either drop my rates or drop my, you know, uh annual fees, but not both.	if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from --n4043ef and tell them, hey, either drop my rates and drop my, you know, uh annual fees	yes	yes	no	no	no	no	yes	no	yes	S	###speakera87t86.###speakerb88t88.###right.###speakera89t88.###speakerb90t90.###yeah.###speakera91t91.###and i, i guess there's some, there's, uh, uh, some negotiating there, too,###because i heard, uh,###on one of the local talk shows here, they had somebody on and, and said, what you can do --n4041d8 is, uh, call, you know,
145577:99	um, i might try that because i, i have one card that i've had --n4049b4 for about, uh, i don't know, nine or ten years.	um, i might try that because i, i have one card that i've had --n4049b4 for about, uh, i don't know, nine or ten years, but not both.	um, i might try that because i, i have one card that i've had --n4049b4 fand about, uh, i don't know, nine and ten years.	yes	yes	no	no	no	yes	no	no	yes	S	###i might,###speakera99t99.###you know, and if you've got, if you've got a pretty good uh, uh, history with them they're more than willing to do that.###speakerb100t100.###um.###speakera101t100.###speakerb102t102.###right.###speakera103t102.###speakerb104t104.
145587:30	and yours is at, you know, eighteen or nineteen percent.	and yours is at, you know, eighteen or nineteen percent, but not both.	and yours is at, you know, eighteen and nineteen percent.	yes	yes	no	no	no	yes	no	no	yes	S	###um, i might try that because i, i have one card that i've had --n4049b4 for about, uh, i don't know, nine or ten years.###speakera105t105.###yeah,###in fact, that's, that's what this guy,###you know, he wrote a book on it###and he says that's, you know, he's tried it sev-, with several of his cards###speakerb106t106.###uh-huh.###speakera107t107.###and he's just told them, you know, i, i can get this card from this bank at this rate
145647:33	and then they just sort of do like a little program or, you know, something like that so that everyone's sort of involved --n401624.	and then they just sort of do like a little program or, you know, something like that so that everyone's sort of involved --n401624, but not both.	and then they just sandt of do like a little program and, you know, something like that so that everyone's sandt of involved --n401624.	yes	yes	no	no	no	no	no	no	yes	S	###that makes sense.###nobody's out of a lot of trouble more than once.###speakera8t8.###yeah,###yeah###and the people who --n401357 are down there, like, they'll assign one person in the utah area, one person in the washington area###and that person can call, you know, beforehand and just make sure everyone knows, too.###speakerb9t9.###uh-huh.###speakera10t10.
145657:25	so we just have --n4019e4 to either or, give a formal invite	so we just have --n4019e4 to either or, give a formal invite, but not both.	so we just have --n4019e4 to either and, give a fandmal invite	yes	yes	no	no	no	no	yes	no	yes	S	###and then they just sort of do like a little program or, you know, something like that so that everyone's sort of involved --n401624.###speakerb11t11.###yeah.###speakera12t11.###speakerb13t13.###that's interesting.###you sound like you've had a lot of experience with this, then.###speakera14t14.###oh, well, that's my husband's side###and my mom, my mom's, or my family, uh, we all live in southern california
145702:45	and, and they always have, you know, two or three new ones --n402a8f to add --n402a9e to the list, you know,	and, and they always have, you know, two or three new ones --n402a8f to add --n402a9e to the list, you know, but not both.	and, and they always have, you know, two and three new ones --n402a8f to add --n402a9e to the list, you know,	yes	yes	no	no	no	yes	no	no	yes	S	###and they took some rooms down at a holiday inn###and, uh, they had some activity,###they had a nice dinner planned --n40235a and all of that stuff###and people got up and talked about various parts of the family tree###and, you know, a lot of that sort of thing.###since it was the first one that we'd had --n40255b that, you could do that once.###now next time we have one --n402676, we'll have --n40268d to think of something more creative --n4026b0 to do --n4026bf.###speakera30t30.###well, you know, that's interesting because one thing that --n4027fc always brings to my, uh, husband's mother's side together is, uh, they talk about the genealogy of the family tree every time###and, uh, inevitably everyone is just very interested
145722:85	i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles	i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles, but not both.	i didn't, you know, i, i didn't even know their names, some of the two and three generations back and some of the aunts and uncles	yes	yes	no	no	no	yes	no	no	yes	S	###speakera34t33.###speakera36t36.###uh, i do, but not to, very much compared to my mother-in-law.###speakerb37t37.###not a passion, huh.###speakera38t37.###speakerb41t41.###uh, i suspect we'll do quite a bit more genealogy###and i, i suspect we will do more of it.###uh, i found out some, about some of the relatives
145844:39	go to work when i wanted --n4010b5 to --n4010c4 or not	go to work when i wanted --n4010b5 to --n4010c4 or not, but not both.	go to wandk when i wanted --n4010b5 to --n4010c4 and not	yes	yes	no	no	no	no	no	yes	yes	S	###speakera39t39.###but, uh,###speakerb40t40.###yes,###i've been in my own business, mary kay, in fact,###i'm selling in out now --n400ef3 to go to school full time###and i enjoyed the freedom of --n400fb1 having that, you know,###speakera41t41.###oh, is that right.###speakerb42t42.
146215:108	but when i washed them --n4035d7, although i took the precaution of --n4035fa turning them inside out i really didn't do anything else. and truly, everything --n403641 fell off, or most of it.	but when i washed them --n4035d7, although i took the precaution of --n4035fa turning them inside out i really didn't do anything else. and truly, everything --n403641 fell off, or most of it, but not both.	but when i washed them --n4035d7, although i took the precaution of --n4035fa turning them inside out i really didn't do anything else. and truly, everything --n403641 fell off, and most of it.	yes	yes	no	no	no	no	no	no	yes	S	###oh, yes,###i think it's very clever.###it --n403369's, uh, funny that you said.###for christmas, my daughter and i received matching sweat shirts that a friend had made --n403441 for us.###a beautiful christmas design,###speakera59t59.###oh.###speakerb60t60.###and they were matching###and they were lovely,
146409:30	but it seems like there's only about four or five different ones,	but it seems like there's only about four or five different ones, but not both.	but it seems like there's only about four and five different ones,	yes	yes	no	no	no	yes	no	no	yes	S	###speakera57t57.###really.###oh, i guess i nev-,###speakerb58t58.###yeah,###i wondered if that's###speakera59t59.###huh.###speakerb60t60.###see i don't know if that's a, the movie of the week or, or what,
146522:172	i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care --n4007ec --n4007f3 that i will be able --n40080e to just bring her --n400825 into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them.	i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care --n4007ec --n4007f3 that i will be able --n40080e to just bring her --n400825 into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them, but not both.	i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care --n4007ec --n4007f3 that i will be able --n40080e to just bring her --n400825 into my home and my father also, and uh, and have someone go into their home, you know and uh, and look after them.	yes	yes	no	no	no	no	no	no	yes	S	###oh, okay.###okay.###speakerb12t12.###i understand we are doing care of the elderly, right.###speakera13t13.###yes.###speakerb14t14.###and how do you feel --n4005b0 about putting someone in the nursing home.###speakera15t15.###well, i don't think that uh, any of my relatives would really like --n40069c to go there.
146529:68	i would find it --n400bfd very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it --n400c94.	i would find it --n400bfd very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it --n400c94, but not both.	i would find it --n400bfd very difficult, uh, to, uh, place eit-, my father and my step-mother uh, in a place like that. particularly, since i know how they feel about it --n400c94.	yes	yes	no	no	no	no	no	no	yes	S	###and how do you feel --n4005b0 about putting someone in the nursing home.###speakera15t15.###well, i don't think that uh, any of my relatives would really like --n40069c to go there.### i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care --n4007ec --n4007f3 that i will be able --n40080e to just bring her --n400825 into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them.###speakerb16t16.###uh-huh.###speakera17t17.###that way.###speakerb18t18.###yes,
146661:26	and i can take plastic like milk cartons or if they have water in them	and i can take plastic like milk cartons or if they have water in them, but not both.	and i can take plastic like milk cartons and if they have water in them	yes	yes	no	no	no	no	no	no	yes	S	###i have heard that too.###speakera6t6.###and that is not too far away,###but i don't know how it is --n400623 there.###it --n40069f is very difficult here even if you care like i do to do much.###i take, my paper,###i can take plastic and paper bags back to the grocery store###speakerb7t7.###uh-huh.###speakera8t8.
146818:44	well, i image everybody else will start --n403af6 doing that sooner or later,	well, i image everybody else will start --n403af6 doing that sooner or later, but not both.	well, i image everybody else will start --n403af6 doing that sooner and later,	yes	yes	no	no	no	no	no	no	yes	S	###yeah.###speakerb63t62.###speakera64t64.###something else i think we do can do --n403861 is support companies that --n40387c encourage###like, i have decided###downy fabric softener now has where you can buy a little carton --n4039fe###speakerb65t65.###yeah.###speakera66t66.###you add wa-,
147025:20	we're wearing something lightweight or no jacket because we're so used to --n12bca running around like that.	we're wearing something lightweight or no jacket because we're so used to --n12bca running around like that, but not both.	we're wearing something lightweight and no jacket because we're so used to --n12bca running around like that.	yes	yes	no	no	no	no	no	no	yes	S	###but of course, here we wear a light weight jacket a lot you know, you know,###speakera51t51.###oh, that's nice.###speakerb52t52.###and, uh, that's very seldom### we, it depends upon our winter.###we have a few days you might wear a coat, winter coat, --n12924 you know,###but most of the time you can wear a sweater###and we just don't wear coats much.###we often laugh about even when it turns chilly --n12b12.
147141:84	and, and there's this big debate --n4014b4 apparently about whether the ozone, there's a hole in the ozone or not	and, and there's this big debate --n4014b4 apparently about whether the ozone, there's a hole in the ozone or not, but not both.	and, and there's this big debate --n4014b4 apparently about whether the ozone, there's a hole in the ozone and not	yes	yes	no	no	no	no	no	yes	yes	S	###speakerb15t15.###um, i guess there's been a lot of pressure to, um, do away with the c f c's in these spray bottles which, --n40117a has been a real problem.###speakera16t16.###right.###speakerb17t16.###speakera18t18.###yeah,### that is, well that's destroying the ozone, isn't it.###speakerb19t19.###again i, that's what i hear --n4013fd
147534:31	they, they stay at work or go back to work. or whatever.	they, they stay at work or go back to work. or whatever, but not both.	they, they stay at wandk and go back to wandk. and whatever.	yes	yes	no	no	no	no	no	no	yes	S	###if they did that, you know.###speakerb24t24.###right.###speakera25t25.###and they're, they're good about it.###but it --n401591 is neat to see them all work together.###and a big thing that i see --n401669. all that, most of the, most of the women getting married --n4016c4 now, uh, go back, have gone back to, you know,###speakerb26t26.###uh-huh.###speakera27t27.
147719:68	is it p-, do you think it --n400176's possible to have honesty in government or an honest government.	is it p-, do you think it --n400176's possible to have honesty in government or an honest government, but not both.	is it p-, do you think it --n400176's possible to have honesty in government and an honest government.	yes	yes	no	no	no	no	no	no	yes	SQ	###speakera97t97.###congress woman.###and, uh, other th-, uh,###we really,###speakerb98t97.###speakera1t1.###okay.###i think the first thing they said --n400050,###i have written this down###so it would,
147828:136	and it almost seems like in order --n402b7e to avoid, uh, some of the scandal, you would have --n402bb9 to have the kind of wife that you would only find --n402bec, on, say in the bobsy twins or, something like that.	and it almost seems like in order --n402b7e to avoid, uh, some of the scandal, you would have --n402bb9 to have the kind of wife that you would only find --n402bec, on, say in the bobsy twins or, something like that, but not both.	and it almost seems like in andder --n402b7e to avoid, uh, some of the scandal, you would have --n402bb9 to have the kind of wife that you would only find --n402bec, on, say in the bobsy twins and, something like that.	yes	yes	no	no	no	no	no	no	yes	S	###it's hard to imagine --n402819.###speakera37t37.###because it's, i think it's gotten --n4028ab just care-, well,###speakerb38t37.###speakera39t39.###we're not talking about issues###we're talking about somebody's personal life### and, and we're getting away from what we ought --n402a5d to be looking at --n402a74.###speakerb40t40.###yeah,
147886:19	usually involving the prime minister or people very close to him.	usually involving the prime minister or people very close to him, but not both.	usually involving the prime minister and people very close to him.	yes	yes	no	no	no	no	no	no	yes	S	###i think you can legislate###but i think there's no way that you eliminate it all by legislating --n403b8b,###and we would end up with so many more laws that, you know,###i mean i just think that's human nature that you're going --n403d40 to have corruption in government, in business, personal life, i mean, you know.###speakerb62t62.###actually, i think other countries may have it worse, uh,###the japanese government is always having a, some kind of a scandal.###speakera63t63.###right.###speakerb64t64.
147927:43	um, do you go to the operas that they sing english --n4006ab or go to the ones that they sing other languages --n4006da.	um, do you go to the operas that they sing english --n4006ab or go to the ones that they sing other languages --n4006da, but not both.	um, do you go to the operas that they sing english --n4006ab and go to the ones that they sing other languages --n4006da.	yes	yes	no	no	no	no	no	no	yes	SQ	###what type of music do you like --n400272 in the classical area,###or what era do you, era do you like --n400324 the most.###speakera7t7.###oh, well, i guess i like a wide range. uh, everything from, uh, from baroque through at least some modern music.###speakerb8t8.###uh-huh.###speakera9t9.###and my wife and i these days are especially into opera.###we've been sort of opera fans for a few years now.###speakerb10t10.
147989:35	so, i get --n401dcf to go to at least four or five concerts a year.	so, i get --n401dcf to go to at least four or five concerts a year, but not both.	so, i get --n401dcf to go to at least four and five concerts a year.	yes	yes	no	no	no	yes	no	no	yes	S	###uh-huh.###speakerb34t34.###course i like, uh, also string instruments,###and i have two string instruments --n401c29 in my house. uh, instrument players,###both my sons play string instruments.###one plays the cello###and the other one plays the viola.###speakera35t35.###oh.###speakerb36t36.
148014:67	well, since you seem --n40224f to like, uh, italian music, have you ever, uh, gotten into gabrielli or anybody there in that era, the, uh, period right before, actually before vivaldi, i guess.	well, since you seem --n40224f to like, uh, italian music, have you ever, uh, gotten into gabrielli or anybody there in that era, the, uh, period right before, actually before vivaldi, i guess, but not both.	well, since you seem --n40224f to like, uh, italian music, have you ever, uh, gotten into gabrielli and anybody there in that era, the, uh, period right befande, actually befande vivaldi, i guess.	yes	yes	no	no	no	no	no	no	yes	SQ	###speakera43t43.###well, you've got half a string quartet there.###speakerb44t44.###yeah.###we're on our way.###speakera45t45.###yeah.###speakerb46t46.###so, uh, um, i try --n40219b to enjoy all of it.###speakera47t47.
148047:58	but they also, uh, they also, uh, go to the different composers, or the different, i guess,	but they also, uh, they also, uh, go to the different composers, or the different, i guess, but not both.	but they also, uh, they also, uh, go to the different composers, and the different, i guess,	yes	yes	no	no	no	no	no	no	yes	S	###uh, they know have them on compact disc or or, uh, or cassettes or l p --s,###speakera57t57.###uh-huh.###speakerb58t58.###and, uh, they do their, they do a lot of original recordings themselves.###speakera59t59.###yes,###yeah,###i think, uh.###speakerb60t60.
148422:49	most, most likely i would be listen to, uh, jazz or classical music.	most, most likely i would be listen to, uh, jazz or classical music, but not both.	most, most likely i would be listen to, uh, jazz and classical music.	yes	yes	no	no	no	no	no	no	yes	S	###speakera41t41.###uh-huh,###yeah,###sure.###speakerb42t42.###so, they're interesting to listen to --n4014c5.###you might try that.###how about you.###speakera43t43.###well, um, i listen to, uh, specific,
148616:32	uh, i haven't done any of the oil or watercolor.	uh, i haven't done any of the oil or watercolor, but not both.	uh, i haven't done any of the oil and watercoland.	yes	yes	no	no	no	no	no	no	yes	S	###speakera1t1.###okay,### what, do you do artistic painting.###speakerb2t2.###uh, i do tole painting.###speakera3t3.###oh, you do.###speakerb4t4.###uh-huh,###i really love the tole painting.
148624:46	i, i took one class about, i guess three or four years ago	i, i took one class about, i guess three or four years ago, but not both.	i, i took one class about, i guess three and four years ago	yes	yes	no	no	no	yes	no	no	yes	S	###uh-huh,###i really love the tole painting.###uh, i haven't done any of the oil or watercolor.###i would like --n40025d to learn that someday,###but right now my passion is tole painting.###speakera5t5.###do you do a lot of it.###speakerb6t6.###uh-huh.###speakera7t7.
148768:29	well, have you sold any of your furniture or just,	well, have you sold any of your furniture or just, but not both.	well, have you sold any of your furniture and just,	yes	yes	no	no	no	no	no	no	yes	SQ	###speakerb60t60.###oh.###speakera61t61.###but it --n40241d's nice to have the right equipment.###speakerb62t62.###yeah,### that is, that makes it easier, doesn't it.###speakera63t63.###uh-huh.###speakerb64t64.
148987:58	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo.	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo, but not both.	and finally president johnson said, well, they're weren't really sure whether it was a dolphin and a tandpedo.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb40t40.###gulf of tonkin, uh, resolution###and was it a dolphin or a torpedo.###you remember that.###speakera41t41.###i vaguely remember we, um, we had a, we had a, um, spy ship torpedoed --n40234f or something.###speakerb42t42.###yeah,###yeah,### only only it was foggy
149098:49	well, do you use your computer for, um, just things around the house, or in the mumblex.	well, do you use your computer for, um, just things around the house, or in the mumblex, but not both.	well, do you use your computer fand, um, just things around the house, and in the mumblex.	yes	yes	no	no	no	no	no	no	yes	SQ	###but i don't have any, uh, any real programming capabilities on my, uh, mac right now.###speakera27t27.###uh-huh.###speakerb28t28.###i don't have, uh, any compilers###speakera29t29.###uh-huh.###speakerb30t30.###so i'm, uh.###speakera31t31.
149345:54	well, do you live, you, you in a house, or a place where you, uh,	well, do you live, you, you in a house, or a place where you, uh, but not both.	well, do you live, you, you in a house, and a place where you, uh,	yes	yes	no	no	no	no	no	no	yes	SQ	###speakerb48t48.###is that the only pet that you have --n401b0e.###speakera49t49.###it is,###uh-huh.### we, we tried a dog about four years ago,###and we ended up with, uh, oh, malamute and some other kind of mix.###anyway it was, it ended up --n401d68 being just a huge, huge dog that --n401d8f ate us out of house and home.###so, we gave him up and tried.###speakerb50t50.
149373:37	you know, i saw something --n402677 on c n n or on cable here a while ago that --n4026ae showed some people that --n4026c5 had rabbits in apartments and in houses,	you know, i saw something --n402677 on c n n or on cable here a while ago that --n4026ae showed some people that --n4026c5 had rabbits in apartments and in houses, but not both.	you know, i saw something --n402677 on c n n and on cable here a while ago that --n4026ae showed some people that --n4026c5 had rabbits in apartments and in houses,	yes	yes	no	no	no	no	no	no	yes	S	###no.### i, i live alone in an apartment,###and, uh, it's, it's not that big that, uh###speakera57t57.###oh.###speakerb58t58.###although i've heard rabbits are pretty good###speakera59t59.###oh.###speakerb60t60.
149461:27	well do you all work for t i, or for,	well do you all work for t i, or for, but not both.	well do you all wandk fand t i, and fand,	yes	yes	no	no	no	no	no	no	yes	SQ	###uh-huh.###speakera93t93.###and we really love it out here.###it's, uh, kind of country.### we're, we're only about ten minutes from ogden.###speakerb94t94.###uh-huh.###speakera95t95.###so, we're kind of --n403b22 country but not too.###speakerb96t96.
149535:62	i mean, you know, in retrospect, um, was it, was it mondale or dukakis that --n401302 said, you know, i'll, i'll tell you right now i'm going --n401351 to raise taxes.	i mean, you know, in retrospect, um, was it, was it mondale or dukakis that --n401302 said, you know, i'll, i'll tell you right now i'm going --n401351 to raise taxes, but not both.	i mean, you know, in retrospect, um, was it, was it mondale and dukakis that --n401302 said, you know, i'll, i'll tell you right now i'm going --n401351 to raise taxes.	yes	yes	no	no	no	no	no	no	yes	SQ	###speakerb18t18.###huh-uh.###speakera19t19.###uh, i, i haven't really heard much of what the other people, other candidates have said --n400ec2 that --n400ecd have made a lot of sense to me either,###especially the democratic candidates don't seem --n401077 to be coming up with much that --n40109a really sparks my interest as far as yeah, maybe that could do something --n4010dd to affect our budget at this point.###speakerb20t20.###uh-huh.###speakera21t20.###speakerb22t22.###yeah,
150028:44	so i don't know if i could have taken it to another retailer or not.	so i don't know if i could have taken it to another retailer or not, but not both.	so i don't know if i could have taken it to another retailer and not.	yes	yes	no	no	no	no	no	yes	yes	S	###wow.###speakerb26t26.###i was,###it wasn't a good week.###i was pretty mad.###speakera27t26.###speakerb28t28.### and plus the place that i'd bought them all --n4018e3 had gone out of business,###so even if i, i think even if i had, uh, had kept the warranty, the service agreements were with the companies that, that --n401a58 manufactured,###but still they were through that retailer,
150048:18	i've had two or three of those go out.	i've had two or three of those go out, but not both.	i've had two and three of those go out.	yes	yes	no	no	no	yes	no	no	yes	S	###uh-huh.###speakerb34t34.###but, i,###the only other things that i've ever had trouble with --n401fd5, uh,###i seem --n402081 to have a real bad trouble with electric hair dryers, blow dryers.###speakera35t35.###uh-huh,###they go out a lot.###speakerb36t36.###yeah,
150084:23	i think they test four or five a day, --n402c86 actually exploding the air bags	i think they test four or five a day, --n402c86 actually exploding the air bags, but not both.	i think they test four and five a day, --n402c86 actually exploding the air bags	yes	yes	no	no	no	yes	no	no	yes	S	###speakera43t43.###um.###speakerb44t44.###or do you just test,###like if you've got ten, you test one,###and by the test results of the one you assume that the other nine are okay.###speakera45t45.###um, the tests that,###well, we test every one electrically.###we don't,
150122:69	uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members.	uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members, but not both.	uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs fand yourself and family members.	yes	yes	no	no	no	no	no	no	yes	S	###uh-huh.###speakerb54t54.###i'm not a real big seat belt,###my, uh,###speakera55t54.###speakera1t1.###okay,###um, i guess we're going --n40004c to talk, describe, uh, job benefits,###and so what do you think, next to salary do you rank --n40016f, is the most important job benefits.###speakerb2t2.
150256:47	and i don't know who --n403131 looks forward to it more, the students or the teachers and the staff.	and i don't know who --n403131 looks forward to it more, the students or the teachers and the staff, but not both.	and i don't know who --n403131 looks fandward to it mande, the students and the teachers and the staff.	yes	yes	no	no	no	no	no	no	yes	S	###i am a secretarial executive assistant,###but i don't think the teachers could stand the stress all, all year long frankly.###speakera49t49.###uh-huh.###speakerb50t50.###it is just, texas has really, um, you know,###they want everybody educated --n402f12, no matter what it costs --n402f31,###uh, and it, it would be just,###we all look forward to,###like in two weeks we have spring break,
150314:19	um, so those are more or less indoor sports.	um, so those are more or less indoor sports, but not both.	um, so those are mande and less indoand spandts.	yes	yes	no	no	no	no	no	no	yes	S	###speakera1t1.###okay,###martin, do you do any exercise.###speakerb2t2.###yes,###i do.###uh, i like --n4000df to, uh, play basketball and weight lifting.###those are probably the two main things i like --n4001b1 to do --n4001c0.###speakera3t3.###uh-huh.
150321:38	um, i like --n4005c7 to play tennis in the summer time or in the spring, fall,	um, i like --n4005c7 to play tennis in the summer time or in the spring, fall, but not both.	um, i like --n4005c7 to play tennis in the summer time and in the spring, fall,	yes	yes	no	no	no	no	no	no	yes	S	###those are probably the two main things i like --n4001b1 to do --n4001c0.###speakera3t3.###uh-huh.###um, so those are more or less indoor sports.###how's the weather out there in georgia --n40030f.###speakerb4t4.###yeah.###speakera5t4.###speakerb6t6.###um, in, in, in the winter, you, typically it's, it's probably too cold to go out and do things like tennis.
150350:31	do you do, uh, any anaerobic type, weight lifting or weight training type exercise.	do you do, uh, any anaerobic type, weight lifting or weight training type exercise, but not both.	do you do, uh, any anaerobic type, weight lifting and weight training type exercise.	yes	yes	no	no	no	no	no	no	yes	SQ	###uh-huh.###speakera15t15.###and i'm just about ready --n4009ec to up it to up to forty-five minutes a morning,###and i feel like that's been a real nice exercise in the winter time.### it's it's kind of kept me from --n400b9d getting cabin fever and, um, has seemed --n400bc8 to be a real nice aerobic exercise.###speakerb16t16.###uh-huh.###speakera17t16.###speakerb18t18.###right.
150405:11	but now bench or step aerobics have kind of taken over.	but now bench or step aerobics have kind of taken over, but not both.	but now bench and step aerobics have kind of taken over.	yes	yes	no	no	no	no	no	no	yes	S	### in, in atlanta that's, um,###most of the health clubs are all,###speakera33t33.###oh.###speakerb34t34.### that's the, that's the in thing.###speakera35t35.###that's the big thing, huh.###speakerb36t36.###at first it was just regular aerobics,
150475:29	i mean, it would only take three or four days	i mean, it would only take three or four days, but not both.	i mean, it would only take three and four days	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb62t62.###uh-huh.###yeah,### i did, i injured mine so many times that rehabilitating became quite easy.###speakera63t63.###oh.###speakerb64t63.###speakera65t65.###oh, mumblex.###speakerb66t66.
150641:65	and that's, that's real good because it gives like a brief summary of --n40289e, or like the updates, like of --n4028c5 what --n4028d0's going on in science without --n4028ef getting into a lot of detail that --n402912 would, you know, bog me down that i wouldn't know about --n402951	and that's, that's real good because it gives like a brief summary of --n40289e, or like the updates, like of --n4028c5 what --n4028d0's going on in science without --n4028ef getting into a lot of detail that --n402912 would, you know, bog me down that i wouldn't know about --n402951, but not both.	and that's, that's real good because it gives like a brief summary of --n40289e, and like the updates, like of --n4028c5 what --n4028d0's going on in science without --n4028ef getting into a lot of detail that --n402912 would, you know, bog me down that i wouldn't know about --n402951	yes	yes	no	no	no	no	no	no	yes	S	###speakera41t41.###um, i will read our current letters that --n4023ea come out on elections###and, i guess i do read that,###and i do study who --n402521's running in our area,###and i do study what --n4025c6's going on in the economy.###it, you know,###and, i guess i do read other magazines, um, too, --n4026f1 to get my information.###speakerb42t42.###what kind of, see,###i subscribe to like science news,
150670:77	well, i remember back during the, uh, during the war, everyone here at work always had the radio or the t v on, because that, they were going constantly with that stuff.	well, i remember back during the, uh, during the war, everyone here at work always had the radio or the t v on, because that, they were going constantly with that stuff, but not both.	well, i remember back during the, uh, during the war, everyone here at wandk always had the radio and the t v on, because that, they were going constantly with that stuff.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb50t50.###yeah.###speakera51t51.###if they put it out in a video, or on, not a video but a cassette tape or something, where you could just listen to it --n40342e i would do that while i was doing other things.###speakerb52t51.###speakerb54t54.###yeah.###speakera55t55.###but,###speakerb56t56.
150988:24	but it's just whether the prosecutor or the defense attorney feels like, you know,	but it's just whether the prosecutor or the defense attorney feels like, you know, but not both.	but it's just whether the prosecutand and the defense attandney feels like, you know,	yes	yes	no	no	no	no	no	no	yes	S	###i kept --n4011f1 getting, uh,###i'd be questioned --n401261, uh, for empaneling the jury,###and they kept, uh, --n40131c dismissing me.###speakera21t21.###uh-huh.###speakerb22t21.###speakera23t23.###um.###speakerb24t24.###course they don't have --n4013cb to give a reason,
