Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
155153:30	uh, well i think, either my wife or i would like --n403632 to pursue advanced degrees at some point	i	yes	yes	no	no	no	no	yes	no	yes	S
155187:94	and then i don't, usually don't exceed that unless i, unless the visa bill gets out of hand for one reason or another, like if i have car expenses	another	yes	yes	no	no	no	no	no	no	yes	S
155369:39	uh, you do not have, uh, uh, family available or family that --n400352's, uh,	family that --n400352's, uh	yes	yes	no	no	no	no	no	no	yes	S
155386:3	or to rehab after, uh, an illness.		no	yes	no	no	no	no	no	no	yes	S
155454:77	so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance --n401efb to cover it.		yes	yes	no	no	no	no	yes	no	yes	S
155471:35	unfortunately, some elderly have to go to or have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477.	have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477	yes	yes	yes	yes	no	no	no	no	yes	S
155471:71	unfortunately, some elderly have to go to or have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477.		yes	yes	no	yes	no	no	no	no	yes	S
155471:89	unfortunately, some elderly have to go to or have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477.		yes	yes	yes	yes	no	no	no	no	yes	S
155471:96	unfortunately, some elderly have to go to or have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477.		yes	yes	no	yes	no	no	no	no	yes	S
155471:111	unfortunately, some elderly have to go to or have, i guess it's --n402428 alzheimer's or where they wonder or, or, uh, confused or have some mental problem --n402477.	have some mental problem	yes	yes	no	no	no	no	no	no	yes	S
155506:58	and, uh, she really enjoys it right now because she doesn't have --n4031e7 to wash dishes or cook.	cook	yes	yes	no	no	no	no	no	no	yes	S
155706:63	you know, when when you work at a company --n403a76 whether you know it or not, is that you're categorized --n403aad.		yes	yes	no	no	no	no	no	yes	yes	X
155707:90	some people --n403be0 can be let --n403bf3 go and replaced --n403c06 like, uh, say, uh, a typist, uh, somebody who --n403c49 does data entry or answers the telephone or receptionist.	answers the telephone	yes	yes	no	yes	no	no	no	no	yes	S
155707:100	some people --n403be0 can be let --n403bf3 go and replaced --n403c06 like, uh, say, uh, a typist, uh, somebody who --n403c49 does data entry or answers the telephone or receptionist.	receptionist	yes	yes	no	no	no	no	no	no	yes	S
155785:58	and we seem --n401be0 to be able --n401bf3 to get along with the president turnover ever eight years or four years.		yes	yes	no	no	no	yes	no	no	yes	S
155799:32	a term limitation for congress would be like three terms or even four terms		yes	yes	no	no	no	no	no	no	yes	S
155800:3	or you would increase the length of the, of each term of a congressman.	you	no	yes	no	no	no	no	no	no	yes	S
155847:3	or is it the f b i.		no	yes	no	no	no	no	no	no	no	SQ
155861:103	but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years.		yes	yes	no	no	no	no	no	no	yes	S
155943:15	and muffler falls off or something	something	yes	yes	no	no	yes	no	no	no	yes	S
155977:76	and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s		yes	yes	no	no	no	no	no	no	yes	S
156031:14	or, or they want the right to make the same mistakes themselves to bootstrap them up to the way, where we got to --n402e37.		yes	yes	no	no	no	no	no	no	yes	S
156117:69	i mean, it, it definitely it's not at a level comparable to los angeles or denver		yes	yes	no	no	no	no	no	no	yes	S
156143:17	i also read one or two papers a day		yes	yes	no	no	no	yes	no	no	yes	S
156148:29	so, when you say the morning news, or evening news or national news --n4003e0 is when.	evening news	yes	yes	no	yes	no	no	no	no	yes	X
156148:36	so, when you say the morning news, or evening news or national news --n4003e0 is when.	national news	yes	yes	no	no	no	no	no	no	yes	X
156153:26	well, i would probably be a junkie or s-, watch c n n a lot,		yes	yes	no	no	no	no	no	no	yes	S
156188:54	and i also try and read one of the, uh, major dailies like the chicago tribune, or the new york times or something like that.	the new york times	yes	yes	no	yes	no	no	no	no	yes	S
156188:65	and i also try and read one of the, uh, major dailies like the chicago tribune, or the new york times or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
156203:108	but, uh, and when you read a lot of this stuff --n401b7e, the, the quality of the writing has definitely gone down in the last ten years or so,		yes	yes	no	no	yes	no	no	no	yes	S
156208:29	but i swear it's at least second or third grade, sometimes.		yes	yes	no	no	no	no	no	no	yes	S
156216:41	uh, i think if you listen to like n p r or something like,	something like	yes	yes	no	no	yes	no	no	no	yes	S
156230:27	instead of --n402547 being, as your newspaper or your t v news where you get a five minute blurb or a ten paragraph blurb --n4025a6, they go really in depth on topics which i think --n4025dd is good.	your t v news	yes	yes	no	yes	no	no	no	no	yes	S
156230:60	instead of --n402547 being, as your newspaper or your t v news where you get a five minute blurb or a ten paragraph blurb --n4025a6, they go really in depth on topics which i think --n4025dd is good.	a ten paragraph blurb	yes	yes	no	no	no	no	no	no	yes	S
156250:14	had that invasion or whatever it is --n402c18.		yes	yes	no	no	yes	no	no	no	yes	S
156317:102	all we, all i do --n40034d is, uh, keep a list of things like debts that --n400388 are outstanding and every two or three months update that and every once in a while make a list of what we spent --n4003eb that month,		yes	yes	no	no	no	yes	no	no	yes	S
156354:25	i don't really have this major budget or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
156428:3	or,		no	no	no	no	no	no	no	no	no	S
156479:48	i, i don't trust myself with --n40366d using a calculator or computer, y-, too much stuff like that because i want --n4036c0 to make sure that, that i, i keep on top of the numbers and understand what --n40371f's going on.		yes	yes	no	no	no	no	no	no	yes	S
156496:47	and i always call in and, like, once every other week or so		yes	yes	no	no	yes	no	no	no	yes	S
156661:22	anyway, i dealt with two or three kids --n403089 today that --n403098 are going --n4030a7 to end up where somebody has, making a decision what to do --n4030e6 with them --n4030f5.		yes	yes	no	no	no	yes	no	no	yes	S
156857:70	uh, so do, do you think it --n403567's more important to spend money on research or for support of, uh, people.		yes	yes	no	no	no	no	no	no	yes	SQ
156862:107	uh, i think, i think one of the main things that --n4037cb's really important to spend money on --n4037f6 is education, not support or, or, research per se, but, but education because a lot of people sort of get drummed --n403871 out of the work place and out of society, you know, kind of like lepers would --n4038c4 you know		yes	yes	yes	yes	no	no	no	no	yes	S
156862:114	uh, i think, i think one of the main things that --n4037cb's really important to spend money on --n4037f6 is education, not support or, or, research per se, but, but education because a lot of people sort of get drummed --n403871 out of the work place and out of society, you know, kind of like lepers would --n4038c4 you know		yes	yes	no	no	no	no	no	no	yes	S
156906:44	committing them mostly is, you know, either crimes of passion or at the moment		yes	yes	no	no	no	no	yes	no	yes	S
156907:3	or they think they're not going --n400bfe to get caught --n400c11	they	no	yes	no	no	no	no	no	no	yes	S
156908:3	or,		no	no	no	no	no	no	no	no	no	S
156928:23	one, one way or another.	another	yes	yes	no	no	no	no	no	no	no	NP
156934:108	but, but the other side to that is, if you put him in prison for life, there's a chance that he might do things in prison, or, you know, and somehow redeem himself.		yes	yes	yes	no	no	no	no	no	yes	S
156982:71	w-, w-, we're going --n403126 to get capital punishment here probably after the second coming or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
156987:88	but you look at our, our crime rates and things like that and you compare them to, to like texas or someplace that --n403335 does, you know, it, it, it --n403378's impossible to make a case that it's, it's affecting it in any way.	someplace that --n403335 does, you know	yes	yes	no	no	no	no	no	no	yes	S
157011:154	and, you know, i, i think when you listen to like the, uh, the, the victims' families and things --n403f08, they're always talking about, you know, uh, --n403f3f feeling justified or feeling, you know, like they've gotten something out of it,	feeling, you know, like they've gotten something out of it	yes	yes	no	no	no	no	no	no	yes	S
157012:72	i mean, my thought has been, once the guy has been imprisoned --n404221, if he goes to jail forever or whatever, if he gets killed --n404260, it shouldn't make any difference to the, uh, the victim's family.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
157037:38	and why, does it just turn out --n404db9 to be genetic or biochemical in origin --n404ddc.		yes	yes	no	no	no	no	no	no	yes	SBARQ
157060:51	uh, i just got done --n4000c5 reading a, a magazine or a couple magazine articles about the, uh, new saturns.	a couple magazine articles about the, uh, new saturns	yes	yes	yes	no	no	no	no	no	yes	S
157164:55	uh, i think i'd like --n4020c0 to get, uh, b m w or if i go the german route, which i'm kind of leaning towards --n40212f right now, but, uh, or maybe a, hon-, i mean, a, a acura legend.		yes	yes	yes	yes	no	no	no	no	yes	S
157164:135	uh, i think i'd like --n4020c0 to get, uh, b m w or if i go the german route, which i'm kind of leaning towards --n40212f right now, but, uh, or maybe a, hon-, i mean, a, a acura legend.		yes	yes	no	no	no	no	no	no	yes	S
157176:48	i haven't really determined if i like the, the japanese or the, if i like them enough to purchase one..		yes	yes	no	no	no	no	no	no	yes	S
157389:42	and basically, uh, we were going --n402cb3 to be paying seventy or eighty percent tax.		yes	yes	no	no	no	yes	no	no	yes	S
157431:41	i'm not going --n403ed3 to work any harder and make any more or create any more jobs.	create any more jobs	yes	yes	no	no	no	no	no	no	yes	S
157446:19	up until, like, eighty-five or something was the,		yes	yes	no	no	yes	no	no	no	yes	X
157474:125	and i, i don't think it --n401077 would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven voted not guilty, then instead of it being a hung jury, that was an acquittal.		yes	yes	no	no	no	yes	no	no	yes	S
157505:199	well, the people i know --n40242e who --n402439 have served have said that usually what --n40245c ends up --n40246b happening is that, you know, after initially finding out where people stand --n4024ae, that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying --n40255d to convince the minority that they're right		yes	yes	yes	yes	no	no	no	no	yes	S
157505:206	well, the people i know --n40242e who --n402439 have served have said that usually what --n40245c ends up --n40246b happening is that, you know, after initially finding out where people stand --n4024ae, that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying --n40255d to convince the minority that they're right		yes	yes	no	no	no	no	no	no	yes	S
157511:153	well, the, the one thing that i know --n402ae2 does seem --n402af1 to happen from people i've talked to --n402b1c on this, is that in the situation you just said --n402b53 where it's nine to three, or some such number --n402b86, that there's, an effect --n402bad starts --n402bb8 being that there's starts --n402bd3 being a lot of peer pressure going on	some such number	yes	yes	no	no	no	no	no	no	yes	S
157526:224	some of them did say that, you know, when they were the only one left opposing the verdict --n403672, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in --n4036cd knowing that nothing they could do --n4036f0 could stop it from either being the verdict everyone else was trying for --n403733 or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict.	a hung jury	yes	yes	no	no	no	no	yes	no	yes	S
157550:50	wendy, i guess we get --n40002e to talk about budgets --n400045 --n40004c tonight or lack of budgets if, uh, if that may be the case and any kind of long term financial planning or anything like that, uh,	lack of budgets	yes	yes	no	yes	no	no	no	no	yes	S
157550:122	wendy, i guess we get --n40002e to talk about budgets --n400045 --n40004c tonight or lack of budgets if, uh, if that may be the case and any kind of long term financial planning or anything like that, uh,	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
157555:32	do you have a, uh, budget, or a monthly budget, or a long term budget that you stick to --n400356.	a monthly budget, or a long term budget that you stick to --n400356	yes	yes	yes	yes	no	no	no	no	yes	SQ
157555:48	do you have a, uh, budget, or a monthly budget, or a long term budget that you stick to --n400356.	a long term budget	yes	yes	no	no	no	no	no	no	yes	SQ
157586:22	so i don't get any overtime or anything like that	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
157597:36	and we do sit down at the beginning of every month or the end of every month and write down how much we know we're going --n40133f to spend --n40134e and set that money aside,	the end of every month	yes	yes	no	no	no	no	no	no	yes	S
157607:95	and we find out that, you know, no matter what kind of budget you stick on --n4018bf, there's always going --n4018da to be an unexpected car repair or something happen with the house, that you have --n401925 to have money --n401938 for --n401943 and, uh, not enough to go and to take a loan out, but, uh, you have --n4019a2 to have money for --n4019b9.	something happen with the house, that you have --n401925 to have money --n401938 for --n401943 and, uh, not enough to go and to take a loan out, but, uh, you have --n4019a2 to have money for --n4019b9	yes	yes	no	no	yes	no	no	no	yes	S
157948:33	i, i think working mothers or mothers who --n402642 choose --n40264d to work outside the home, um, need very early --n402680 to come to grips with any guilt, that they feel --n4026b3 and decide what --n4026c6's best for them and their family.	mothers who --n402642 choose --n40264d to work outside the home	yes	yes	no	no	no	no	no	no	yes	S
158063:82	but, um, he said that he would, he would want --n400c13 to, to seriously hurt --n400c3a or if not kill --n400c51 someone if, if they did something to his wife.	if not kill --n400c51	yes	yes	no	no	no	no	no	no	yes	S
158077:187	and i think that the people who --n401771 are strongly in favor of the death penalty are really working from that gut level. uh, you know, whether it be a biblical force, uh, you know, the eye for an eye, a tooth for a tooth, a life for a knife, life type logic or just, uh, uh, some sort of anger at putting peop-, putting, uh, murderers up in federal pens for the rest of their life, uh, while we foot the bill.		yes	yes	no	no	no	no	no	no	yes	S
158084:63	are they reformatories, where we're trying --n402099 to take people who --n4020b0 can't survive or, or that, that --n4020f3 aren't conforming enough to society so that, that we work well together --n402132.		yes	yes	yes	yes	no	no	no	no	yes	SQ
158084:70	are they reformatories, where we're trying --n402099 to take people who --n4020b0 can't survive or, or that, that --n4020f3 aren't conforming enough to society so that, that we work well together --n402132.		yes	yes	no	no	no	no	no	no	yes	SQ
158120:23	like say some young kids or something like that that --n403756 might be inclined more towards a life of crime, had --n403789 to sit and watch and, and see a guy burn or, or, you know, something or shot --n4037f0 by a firing squad or something like that.	something like that	yes	yes	no	yes	yes	no	no	no	yes	S
158120:124	like say some young kids or something like that that --n403756 might be inclined more towards a life of crime, had --n403789 to sit and watch and, and see a guy burn or, or, you know, something or shot --n4037f0 by a firing squad or something like that.		yes	yes	yes	yes	no	no	no	no	yes	S
158120:131	like say some young kids or something like that that --n403756 might be inclined more towards a life of crime, had --n403789 to sit and watch and, and see a guy burn or, or, you know, something or shot --n4037f0 by a firing squad or something like that.		yes	yes	no	yes	no	no	no	no	yes	S
158120:151	like say some young kids or something like that that --n403756 might be inclined more towards a life of crime, had --n403789 to sit and watch and, and see a guy burn or, or, you know, something or shot --n4037f0 by a firing squad or something like that.	shot --n4037f0 by a firing squad or something like that	yes	yes	no	yes	no	no	no	no	yes	S
158120:170	like say some young kids or something like that that --n403756 might be inclined more towards a life of crime, had --n403789 to sit and watch and, and see a guy burn or, or, you know, something or shot --n4037f0 by a firing squad or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
158123:56	well, i, i don't know if that would really work that way or not.	not	yes	yes	no	no	no	no	no	yes	yes	S
158144:58	and that is, uh, and that is the exclusion of jurors because of --n400821 or in spite of --n400838 their race. uh,		yes	yes	no	no	no	no	no	no	yes	S
158183:81	but i can't imagine that they would do an all white jury without --n4016d5 having some sort of, of discrimination or, or, you know, uh, appeal on not having a jury of his peers and all of that kind of stuff.		yes	yes	yes	yes	no	no	no	no	yes	S
158183:88	but i can't imagine that they would do an all white jury without --n4016d5 having some sort of, of discrimination or, or, you know, uh, appeal on not having a jury of his peers and all of that kind of stuff.		yes	yes	yes	no	no	no	no	no	yes	S
158194:63	the whole, the whole point of being on a jury is to convict or, or, or, uh, let go based on whether, or not the person, whether or not the evidence says, that there's enough,		yes	yes	yes	yes	no	no	no	no	yes	S
158194:70	the whole, the whole point of being on a jury is to convict or, or, or, uh, let go based on whether, or not the person, whether or not the evidence says, that there's enough,		yes	yes	yes	yes	no	no	no	no	yes	S
158194:80	the whole, the whole point of being on a jury is to convict or, or, or, uh, let go based on whether, or not the person, whether or not the evidence says, that there's enough,		yes	yes	no	yes	no	no	no	no	yes	S
158194:116	the whole, the whole point of being on a jury is to convict or, or, or, uh, let go based on whether, or not the person, whether or not the evidence says, that there's enough,		yes	yes	yes	yes	no	no	no	yes	yes	S
158194:134	the whole, the whole point of being on a jury is to convict or, or, or, uh, let go based on whether, or not the person, whether or not the evidence says, that there's enough,		yes	yes	no	no	no	no	no	yes	yes	S
158308:59	and this is supposed --n4003c2 to be a very well-known center here in tyler who --n4003f1 had two or three, um, centers, all over, you know, the, um, city		yes	yes	no	no	no	yes	no	no	yes	S
158400:148	it sounds like --n402354 to me your, your concern would be to make sure that they are loving people.. affectionate people that they're, they're kind of par-, may be parents themselves or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
158472:34	in fact, it was called --n403d9c humpty dumpty play school or something,	something	yes	yes	no	no	yes	no	no	no	yes	S
158554:133	but on the other hand, you know, if they would have had a hard time --n4015f0 retaliating because the, you know, they, they wouldn't have been given --n40163f access to the friend or foe codes.		yes	yes	no	no	no	no	no	no	yes	S
158583:18	i pretty much question or what, what the u s --s motives --n4021d0 were --n4021db in, uh, in, in actually the original involvement.		yes	yes	yes	no	no	no	no	no	yes	S
158655:3	or what do yo-,		no	yes	no	no	yes	no	no	no	no	SBARQ
158707:85	and, um, y-, there's so many people who --n400ab0 want a, a dib of the federal money or the state money or whatever it is --n400afb	the state money	yes	yes	no	yes	no	no	no	no	yes	S
158707:94	and, um, y-, there's so many people who --n400ab0 want a, a dib of the federal money or the state money or whatever it is --n400afb		yes	yes	no	no	yes	no	no	no	yes	S
158743:3	or are you, did you go directly from high school into, into college.		no	yes	no	no	no	no	no	no	yes	SQ
158754:25	have you like worked on political action committees or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	SQ
158857:36	are you like in the particle, particle research or anything like that	anything like that	yes	yes	no	no	yes	no	no	no	no	SQ
158858:3	or is it more, um, applied physics.		no	yes	no	no	no	no	no	no	no	SQ
158894:3	or maybe it was on the radi-,		no	yes	no	no	no	no	no	no	yes	S
158937:24	we don't really have any vacation or, you know, sick days or health care or anything really		yes	yes	no	yes	no	no	no	no	yes	S
158937:43	we don't really have any vacation or, you know, sick days or health care or anything really		yes	yes	no	yes	no	no	no	no	yes	S
158937:50	we don't really have any vacation or, you know, sick days or health care or anything really		yes	yes	no	no	yes	no	no	no	yes	S
159063:170	i have, so i have --n403288 to take that into consideration when i evaluate like how much i get paid --n4032c7 --n4032ce real --n4032d9, you know, because if i was working somewhere else i'd have --n403318 to, you know, pay an extra five percent, or so.		yes	yes	no	no	yes	no	no	no	yes	S
159108:25	you know juries will decide the guilt or innocence,		yes	yes	no	no	no	no	no	no	yes	S
159140:80	well, how do you feel --n4012e8 about setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb --n40135b.	some incident where someone loses a limb --n40135b	yes	yes	yes	no	no	no	no	no	yes	SBARQ
159146:81	you know some of the health insurance is written --n401659 that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much		yes	yes	no	no	no	no	no	no	yes	S
159200:22	one of their employees causes damage or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
159208:3	or how does that work --n403050.		no	yes	no	no	no	no	no	no	yes	SBARQ
159315:41	they're not completely up on what --n401173 should be going on or what --n401192's not going on.		yes	yes	no	no	yes	no	no	no	yes	S
159321:28	and she was in a nursing home for four or five years before she died.		yes	yes	no	no	no	yes	no	no	yes	S
159334:42	and, you know, it --n401735 was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke.	my grandfather	yes	yes	no	no	no	no	yes	no	yes	S
159394:8	either that or they're just so understaffed that they can't afford --n402f34 to put in the, uh, care that they need --n402f67. cause it's, you know,	they	yes	yes	no	no	no	no	no	no	yes	FRAG
159476:33	and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical	listened to much on the, on the radio except for classical	yes	yes	no	no	no	no	no	no	yes	S
159598:65	i'm surprised you didn't go to, to any pa-, parties or anything where they were playing a lot of music or stuff --n402461	anything	yes	yes	no	yes	yes	no	no	no	yes	S
159598:96	i'm surprised you didn't go to, to any pa-, parties or anything where they were playing a lot of music or stuff --n402461		yes	yes	no	no	no	no	no	no	yes	S
159599:3	or,		no	no	no	no	no	no	no	no	no	S
159728:52	do you like, uh, like v-, van halen or anything like that.	anything like that	yes	yes	no	no	yes	no	no	no	yes	SQ
159806:82	and, uh, she's gotten some, uh, she's been on like the top ten, i guess --n40573e, or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S-N40573E
159844:66	and then the rest is whatever you want --n400934 to put --n400943 in. if you put more than that or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
159858:39	it's like hundred bucks a, a month or something for a family.	something	yes	yes	no	no	yes	no	no	no	yes	S
159863:166	huh, well, i guess what we have --n400f3c is like a f-, what they call --n400f6b a flex benefits plan where you, you get like a certain amount of dollars and then you spend it on a cafeteria of whatever you want or need --n400fea --n400ff1.		yes	yes	no	no	no	no	no	no	yes	S
159864:98	otherwise you can, uh, guess you can put, also put money, hold money back and then either use or lose it and that doesn't get taxed --n4012bd or can just have that money, you know, put --n4012f0 in your paycheck.		yes	yes	no	yes	no	no	yes	no	yes	S
159864:126	otherwise you can, uh, guess you can put, also put money, hold money back and then either use or lose it and that doesn't get taxed --n4012bd or can just have that money, you know, put --n4012f0 in your paycheck.	can just have that money, you know, put --n4012f0 in your paycheck	yes	yes	no	no	no	no	yes	no	yes	S
159867:30	we have one of those use it or lose it plans --n401558, too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses --n4015c3.	lose it	yes	yes	no	no	no	no	no	no	yes	S
159871:49	it's, uh, it saves a third off on taxes or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
159933:19	so you work for bell or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
160000:141	and, uh, i guess, uh, first and foremost, it, really it's a question of what --n4002be the student wants --n4002d1 to have --n4002e0 in the way of a career and then, uh, uh, which colleges or universities --n40032b can best offer that program,		yes	yes	no	no	no	no	no	no	yes	S
160003:12	it's whether or not you're a resident for that jurisdiction,		yes	yes	no	no	no	no	no	yes	yes	S
160004:3	or you know, it does,	you	no	yes	no	no	no	no	no	no	yes	S
160018:99	uh, the one, the one thing that i, you know, i'd advise any parent, uh, you know, or any, or any person looking for a college --n400b04, uh, is that i think, i think, you know, it --n400b4b's really important for them to actually visit the college and actually try and get away from, you know, the guided tour of the college and try and talk to the, you know, actual students there	any	yes	yes	yes	yes	no	no	no	no	yes	S
160018:109	uh, the one, the one thing that i, you know, i'd advise any parent, uh, you know, or any, or any person looking for a college --n400b04, uh, is that i think, i think, you know, it --n400b4b's really important for them to actually visit the college and actually try and get away from, you know, the guided tour of the college and try and talk to the, you know, actual students there	any person looking for a college	yes	yes	no	no	no	no	no	no	yes	S
160080:77	uh, whether you, you know, in one sense, whether you've got a spirit of innovation and excellence or whether you've got a, a spirit of, somewhat unkind, but producing graduates.		yes	yes	no	no	no	no	no	no	yes	FRAG
160190:51	during the winter time i think --n40111e they, they move south or something	something	yes	yes	no	no	yes	no	no	no	yes	S-N40111E
160240:78	if i, if see a, s-, if i see a pile of cans or bottles or something i'll throw it in there,		yes	yes	no	yes	no	no	no	no	yes	S
160240:82	if i, if see a, s-, if i see a pile of cans or bottles or something i'll throw it in there,	something	yes	yes	no	no	yes	no	no	no	yes	S
160310:27	and i'm not sure if kroger does or not	not	yes	yes	no	no	no	no	no	yes	yes	S
160313:28	they'll ask you whether you want bags or paper or plastic.		yes	yes	no	yes	no	no	no	no	yes	S
160313:32	they'll ask you whether you want bags or paper or plastic.		yes	yes	no	no	no	no	no	no	yes	S
160358:18	they treat it with chemicals or something.		yes	yes	no	no	yes	no	no	no	yes	S
160448:28	i just catch the major ones off the news or if someone starts --n4002f1 to talk about it.		yes	yes	no	no	no	no	no	no	yes	S
160470:49	and, uh, don't listen to the radio --n400c5b too much especially the news channels or anything like that, you know,	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
160471:34	they might give you a little blurbs like this happened or that happened	that	yes	yes	no	no	no	no	no	no	yes	S
160498:3	or they're making, making time because they to fill in an hour's worth of news.	they	no	yes	no	no	no	no	no	no	yes	S
160515:34	listen to the news --n401fd9 to hear the traffic report or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
160541:33	i mean, it's only been, three months or something like that since that happened	something like that	yes	yes	no	no	yes	no	no	no	yes	S
160614:25	do you watch anything like with sports or anything like that.	anything like that	yes	yes	no	no	yes	no	no	no	yes	SQ
160657:8	tax free or die.	die	yes	yes	no	no	no	no	no	no	yes	UCP
160728:37	and also, you know, then you figure out seven or eight percent for f i c a which --n401bba is taxes where you,		yes	yes	no	no	no	yes	no	no	yes	S
160762:8	or, you know, and, and just tremendous amounts of, you know,		yes	yes	yes	no	no	no	no	no	yes	FRAG
160767:43	so much of it, is now just going --n402b31 to service debt or you know, is going in, into, into programs that, you know,	you	yes	yes	no	no	no	no	no	no	yes	S
160808:39	i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created --n403f67 during the reagan bush --n403f7e era who --n403f8d are suppo-, supposedly fiscally conservative.	three quarters	yes	yes	no	no	no	yes	no	no	yes	S
160900:17	is it a miniature --n400238 or a standard --n40024b schnauzer.	a standard --n40024b	yes	yes	no	no	no	no	no	no	no	SQ
161187:59	uh, it --n4004f3's, uh, an interesting experience to be a surrogate parent for, or parent for a lot of people there,	parent	yes	yes	no	no	no	no	no	no	yes	S
161207:19	because somebody has a child or, uh, likes children doesn't really mean that they're qualified --n401171 to give the child the kind of supervision and training that that, uh,		yes	yes	no	no	no	no	no	no	yes	S
161225:108	and i didn't want --n401bc9 to run an institution where that was the case --n401bf4, where all we were doing --n401c17 were warehousing --n401c26 because the first four, five years or so important		yes	yes	no	no	yes	no	no	no	yes	S
161231:70	when a couple has a child --n4021c7, then they should both take, you say the first four or five years are the most important, and i think i would agree with that, they both take four or five years off and devote to parenting.		yes	yes	yes	yes	no	yes	no	no	yes	S
161231:135	when a couple has a child --n4021c7, then they should both take, you say the first four or five years are the most important, and i think i would agree with that, they both take four or five years off and devote to parenting.		yes	yes	no	no	no	yes	no	no	yes	S
161245:36	but then they have --n4029ee to work from age thirty or, or forty to age seventy or eighty or ninety.		yes	yes	yes	yes	no	no	no	no	yes	S
161245:43	but then they have --n4029ee to work from age thirty or, or forty to age seventy or eighty or ninety.		yes	yes	no	yes	no	no	no	no	yes	S
161245:58	but then they have --n4029ee to work from age thirty or, or forty to age seventy or eighty or ninety.		yes	yes	no	yes	no	yes	no	no	yes	S
161245:62	but then they have --n4029ee to work from age thirty or, or forty to age seventy or eighty or ninety.		yes	yes	no	no	no	yes	no	no	yes	S
161388:32	i can't, stand, uh, uh, debussy or debussy.	debussy	yes	yes	yes	no	no	no	no	no	yes	S
161419:72	uh, i feel that, uh, that, that music should take chances in one way or another and that, uh, you know, if you've heard a piece, oh, a hundred, a hundred times,	another	yes	yes	no	no	no	no	no	no	yes	S
161492:3	or,		no	no	no	no	no	no	no	no	no	S
161555:3	or,		no	no	no	no	no	no	no	no	no	S
161566:15	and that's south or north of there or something.		yes	yes	no	yes	no	no	no	no	yes	S
161566:25	and that's south or north of there or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
161582:3	or,		no	no	no	no	no	no	no	no	no	S
161596:3	or,		no	no	no	no	no	no	no	no	no	S
161633:3	or they just,	they	no	yes	no	no	no	no	no	no	no	S
161719:3	or,		no	no	no	no	no	no	no	no	no	S
161772:3	or do you think there's too much crime now.		no	yes	no	no	no	no	no	no	yes	SQ
161811:83	i mean, it seems like our, our, the prison systems, we can't seem --n400e60 to decide whether or not it's a reform system or penal system.		yes	yes	no	yes	no	no	no	yes	yes	S
161811:102	i mean, it seems like our, our, the prison systems, we can't seem --n400e60 to decide whether or not it's a reform system or penal system.	penal system	yes	yes	no	no	no	no	no	no	yes	S
161920:59	well, see, i always have problems because, because i can never decide whether or not i'm, i'm supposed --n4038ca to be a conservative or, or a liberal		yes	yes	no	yes	no	no	no	yes	yes	S
161920:112	well, see, i always have problems because, because i can never decide whether or not i'm, i'm supposed --n4038ca to be a conservative or, or a liberal		yes	yes	yes	yes	no	no	no	no	yes	S
