"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"45035:42","""uh, and your very best teachers in my estimation should be first, second or third grade. so that the children develop good learning patterns""","declarative","not available","num","change","not available","change","A~B","same","non-generic","static",0.446666666666667,0.777777777777778,142,"no","no",5,"no",381,"5--381"
"140033:105","""well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college,""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","static",0.566666666666667,0.666666666666667,117,"yes","no",5,"no",381,"5--381"
"105467:18","""and, uh, the storm or the wind was due to the front blowing""","declarative","not available","nonum","change","change","change","A>B","same","non-generic","static",0.244444444444444,0.333333333333333,61,"no","no",1,"no",113,"1--113"
"128813:122","""if they're used to the northern weather then the southern weather they might kind of feel like they need to go out and play all the time, not be in studying. if you're in florida or california.""","declarative","antecedent","nonum","change","nochange","change","A~B","different","generic","static",0.663333333333333,0.666666666666667,195,"no","no",8,"no",126,"8--126"
"144793:82","""uh, it was really frightening to, think that, uh, it's not even safe to drive onto the tollway, or for those people in the tollbooth.""","declarative","negation","nonum","nochange","nochange","change","A<B","different","expletive","static",0.213333333333333,0.444444444444444,135,"no","no",3,"no",120,"3--120"
"112636:68","""and, and, uh, uh, but we didn't, uh, do it as much or as often as, uh, i would have liked to.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","non-generic","static",0.561111111111111,0.222222222222222,95,"no","no",3,"no",120,"3--120"
"139927:102","""well, i, i was wondering what, if you all were to get a pet, like if you werec to move into an apartment or a house somewhere,""","declarative","relclause","nonum","change","not available","nochange","A~B","different","non-generic","static",0.514444444444444,0.555555555555556,128,"no","no",7,"no",90,"7--90"
"157011:154","""and, you know, i, i think when you listen to like the, uh, the, the victims' families and things, they're always talking about, you know, uh,f feeling justified or feeling, you know, like they've gotten something out of it,""","declarative","not available","nonum","change","nochange","nochange","A>B","same","generic","habitual",0.244444444444444,0.333333333333333,225,"no","no",4,"no",98,"4--98"
"26538:60","""we won't, we don't, we won't get the recorder or the, uh, system to shut us off, uh, tonight.""","declarative","not available","nonum","change","nochange","change","A~B","same","non-generic","static",0.275555555555556,0.333333333333333,95,"no","no",8,"no",126,"8--126"
"145587:30","""and yours is at, you know, eighteen or nineteen percent.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.622222222222222,0.777777777777778,58,"no","no",5,"no",381,"5--381"
"174845:49","""they test you, uh, before they, before you start or before you even interview""","declarative","not available","nonum","nochange","nochange","nochange","A<B","same","generic","habitual",0.617777777777778,0.777777777777778,79,"no","no",4,"no",98,"4--98"
"99028:72","""so we don't know what is really going on, what is, uh, really the range of sentences or awards that are, uh, are actually, uh, in the end applied.""","declarative","wh","nonum","change","nochange","change","A~B","different","non-generic","static",0.341111111111111,0.888888888888889,148,"no","no",8,"no",126,"8--126"
"14202:59","""so, i don't, i don't know if you're familiar with him or not.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.531111111111111,0.444444444444444,63,"no","yes",2,"yes",147,"2--147"
"143409:35","""then i would let her narrow it down to three or four,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.575555555555556,0.555555555555556,55,"no","no",5,"no",381,"5--381"
"64802:146","""if, you know, like when the doors movie came out, you know, doors was really on the radio there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.301111111111111,0.777777777777778,211,"no","no",5,"no",381,"5--381"
"40150:31","""and they kind of just scoot out of his way or take a step back, you know,""","declarative","not available","nonum","change","nochange","nochange","A<B","different","non-generic","habitual",0.704444444444444,0.888888888888889,75,"no","no",7,"no",90,"7--90"
"107849:89","""but they have been more, little more s-, effective in oklahoma with having this program that you vote or you lose ite.""","declarative","relclause","nonum","change","change","change","A~B","different","generic","static",0.807777777777778,0.777777777777778,120,"no","no",6,"no",169,"6--169"
"85977:40","""i, i don't judge any war as good or bad,""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.294444444444444,0.666666666666667,42,"no","no",8,"no",126,"8--126"
"9650:26","""and i usually make time in my day or my week, you know, to watch those.""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","habitual",0.352222222222222,0.444444444444444,73,"no","no",5,"no",381,"5--381"
"24633:46","""so i don't know if i wasn't drug tested based on that or because the man who hired me didn't request the drug test, because i know that my company does drug testing on occasion.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.467777777777778,0.444444444444444,179,"no","no",6,"no",169,"6--169"
"167164:56","""and, of course, now, you know, and you go through two or three hundred years of appeals process""","declarative","not available","num","change","not available","nochange","A~B","same","generic","habitual",0.622222222222222,0.555555555555556,97,"no","no",5,"no",381,"5--381"
"103990:134","""i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not,""","declarative","not available","nonum","change","nochange","change","A~B","same","non-generic","static",0.196666666666667,0.333333333333333,197,"no","no",8,"no",126,"8--126"
"31165:126","""but, uh, being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what's the matter with either their kids or the school system.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.277368421052632,0.684210526315789,182,"yes","no",6,"no",169,"6--169"
"132975:27","""i'm not sure those are avis or not,""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.758888888888889,0.666666666666667,37,"no","yes",2,"no",147,"2--147"
"85007:68","""i mean, people that may have been close to the edge just go over because they see something or read something.""","declarative","not available","nonum","change","nochange","change","A<B","same","generic","habitual",0.178888888888889,0.888888888888889,112,"no","no",4,"no",98,"4--98"
"162268:64","""and, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested in the retirement plan and everything,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.533333333333333,0.222222222222222,177,"no","no",5,"no",381,"5--381"
"120579:20","""everything was like an hour or two hours at the louvre, you know, things like that where you need the whole day,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.463333333333333,0.444444444444444,114,"no","no",5,"no",381,"5--381"
"116314:89","""i don't think the, you know, i don't think money is going to take the place of intelligence or, uh, problem solving skills.""","declarative","not available","nonum","change","nochange","change","A<B","different","non-generic","static",0.396666666666667,0.666666666666667,125,"no","no",8,"no",126,"8--126"
"78707:44","""uh, but he's been known to be gone for a month or two at a time""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.51,0.777777777777778,65,"no","no",5,"no",381,"5--381"
"67555:107","""have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done recently or since you've been biking, to see if it,""","interrogative","not available","nonum","change","change","nochange","A<B","same","non-generic","static",0.131111111111111,0.222222222222222,161,"no","no",4,"no",98,"4--98"
"60245:66","""but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat.""","declarative","not available","nonum","change","nochange","change","A~B","same","non-generic","static",0.301111111111111,0.555555555555556,104,"no","no",8,"no",126,"8--126"
"171282:127","""but i guess, i guess i like the system that they have in some places where the defendant gets to choose whether he's, goes before a jury for sentencing or whether the judge getsb to choose ite.""","declarative","wh","nonum","change","change","change","A~B","different","generic","habitual",0.753125,0.625,195,"no","no",6,"no",169,"6--169"
"152534:46","it's more of the game plan of how do they convince the judge or jury through argument.","declarative","wh","nonum","change","nochange","nochange","A~B","different","generic","static",0.443333333333333,1,86,"no","no",7,"no",90,"7--90"
"171530:129","""so it's a lot, it's very hard on a nonfixed income because i don't know how many days i'm going to be called in and whether i am or not, to try to keep track of finances.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.473333333333333,0.111111111111111,172,"no","yes",2,"no",147,"2--147"
"99075:72","""but often juries hear only a fraction of the, of the story when they have to decide guilt or innocencef.""","declarative","wh","nonum","change","not available","change","A~B","different","generic","habitual",0.86,0.555555555555556,106,"no","no",2,"no",147,"2--147"
"59539:31","""like you said if you had four kids, or even if you had two kids, you would be paying all your salary to pay for those two kids to go.""","declarative","antecedent","nonum","nochange","not available","nochange","A~B","same","generic","static",0.703333333333333,0.555555555555556,135,"no","no",5,"no",381,"5--381"
"115553:41","""you want to go ahead and tell me your favorite team, or who you think will be doing well this year.""","interrogative","wh","nonum","change","change","nochange","A~B","same","non-generic","static",0.41,0.777777777777778,101,"no","no",1,"no",113,"1--113"
"112092:38","""i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment.""","declarative","negation","nonum","change","nochange","change","A~B","same","non-generic","static",0.500526315789474,0.473684210526316,125,"no","no",1,"no",113,"1--113"
"176448:17","they did that three or four years before they did it with everybody.","declarative","not available","num","change","not available","nochange","A~B","same","generic","episodic",0.411578947368421,0.631578947368421,68,"no","no",5,"no",381,"5--381"
"90913:34","""i mean, either way there was family reunion time, or not,""","declarative","not available","nonum","change","not available","change","A~B","different","expletive","static",0.443333333333333,0.444444444444444,59,"yes","yes",2,"no",147,"2--147"
"116760:45","""because when you get married, you won't have the money or the time.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.488888888888889,0.555555555555556,69,"no","no",3,"no",120,"3--120"
"152457:56","""but the other two i feel, uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law.""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.653333333333333,1,127,"yes","no",8,"no",126,"8--126"
"6724:57","""they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported,""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.547777777777778,0.777777777777778,171,"no","no",6,"no",169,"6--169"
"48254:34","""the, the crime is not any better or any worse,""","declarative","not available","nonum","change","not available","change","A~B","different","generic","static",0.444444444444444,0.666666666666667,48,"no","no",6,"no",169,"6--169"
"27846:151","""uh, and my family now knows if they come into my study and, uh, i happen to have had a tough day at work and maybe i'm trying to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they knowb to just stay away,""","declarative","not available","nonum","change","change","nochange","A~B","same","non-generic","habitual",0.604444444444444,0.888888888888889,276,"no","no",7,"no",90,"7--90"
"135320:83","""well and then, you think, well, how did they do it out in the real world anyway when these fish are in the tropicals or wherever they are kind of trying to keep up with that,""","declarative","wh","nonum","change","change","change","A>B","same","non-generic","static",0.487777777777778,0.333333333333333,176,"no","no",1,"no",113,"1--113"
"33076:56","""well, um, i think it would probably depend on whether this was a formal or a informal dinner party.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.664444444444444,0.444444444444444,101,"no","no",2,"no",147,"2--147"
"104851:51","so occasionally i'll bring whatever i've got laying around the car or the like and throw them in there.","declarative","wh","nonum","change","nochange","change","A>B","same","non-generic","habitual",0.392222222222222,0.777777777777778,103,"no","no",4,"no",98,"4--98"
"31268:79","""the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable""","declarative","wh","nonum","change","nochange","nochange","A~B","same","non-generic","static",0.312222222222222,0.777777777777778,135,"no","no",4,"no",98,"4--98"
"36975:25","""if they can get the army, or the military to sway to their side, i think that, uh, it will be on the way out eventually.""","declarative","antecedent","nonum","change","not available","nochange","A>B","same","generic","static",0.317777777777778,0.777777777777778,122,"no","no",4,"no",98,"4--98"
"151327:145","""well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs.""","declarative","not available","nonum","change","not available","change","A~B","different","generic","habitual",0.563684210526316,0.368421052631579,157,"no","yes",2,"no",147,"2--147"
"122789:26","""uh, i was down at about four or five quite awhile ago.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.593333333333333,0.888888888888889,56,"no","no",5,"no",381,"5--381"
"13834:72","""maybe we'll see a growth in that where someone makes a career out of, say, taking care of five or six children as opposed to day care.""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.307777777777778,0.444444444444444,136,"no","no",5,"no",381,"5--381"
"107871:41","""uh, i'm not sure if i'm familiar with that, or not.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.447777777777778,0.555555555555556,53,"no","yes",2,"no",147,"2--147"
"139930:62","""uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.""","declarative","not available","nonum","change","change","nochange","A~B","same","non-generic","static",0.61,1,79,"no","no",7,"no",90,"7--90"
"6939:40","""see they make money off of it, whether you use it or not.""","declarative","wh","nonum","change","not available","change","A~B","different","generic","static",0.305555555555556,0.555555555555556,59,"no","yes",2,"no",147,"2--147"
"13998:38","""the parents kind of pushed them to join, like the boy scouts or girl scouts""","declarative","not available","nonum","change","change","change","A~B","same","generic","episodic",0.658888888888889,0.888888888888889,77,"no","no",1,"no",113,"1--113"
"31223:100","""in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act and, and the way they are sometimes disinterested in what's going on in the class and disruptive.""","declarative","not available","nonum","nochange","nochange","change","A~B","same","generic","static",0.191111111111111,0.555555555555556,200,"no","no",3,"no",120,"3--120"
"37749:72","""we're going to talk about the public school system, what's wrong with it, an, or if anything is wrong with it and what we can do about it, what should be done about it.""","declarative","wh","nonum","change","change","nochange","A>B","same","non-generic","static",0.536666666666667,0.333333333333333,170,"no","no",4,"no",98,"4--98"
"69146:19","we've been two or three times and probably go back again this winter.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.414444444444444,0.333333333333333,69,"no","no",5,"no",381,"5--381"
"31200:26","""it was told to me or suggested to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people to teach math and sciences.""","declarative","not available","nonum","change","nochange","nochange","A<B","same","expletive","static",0.168888888888889,0.888888888888889,329,"no","no",4,"no",98,"4--98"
"69440:43","""i had, i've had, uh, two or three drug tests that i had to get before i could start working at a job uh, different jobs.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.331578947368421,0.684210526315789,122,"no","no",5,"no",381,"5--381"
"98870:28","""in this country, and for example with alcohol or with drugs is, we don't seemd to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.303333333333333,0.555555555555556,240,"no","no",3,"no",120,"3--120"
"176348:81","""but where it's not necessary, uh, in that regard, where it's not an immediate threat to life and limb or property uh, i, i'd, i would seriously question it.""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.427777777777778,0.555555555555556,158,"no","no",8,"no",126,"8--126"
"151277:32","and i'm not sure if our policy covers that or not.","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.61,0.222222222222222,50,"no","yes",2,"no",147,"2--147"
"99734:100","""and, you know, so many times when you were trying to schedule outdoor activities, you just never knew if it was going to be a go or not because of the weather.""","declarative","wh","nonum","change","not available","change","A~B","different","generic","habitual",0.662222222222222,0.444444444444444,161,"no","yes",2,"no",147,"2--147"
"153376:44","""so frank, what, uh, type of, uh, budget do you or your family have.""","interrogative","wh","nonum","change","nochange","change","A<B","different","non-generic","static",0.404444444444444,0.222222222222222,69,"no","no",8,"no",126,"8--126"
"92409:51","""i would, i would spend all my time in london, or most of my time,""","declarative","not available","nonum","change","not available","nochange","A>B","same","non-generic","static",0.38,0.222222222222222,67,"no","no",4,"no",98,"4--98"
"120047:15","""you're either liberal or you're conservative,""","declarative","not available","nonum","change","change","change","A~B","different","generic","static",0.89,1,47,"yes","no",6,"no",169,"6--169"
"168860:102","""wel-, i guess it kind of borders on where, i mean what do you valued more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.556666666666667,0.555555555555556,169,"no","no",6,"no",169,"6--169"
"42077:97","""but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years on death row, and not doing anything with them,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.503333333333333,0.888888888888889,162,"no","no",5,"no",381,"5--381"
"18522:67","""they don't, they don't even starte growing until may, may or april, like after it's been raining for a few months.""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","habitual",0.616666666666667,0.777777777777778,116,"no","no",5,"no",381,"5--381"
"2420:30","i need to probably make a phone call or two.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.338888888888889,0.666666666666667,44,"no","no",5,"no",381,"5--381"
"51368:32","""i mean, i've been to like thirty or forty games each of the last few years.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.613333333333333,0.777777777777778,77,"no","no",5,"no",381,"5--381"
"130777:64","""it kind of reminds me of using an a t m card, you know, to get money or doing your banking.""","declarative","not available","nonum","nochange","nochange","nochange","A>B","same","non-generic","static",0.316666666666667,0.888888888888889,93,"no","no",4,"no",98,"4--98"
"138826:8","two or three years in with them you can start buying stock","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.538888888888889,0.444444444444444,58,"no","no",5,"no",381,"5--381"
"67430:26","""i usually, you know, fifteen or twenty.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.692222222222222,0.777777777777778,41,"no","no",5,"no",381,"5--381"
"28170:152","""because if he saw mom doing only that you know, all the time he was growing up then it's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it.""","declarative","not available","nonum","change","nochange","nochange","A>B","same","expletive","static",0.581111111111111,0.555555555555556,228,"no","no",4,"no",98,"4--98"
"9072:53","""well, i was just going to say, it's a little over six or seven minutes.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.404444444444444,0.777777777777778,73,"no","no",5,"no",381,"5--381"
"94853:37","""you know, i wonder if that's a root problem or not,""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.296666666666667,0.555555555555556,53,"no","yes",2,"no",147,"2--147"
"57177:94","""and, uh, you know, whenever he was going to school, he was expecting to having to wear, uh, a tie or a dress shirt everyday.""","declarative","not available","nonum","change","change","change","A~B","same","non-generic","static",0.25,1,126,"no","no",1,"no",113,"1--113"
"172822:16","""at thirty-three hundred dollars or thirty-five hundred dollars i'm paying in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.538888888888889,0.888888888888889,171,"no","no",5,"no",381,"5--381"
"132601:54","""well, it, it's just like having taxes on, or exemptions for kids, you know.""","declarative","not available","nonum","change","change","nochange","A~B","different","expletive","static",0.371111111111111,0.777777777777778,77,"no","no",7,"no",90,"7--90"
"94770:69","""and again, it's not, it's not cheap to rent the lodge up there or the meeting room down in the cabins and such,""","declarative","negation","nonum","change","change","change","A~B","different","expletive","static",0.45,0.777777777777778,113,"no","no",6,"no",169,"6--169"
"113845:53","""the biggest, you know, the biggest outlaid expense has always been either wars or defense.""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.481578947368421,0.842105263157895,92,"yes","no",7,"no",90,"7--90"
"152986:22","""just, uh, stays away or runs usually.""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","habitual",0.580625,0.75,39,"no","no",7,"no",90,"7--90"
"176099:48","""we never really, you know, have to program money for that or make choices, you know.""","declarative","negation","nonum","change","nochange","change","A>B","different","non-generic","habitual",0.427777777777778,0.777777777777778,86,"no","no",8,"no",126,"8--126"
"170868:28","""if they're associated with a college or a university, they're usually a pretty good bet.""","declarative","not available","nonum","change","nochange","nochange","A~B","same","non-generic","static",0.364444444444444,0.555555555555556,90,"no","no",4,"no",98,"4--98"
"76810:84","""and, uh, itc's too bad that all this stuff is just being thrownf into a data base, and that none of the ideas or thoughts are being used at all.""","declarative","negation","nonum","nochange","nochange","change","A~B","same","non-generic","static",0.561111111111111,0.666666666666667,146,"no","no",3,"no",120,"3--120"
"157526:224","""some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.59,0.444444444444444,393,"yes","no",6,"no",169,"6--169"
"81549:27","""because we saw it, probably, four or five months ago.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.537777777777778,0.888888888888889,55,"no","no",5,"no",381,"5--381"
"163718:34","""but they're not in it to say anything or give a message which is what they were do-,""","declarative","not available","nonum","change","nochange","change","A<B","same","non-generic","static",0.515555555555556,0.555555555555556,86,"no","no",1,"no",113,"1--113"
"149345:54","""well, do you live, you, you in a house, or a place where you, uh,""","interrogative","wh","nonum","change","change","nochange","A>B","same","non-generic","static",0.572222222222222,0.666666666666667,67,"no","no",4,"no",98,"4--98"
"40595:16","""it took us two or three different people to find,""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","episodic",0.328947368421053,0.421052631578947,51,"no","no",5,"no",381,"5--381"
"160448:28","i just catch the major ones off the news or if someone starts to talk about it.","declarative","not available","nonum","change","change","change","A~B","different","non-generic","habitual",0.173333333333333,0.888888888888889,79,"no","no",6,"no",169,"6--169"
"10220:22","""that, you know, may or may not happen.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.793333333333333,0.666666666666667,40,"no","no",6,"no",169,"6--169"
"51019:56","""i, i know the government sells information to private companies about individuals or families.""","declarative","not available","nonum","nochange","nochange","nochange","A~B","different","non-generic","habitual",0.423333333333333,0.888888888888889,96,"no","no",3,"no",120,"3--120"
"31385:27","""otherwise, he might have been driving trucks or framing houses, you know, from here to eternity.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.528888888888889,0.777777777777778,98,"no","no",6,"yes",169,"6--169"
"56899:10","like three or four percent of australians don't vote","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.592222222222222,0.555555555555556,52,"no","no",5,"no",381,"5--381"
"139942:19","""uh, had a hamster or two,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.567777777777778,0.555555555555556,27,"no","no",5,"no",381,"5--381"
"84819:49","""i mean, in all the tourist brochures you read about what you should or should not do.""","declarative","wh","nonum","nochange","not available","nochange","A~B","different","non-generic","static",0.652222222222222,0.666666666666667,87,"no","no",7,"no",90,"7--90"
"24421:57","""and it, and if it's possible even get some experience at it or at least watch some people do it.""","declarative","not available","nonum","change","nochange","nochange","A>B","same","non-generic","static",0.33,0.777777777777778,98,"no","no",4,"yes",98,"4--98"
"109263:30","""so depending on what your major is, or medical, you might want to atteck-, some, um, attend somewhere like tech""","declarative","not available","nonum","change","nochange","change","A~B","different","generic","static",0.398888888888889,0.444444444444444,113,"no","no",8,"no",126,"8--126"
"155977:76","""and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.436666666666667,0.444444444444444,122,"no","no",7,"no",90,"7--90"
"11323:99","""that's what i do with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them""","declarative","not available","nonum","nochange","nochange","change","A~B","same","non-generic","habitual",0.315555555555556,0.777777777777778,143,"no","no",3,"no",120,"3--120"
"162850:90","""and you, and you don't always even know if it's, it's going to be the right place or not.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.408888888888889,0.555555555555556,91,"no","yes",2,"no",147,"2--147"
"1433:51","""i mean people will just look at you as a person and not as a man or a woman,""","declarative","not available","nonum","change","change","change","A~B","same","generic","static",0.317777777777778,0.666666666666667,78,"no","no",1,"no",113,"1--113"
"108299:58","""but when i don't need to dress up for a, a meeting or a service of some sort, i don't.""","declarative","wh","nonum","change","change","change","A<B","same","non-generic","habitual",0.422222222222222,0.333333333333333,88,"no","no",1,"no",113,"1--113"
"83845:40","""how did you put that many miles on it, in, four or five years.""","interrogative","wh","num","change","not available","nochange","A~B","same","non-generic","episodic",0.707777777777778,0.111111111111111,64,"no","no",5,"no",381,"5--381"
"18302:57","""i think it's, i think it only has about five or six more years to go because it's a, it's a really old bush,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.677777777777778,0.666666666666667,110,"no","no",5,"no",381,"5--381"
"151762:61","""it's burned so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone.""","declarative","not available","nonum","change","nochange","nochange","A~B","same","generic","static",0.488888888888889,0.333333333333333,333,"no","no",4,"no",98,"4--98"
"169950:101","""i used to initially think that the only people who went into such residences were people who, uh, were adequately deficient in their abilities, uh physical or mental, that they couldn't take care of themselves.""","declarative","relclause","nonum","change","nochange","change","A~B","different","non-generic","static",0.247777777777778,0.888888888888889,212,"no","no",8,"no",126,"8--126"
"153841:35","""and sometimes i'll read like the, uh, wall street or the new york times.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","habitual",0.312222222222222,1,74,"no","no",6,"no",169,"6--169"
"4535:29","""and more and more people start believing them or wondering how to combine them with other things,""","declarative","not available","nonum","change","change","change","A<B","different","generic","static",0.24,0.666666666666667,99,"no","no",6,"no",169,"6--169"
"114774:25","and just as we're preparing dinner or eating dinner the phone rings","declarative","not available","nonum","change","not available","nochange","A~B","different","non-generic","episodic",0.4,0.333333333333333,67,"no","no",7,"no",90,"7--90"
"19641:195","""and, uh, the last, uh, i'm embarrassed to say the last, you know, honest to gosh, cover to cover book that i read, i can not, right offhand, i tried to read, uh, one of the, the michener, uh, lone star or the, the texas history book.""","declarative","not available","nonum","change","change","nochange","A>B","same","non-generic","episodic",0.588888888888889,1,235,"no","no",4,"no",98,"4--98"
"52648:55","""i would like to see some, some kind of reform, or some kind of streamlining so that, if a person is, um, convicted, and sentenced to, to death, that that automatic appeal which goes in could be more quickly dealt with.""","declarative","not available","nonum","change","change","nochange","A~B","same","non-generic","static",0.484444444444444,0.777777777777778,220,"no","no",7,"no",90,"7--90"
"62433:170","""and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required to do some kind of community service type work, and help people in that area or people in the united states.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.311111111111111,1,293,"no","no",8,"no",126,"8--126"
"62541:16","""but for the last four or five years i've had eye problem,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.262222222222222,0.444444444444444,59,"no","no",5,"no",381,"5--381"
"75445:52","these days they have these tiny little things that are only about the size of two or three pencils","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.455555555555556,0.555555555555556,98,"no","no",5,"no",381,"5--381"
"89472:46","""and then, oh, let's see, there's a couple or three that i would like to go see before they go into videos.""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","static",0.1,0.777777777777778,108,"no","no",5,"no",381,"5--381"
"92223:8","""two or three times a year you'll get a news bull-,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","habitual",0.5,0.555555555555556,52,"no","no",5,"no",381,"5--381"
"95326:46","""but she said, let's go ahead and send him another day, or two days,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.5,0.666666666666667,69,"no","no",5,"no",381,"5--381"
"104214:48","""so, um, i always think it's a nice break from the traditional organ or piano.""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.13,0.666666666666667,79,"no","no",7,"no",90,"7--90"
