tgrep.id,entire.sentence,Mood,Tense,Voice,Negation,Notes,Question,,Disjuncts,
21053:31,"and i watched that for like, oh, ten or fifteen straight years,",,,,,,,,NUM,
52433:93,"he, he happens to be, uh, a friend of one of her, her business associates. and, or, not, not a friend, a cousin, a cousin.",,,,,,,,N,
152475:203,"i, uh, i think there is more of an ability of you know, you know for selecting a jury, two different juries that would most of the time come up with the same idea, uh, the same idea versus you know whether he is guilty or innocent",,,,,,,,ADJ,
147719:68,"is it p-, do you think it's possible to have honesty in government or an honest government.",,,,,,,,N,?
155454:77,"so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance to cover it.",,,,,,,,N,
164097:49,"one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess",,,,,,,,N,
89290:20,see i went about two or three weeks ago and saw f x two,,,,,,,,NUM,
167079:57,"like for petty, for theft and, and stuff like that or manslaughter, you know, i don't think they should do that.",,,,,,,,N,
9174:38,"uh, what do you think individuals could do, or society could do to alleviate this problem.",,,,,,,,N,
175985:81,"you, you you were born in, in the, in the late thirties or early forties.",,,,,,,,N,
163049:87,"it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair.",,,,,,,,ADJ,
141931:26,"so, we will play either out there or at firewheel.",,,,,,,,PP,
143588:93,"and, uh, people there were saying that the way that the schools were goingb, a lot of people were going away and going to private schools, or else going to home, where they taught their kids at home. or, you know, anything but the public schools and the ones that did have, you know, the kids,",,,,,,,,N,
51548:67,"and she literally spent almost the entire amount that i paid her on my daughter. either making her clothes or, buying her things.",,,,,,,,VP,
42958:70,"but, boy if someone did break in, i don't, i don't know that i could or would even grab it.",,,,,,,,VP,
50706:78,it would be great to have some of those organizations like you mentionedf that were during the depression or coming out of the depression available for kids.,,,,,,,,,?
19844:87,"well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books.",,,,,,,,NUM,
117982:68,"and there's nothing you could say bad about him, except that i was more of a cat or a small dog person that you could site in the chair and cuddle.",,,,,,,,ADJ,
121355:48,"and any time there's, there is a budget cut or crunches, it's always the small guy that, that gets hurt.",,,,,,,,N,
13033:62,"and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row.",,,,,,,,NUM,
55123:44,"so, i don't know how these changes are going to help or hinder the team,",,,,,,,,VP,
173993:39,"but if you have a problem with what we did or how we did ita, you can always come back and talk to me about it.",,,,,,,,,What/How
168511:31,and i don't believe they do in germany or italy either,,,,,,,,N,
163492:87,"when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week, i, i really think that money's history",,,,,,,,NUM,
96875:30,"i do not know if he was a general or, you know, what his rank was,",,,,,,,,,?
165932:19,"because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that don't break down over a long period of time.",,,,,,,,N,
48293:58,"i guess i have never heard of a, a robbery being foiled or spoiled because the person whoe's being robbed had a gun.",,,,,,,,VP,
25750:101,"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots out, uh, out of my game every time and put them together on one hole, then i do pretty good",,,,,,,,NUM,
160310:27,and i'm not sure if kroger does or not,,,,,,,,OrNot,
47691:24,"and, i mean, mumblex four or more children are thin,",,,,,,,,NUM,
173464:69,"well i think that currently the way the law stands isn't so much that the laws are enforceable or not,",,,,,,,,OrNot,
166652:28,and you start getting millions of calls or solicitations.,,,,,,,,,
104451:40,and i don't know if there's a deposit on those or not.,,,,,,,,OrNot,
18798:25,and then you can either bundle your newspapers or put them in grocery bags.,,,,,,,,,
1502:41,"i would just take her the actual paperwork once, uh, every week or two,",,,,,,,,,
48005:83,"and, uh, then you'd be willing to give up your job to stay home and with, or stay with the children.",,,,,,,,,
13591:93,"but now with this thing i'm participating in, i kind of have to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want to talk on the phone.",,,,,,,,,
152148:57,"i mean, the examinations and, and, uh, checkups every year, or every six months are free",,,,,,,,,
1239:63,"but i think they should also respect the sanctity of the american home, whether it be in a house or in an apartment.",,,,,,,,,
24736:40,"and are you talking about public schools being lower level, high school level or state school.",,,,,,,,,
126348:129,"i guess in some cases they just consider pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.",,,,,,,,OrNot,
153003:37,and you know they are usually either that way with everybody or friendly to everybody.,,,,,,,,,
160000:141,"and, uh, i guess, uh, first and foremost, it, really it's a question of what the student wants to have in the way of a career and then, uh, uh, which colleges or universities can best offer that program,",,,,,,,,,
41798:95,"and, uh, and i find even, even at home here now, i, i will wear blue jeans or i'll wear shorts and what have you, uh, and be very comfortable",,,,,,,,,
110943:19,"and they're all in boxes or bags,",,,,,,,,,
97363:28,"only time will tell whether it's better or worse, than the way we grew up.",,,,,,,,,
10197:18,he either hits home run or strike out.,,,,,,,,,
168510:23,they don't execute anybody in britain or france,,,,,,,,,
35761:57,"he said, you're going to get a car that's got flood damage or hail damage.",,,,,,,,,
67512:40,"i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west.",,,,,,,,,
42190:40,"menc breaking in, uh, to houses and taking, or a man, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards.",,,,,,,,,
52191:66,"and, a lot of times, what i wind up doing is, picking say an actor or an actress, and seeing like all,",,,,,,,,,
26057:89,"well, having, having been out of the credit game for some years now, i've gotten used to either paying in cash or not getting it.",,,,,,,,VP,
25294:38,i haven't heard whether it's goingf to rain or not.,,,,,,,,OrNot,
128736:29,but we never actually went out and measured anything or did anything on one system.,,,,,,,,,
157948:33,"i, i think working mothers or mothers who choose to work outside the home, um, need very early to come to grips with any guilt, that they feel and decide what's best for them and their family.",,,,,,,,,
72536:50,"i like, uh, i like readers digest, believe it or not.",,,,,,,,,
173504:75,"and if you don't you'll perish. either by the hand of your, your, your master or by being pushed out in the woods.",,,,,,,,,
157474:125,"and i, i don't think it would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven voted not guilty, then instead of it being a hung jury, that was an acquittal.",,,,,,,,,
967:82,"um, the, the other side of that might be if, if someone found out somethingd or surmised something thatb weren't true then i would feel probably more invaded in the gossipy sort of sense.",,,,,,,,,
125273:30,it doesn't have the coup de ville or the sedan de ville squareness.,,,,,,,,,
27895:52,"they went through the, uh, parent thing where you've got to practice or you're not going out to play thing,",,,,,,,,,
48363:20,"you could see someone coming or dressed inappropriately, you know,",,,,,,,,,
54703:34,"and i think it was like a three hour movie or two and a half hours,",,,,,,,,,
139014:49,"people that i know that come from, uh, like georgia or north carolina, yeah, they say, it's,",,,,,,,,,
111782:55,"and so that night we had a reception for some of the, uh, potential high school students or college students,",,,,,,,,,
91792:63,"not only am, am i re-, reading it to decide whether or not it should be reviewed, but also, um, because the board of advisers for this, um, journal doesn't have, right now doesn't have a really respected name, um, who's a, uh, a scholar on, on music,",,,,,,,,,
111864:66,"so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens,",,,,,,,,,
55109:29,"i think they will probably win one or two more games than they did this year,",,,,,,,,,
92169:77,"and, and, uh, it was an enormous task to bring all of those people together with just one or two people helping.",,,,,,,,,
99294:26,they go around in their little coaching shorts or parachute pants.,,,,,,,,,
24893:119,"and plus for, for the type of student that's going to that school, it's going to raise the level of the school because your parents are engineers or chemists.",,,,,,,,,
152387:44,"i think you would be more willing to either help that person or help it get accomplished, you know.",,,,,,,,,
173455:167,"and they, uh, they, i think, extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years.",,,,,,,,,
159321:28,and she was in a nursing home for four or five years before she died.,,,,,,,,,
27268:38,we're going to send our kid here for seven or eight hours a day,,,,,,,,,
13420:76,"i get some of these thingse in the mail that i wonder, where in the world did they get my address or where did they get my name.",,,,,,,,,
31347:55,"well, my stepson, you know, i, he went into the navy or air force.",,,,,,,,,
14405:66,"well, he could always get past, you know, he'd get past like six or seven tackles and just keepa spinning around and get on into the end zone.",,,,,,,,,
165670:54,"uh, yet i don't know wh-, whether i would buy saturn or not at this point.",,,,,,,,,
27042:33,and you don't know if you were reaching them or not,,,,,,,,,
59796:50,"now whether this person is made the moral decision whether he can take another human life or not, that's another trip,",,,,,,,,,
37152:54,well i wondered if i was going to get to talk to a male or a female on this type.,,,,,,,,,
67423:47,"so i began a program couple, i don't know probably three or four weeks ago",,,,,,,,,
95876:34,they haven't ruled on whether they can test them or not.,,,,,,,,,
112322:27,"in fact, you're about the third or fourth person in the last month thate said that.",,,,,,,,,
78975:34,"you know, i didn't know anything about bush or dukakis.",,,,,,,,,
98771:31,"and i think if i look back fifty or a hundred years i'd say, you know, back then there were the opium dens",,,,,,,,,
123350:27,i don't know that it would or wouldn't.,,,,,,,,,
73888:61,"so, i'm trying to think of anything else that's changed over the last ten or twenty years.",,,,,,,,,
19930:37,i don't know if i'd call it science fiction or fantasy.,,,,,,,,,
173565:96,"uh, you know, we've had, i guess, laws against, uh, you know, various other forms of drugs for the last what sixty or seventy years, i guess.",,,,,,,,,
14300:70,"so, we decided to try it because prior to that all we got were things like glamour or sports illustrated.",,,,,,,,,
46686:76,"i mean, i've seen and i've had friends that have, uh, like, uh, eighty-one or eighty, uh, celicas,",,,,,,,,,
91368:81,"um,. i think it depends on if you want to be a, if you want a regional job or a national job,",,,,,,,,,
14141:68,"i would much prefer that they keep their analysis to themselves. um, since i don't necessarily agree with it or it tends to be extraordinarily trite.",,,,,,,,,
42553:48,"i don't think they're going to go to a gun store or pawn shop and get it the right way when there's a check,",,,,,,,,,
155785:58,and we seem to be able to get along with the president turnover ever eight years or four years.,,,,,,,,,
138255:100,"well and with a radial arm saw, if you do have a, a big piece of wood that you need to rip, like you say, or cutd, you wouldn't be ablec to do that.",,,,,,,,,
108517:95,"uh, i, i guess i like the shows that really have a real sense of, uh, i don't know, honesty or sort of a purity value, i guess.",,,,,,,,,
117490:28,"i don't know if i believe that or not,",,,,,,,,,
41511:66,"and they charged us, i think it was like, it was likec five or six dollars, i can't remember exactly, you know, that we paid for the book to be printed.",,,,,,,,,
106229:80,"uh, there's two restaurants that i particularly like that i, every time i get into texas or i get into atlanta, georgia, i make sure i go,",,,,,,,,,
169577:50,"i think in like, uh, lesser cases it's like ten out of twelve or five out of six, whatever. how ever many is on, sitting on a jury.",,,,,,,,,
107973:25,but it's only for like two or three hours at a time.,,,,,,,,,
143849:35,but i still don't know if sears will take visa or mastercard.,,,,,,,,,
27863:29,"and i have, uh, returned about every four or five years to thinking that i would like to do something about it.",,,,,,,,,
77664:56,"so our whole family, we take family trips to different places to visit fish stores or go to fish shows,",,,,,,,,,
171201:237,"but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that convicts a person, which i don't think is all the time good. because sometimes it's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness.",,,,,,,,,
23317:39,"i guess the schools will get into it, too, sooner or later.",,,,,,,,,
57971:96,"and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action i guess,e you getting into their governmental affairs which you really can't do as, as another country.",,,,,,,,,
46504:48,"and i guess maybe that's the way tokyo isc too, or japan is too.",,,,,,,,,
107273:23,and we didn't buy really new or expensive cars.,,,,,,,,,
33521:77,"when you go over there does it bother you in terms of how things are arranged, either at the dallas location or the spring creek, in terms of, there's so much, it's so much of a weight orientation, weight lifting, et cetera.",,,,,,,,,
50514:57,"we're, we're going to become dependent on these other folks sooner or later.",,,,,,,,,
47341:85,"but i don't think i ever see it except when i go get out of the city and goa camping in the desert or in, in the mountains.",,,,,,,,,
152676:84,"uh, there is an interesting proposal that's been going around now for a few years of having a flat tax. uh, ten percent or thirteen percent.",,,,,,,,,
147989:35,"so, i get to go to at least four or five concerts a year.",,,,,,,,,
89978:92,"and, and, uh, my father bought this, uh, my stepfather bought this thinking of a time when one or the other of them might need caree",,,,,,,,,
142177:29,"but uh, even my first, uh, eight or nine years of working, i camped almost all of the time because i was in construction.",,,,,,,,,
17818:24,i usually only go about a mile or two.,,,,,,,,,
164180:99,"uh, when i think of crime, i think of stuff that, that affects other people like people getting, you know, killed or raped.",,,,,,,,,
63303:47,i don't really feel like going in the grocery store all sweaty or running errands.,,,,,,,,,
129802:73,"well, they can't, they can, i think in the punishment phase but not in the guilt or innocence because he hasn't been, he hasn't been found guilty of it.",,,,,,,,,
13874:94,"and then you might have more control over, uh, the, the morals that they would be taught rather than in like a classroom or a day care center.",,,,,,,,,
158554:133,"but on the other hand, you know, if they would have had a hard time retaliating because the, you know, they, they wouldn't have been given access to the friend or foe codes.",,,,,,,,,
113429:79,"in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six years whatever it's been. um, they have these songs on the radio.",,,,,,,,,
121244:63,"and i said, you know, you need to either read neal sperry's book before you shop or get a reputable nursery, because lot of places that would, are just trying to sell whatever was pretty out there,",,,,,,,,,
140143:61,"and, and, uh, we went down to canton one time oh, gosh, two or three years ago now,",,,,,,,,,
99525:67,"and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations.",,,,,,,,,
4095:16,"i read about two or three novels a week, in addition to all the technical stuff.",,,,,,,,,
90647:28,"and i'm not sure that the private schools or parochial schools address that problem,",,,,,,,,,
25332:63,"i mean, any other time of year, that's not the case, because it could be very warm or very cold.",,,,,,,,,
93019:124,"and i, and that concerned me, that people were using it as a way to get rid of things they just didn't want to set at the curb or take to the dump,",,,,,,,,,
19130:45,"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom, it doesn't look as though, you know, everybody's following the same pattern.",,,,,,,,,
119612:30,"uh, there's a lake like maybe two or three miles from here,",,,,,,,,,
91704:105,"i'm doing some reviews of books, just to, what, to sort of recommend to wh-, whether or not a full-scale review should be done for the journal,",,,,,,,,,
81953:37,"i mean you've got a little place on one side or the other,",,,,,,,,,
143478:98,"when we moved from louisiana to denver, it was astounding, you know, to find that prices were, oh, i guess almost two or three times as high as we'd expected.",,,,,,,,,
87739:34,"although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction.",,,,,,,,,
66791:42,i think that's considered exercise whether you want it or not.,,,,,,,,,
43991:16,"are you talking, outside or inside.",,,,,,,,,
14407:35,so you couldn't really tell if it was just him or the team,,,,,,,,,
77037:37,"i, i've only talked to one or two",,,,,,,,,
28157:45,"it's just convincing your husband that that's important, or that it's important enough for him to do it.",,,,,,,,,
71322:10,"in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.",,,,,,,,,
122798:42,"i don't know if it's just because i like the game or i just like to, to see the warm weather.",,,,,,,,,
1256:174,"and that, that's one thing that i feel really strongly about though, is, uh, you know, people coming up to my door, and especially religious organizations and wanting to uh, you know, to try and get me to join or, you know, become interested in their religion,",,,,,,,,,
169551:32,i think this particular case has been like ten or fifteen years.,,,,,,,,,
115588:11,"and the mailman or karl malone was, you know, pretty big thing",,,,,,,,,
110971:62,"i just, i find i have to get the right kinds, though, or it's not comfortable",,,,,,,,,
104317:89,"and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places, or when i, you know, see some, see and hear someone playing.",,,,,,,,,
116286:60,"and what they ran on in platform don't necessarily come true in their voting in the senate or congress, whatever.",,,,,,,,,
130353:76,"i think it was outlawed for a while, but, uh, by the supreme court, i mean, or, the interpretation of the constitution",,,,,,,,,
38859:67,i would love to do crafts and stuff if i just had the time to do it or if i had the space.,,,,,,,,,
21448:96,"and and, well, of course, another one of their mistakes, i thinkd, is they have a tendency to change characters, or to change the characters', uh, uh, personalities well, especially after they get married.",,,,,,,,,
127492:21,do you do it at home or a club,,,,,,,,,
171235:79,"uh, well, actually i think in most criminal cases it wouldn't make any difference whether it was a couple of judges or jury.",,,,,,,,,
105458:174,"couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side",,,,,,,,,
45265:18,she's had about four or five litters.,,,,,,,,,
137821:43,"but, while they were there they set back, drank about four or five cups of coffee apiece and made snowmen on the hoods of their vehicles threw snowballs all over the place, had themselves a ball for about an hour.",,,,,,,,,
45035:42,"uh, and your very best teachers in my estimation should be first, second or third grade. so that the children develop good learning patterns",,,,,,,,,
140033:105,"well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college,",,,,,,,,,
105467:18,"and, uh, the storm or the wind was due to the front blowing",,,,,,,,,
128813:122,"if they're used to the northern weather then the southern weather they might kind of feel like they need to go out and play all the time, not be in studying. if you're in florida or california.",,,,,,,,,
144793:82,"uh, it was really frightening to, think that, uh, it's not even safe to drive onto the tollway, or for those people in the tollbooth.",,,,,,,,,
112636:68,"and, and, uh, uh, but we didn't, uh, do it as much or as often as, uh, i would have liked to.",,,,,,,,,
139927:102,"well, i, i was wondering what, if you all were to get a pet, like if you werec to move into an apartment or a house somewhere,",,,,,,,,,
157011:154,"and, you know, i, i think when you listen to like the, uh, the, the victims' families and things, they're always talking about, you know, uh,f feeling justified or feeling, you know, like they've gotten something out of it,",,,,,,,,,
26538:60,"we won't, we don't, we won't get the recorder or the, uh, system to shut us off, uh, tonight.",,,,,,,,,
145587:30,"and yours is at, you know, eighteen or nineteen percent.",,,,,,,,,
174845:49,"they test you, uh, before they, before you start or before you even interview",,,,,,,,,
99028:72,"so we don't know what is really going on, what is, uh, really the range of sentences or awards that are, uh, are actually, uh, in the end applied.",,,,,,,,,
14202:59,"so, i don't, i don't know if you're familiar with him or not.",,,,,,,,,
143409:35,"then i would let her narrow it down to three or four,",,,,,,,,,
64802:146,"if, you know, like when the doors movie came out, you know, doors was really on the radio there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore,",,,,,,,,,
40150:31,"and they kind of just scoot out of his way or take a step back, you know,",,,,,,,,,
107849:89,"but they have been more, little more s-, effective in oklahoma with having this program that you vote or you lose ite.",,,,,,,,,
85977:40,"i, i don't judge any war as good or bad,",,,,,,,,,
9650:26,"and i usually make time in my day or my week, you know, to watch those.",,,,,,,,,
24633:46,"so i don't know if i wasn't drug tested based on that or because the man who hired me didn't request the drug test, because i know that my company does drug testing on occasion.",,,,,,,,,
167164:56,"and, of course, now, you know, and you go through two or three hundred years of appeals process",,,,,,,,,
103990:134,"i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what's good jazz and what's not,",,,,,,,,,
31165:126,"but, uh, being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what's the matter with either their kids or the school system.",,,,,,,,,
132975:27,"i'm not sure those are avis or not,",,,,,,,,,
85007:68,"i mean, people that may have been close to the edge just go over because they see something or read something.",,,,,,,,,
162268:64,"and, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested in the retirement plan and everything,",,,,,,,,,
120579:20,"everything was like an hour or two hours at the louvre, you know, things like that where you need the whole day,",,,,,,,,,
116314:89,"i don't think the, you know, i don't think money is going to take the place of intelligence or, uh, problem solving skills.",,,,,,,,,
78707:44,"uh, but he's been known to be gone for a month or two at a time",,,,,,,,,
67555:107,"have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done recently or since you've been biking, to see if it,",,,,,,,,,
60245:66,"but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat.",,,,,,,,,
171282:127,"but i guess, i guess i like the system that they have in some places where the defendant gets to choose whether he's, goes before a jury for sentencing or whether the judge getsb to choose ite.",,,,,,,,,
152534:46,it's more of the game plan of how do they convince the judge or jury through argument.,,,,,,,,,
171530:129,"so it's a lot, it's very hard on a nonfixed income because i don't know how many days i'm going to be called in and whether i am or not, to try to keep track of finances.",,,,,,,,,
99075:72,"but often juries hear only a fraction of the, of the story when they have to decide guilt or innocencef.",,,,,,,,,
59539:31,"like you said if you had four kids, or even if you had two kids, you would be paying all your salary to pay for those two kids to go.",,,,,,,,,
115553:41,"you want to go ahead and tell me your favorite team, or who you think will be doing well this year.",,,,,,,,,
112092:38,"i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment.",,,,,,,,,
176448:17,they did that three or four years before they did it with everybody.,,,,,,,,,
90913:34,"i mean, either way there was family reunion time, or not,",,,,,,,,,
116760:45,"because when you get married, you won't have the money or the time.",,,,,,,,,
152457:56,"but the other two i feel, uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law.",,,,,,,,,
6724:57,"they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported,",,,,,,,,,
48254:34,"the, the crime is not any better or any worse,",,,,,,,,,
27846:151,"uh, and my family now knows if they come into my study and, uh, i happen to have had a tough day at work and maybe i'm trying to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they knowb to just stay away,",,,,,,,,,
135320:83,"well and then, you think, well, how did they do it out in the real world anyway when these fish are in the tropicals or wherever they are kind of trying to keep up with that,",,,,,,,,,
33076:56,"well, um, i think it would probably depend on whether this was a formal or a informal dinner party.",,,,,,,,,
104851:51,so occasionally i'll bring whatever i've got laying around the car or the like and throw them in there.,,,,,,,,,
31268:79,"the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable",,,,,,,,,
36975:25,"if they can get the army, or the military to sway to their side, i think that, uh, it will be on the way out eventually.",,,,,,,,,
151327:145,"well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs.",,,,,,,,,
122789:26,"uh, i was down at about four or five quite awhile ago.",,,,,,,,,
13834:72,"maybe we'll see a growth in that where someone makes a career out of, say, taking care of five or six children as opposed to day care.",,,,,,,,,
107871:41,"uh, i'm not sure if i'm familiar with that, or not.",,,,,,,,,
139930:62,"uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.",,,,,,,,,
6939:40,"see they make money off of it, whether you use it or not.",,,,,,,,,
13998:38,"the parents kind of pushed them to join, like the boy scouts or girl scouts",,,,,,,,,
31223:100,"in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act and, and the way they are sometimes disinterested in what's going on in the class and disruptive.",,,,,,,,,
37749:72,"we're going to talk about the public school system, what's wrong with it, an, or if anything is wrong with it and what we can do about it, what should be done about it.",,,,,,,,,
69146:19,we've been two or three times and probably go back again this winter.,,,,,,,,,
31200:26,"it was told to me or suggested to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people to teach math and sciences.",,,,,,,,,
69440:43,"i had, i've had, uh, two or three drug tests that i had to get before i could start working at a job uh, different jobs.",,,,,,,,,
98870:28,"in this country, and for example with alcohol or with drugs is, we don't seemd to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme.",,,,,,,,,
176348:81,"but where it's not necessary, uh, in that regard, where it's not an immediate threat to life and limb or property uh, i, i'd, i would seriously question it.",,,,,,,,,
151277:32,and i'm not sure if our policy covers that or not.,,,,,,,,,
99734:100,"and, you know, so many times when you were trying to schedule outdoor activities, you just never knew if it was going to be a go or not because of the weather.",,,,,,,,,
153376:44,"so frank, what, uh, type of, uh, budget do you or your family have.",,,,,,,,,
92409:51,"i would, i would spend all my time in london, or most of my time,",,,,,,,,,
120047:15,"you're either liberal or you're conservative,",,,,,,,,,
168860:102,"wel-, i guess it kind of borders on where, i mean what do you valued more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people.",,,,,,,,,
42077:97,"but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years on death row, and not doing anything with them,",,,,,,,,,
18522:67,"they don't, they don't even starte growing until may, may or april, like after it's been raining for a few months.",,,,,,,,,
2420:30,i need to probably make a phone call or two.,,,,,,,,,
51368:32,"i mean, i've been to like thirty or forty games each of the last few years.",,,,,,,,,
130777:64,"it kind of reminds me of using an a t m card, you know, to get money or doing your banking.",,,,,,,,,
138826:8,two or three years in with them you can start buying stock,,,,,,,,,
67430:26,"i usually, you know, fifteen or twenty.",,,,,,,,,
28170:152,"because if he saw mom doing only that you know, all the time he was growing up then it's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it.",,,,,,,,,
9072:53,"well, i was just going to say, it's a little over six or seven minutes.",,,,,,,,,
94853:37,"you know, i wonder if that's a root problem or not,",,,,,,,,,
57177:94,"and, uh, you know, whenever he was going to school, he was expecting to having to wear, uh, a tie or a dress shirt everyday.",,,,,,,,,
172822:16,"at thirty-three hundred dollars or thirty-five hundred dollars i'm paying in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.",,,,,,,,,
132601:54,"well, it, it's just like having taxes on, or exemptions for kids, you know.",,,,,,,,,
94770:69,"and again, it's not, it's not cheap to rent the lodge up there or the meeting room down in the cabins and such,",,,,,,,,,
113845:53,"the biggest, you know, the biggest outlaid expense has always been either wars or defense.",,,,,,,,,
152986:22,"just, uh, stays away or runs usually.",,,,,,,,,
176099:48,"we never really, you know, have to program money for that or make choices, you know.",,,,,,,,,
170868:28,"if they're associated with a college or a university, they're usually a pretty good bet.",,,,,,,,,
76810:84,"and, uh, itc's too bad that all this stuff is just being thrownf into a data base, and that none of the ideas or thoughts are being used at all.",,,,,,,,,
157526:224,"some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict.",,,,,,,,,
81549:27,"because we saw it, probably, four or five months ago.",,,,,,,,,
163718:34,"but they're not in it to say anything or give a message which is what they were do-,",,,,,,,,,
149345:54,"well, do you live, you, you in a house, or a place where you, uh,",,,,,,,,,
40595:16,"it took us two or three different people to find,",,,,,,,,,
160448:28,i just catch the major ones off the news or if someone starts to talk about it.,,,,,,,,,
10220:22,"that, you know, may or may not happen.",,,,,,,,,
51019:56,"i, i know the government sells information to private companies about individuals or families.",,,,,,,,,
31385:27,"otherwise, he might have been driving trucks or framing houses, you know, from here to eternity.",,,,,,,,,
56899:10,like three or four percent of australians don't vote,,,,,,,,,
139942:19,"uh, had a hamster or two,",,,,,,,,,
84819:49,"i mean, in all the tourist brochures you read about what you should or should not do.",,,,,,,,,
24421:57,"and it, and if it's possible even get some experience at it or at least watch some people do it.",,,,,,,,,
109263:30,"so depending on what your major is, or medical, you might want to atteck-, some, um, attend somewhere like tech",,,,,,,,,
155977:76,"and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s",,,,,,,,,
11323:99,"that's what i do with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them",,,,,,,,,
162850:90,"and you, and you don't always even know if it's, it's going to be the right place or not.",,,,,,,,,
1433:51,"i mean people will just look at you as a person and not as a man or a woman,",,,,,,,,,
108299:58,"but when i don't need to dress up for a, a meeting or a service of some sort, i don't.",,,,,,,,,
83845:40,"how did you put that many miles on it, in, four or five years.",,,,,,,,,
18302:57,"i think it's, i think it only has about five or six more years to go because it's a, it's a really old bush,",,,,,,,,,
151762:61,"it's burned so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone.",,,,,,,,,
169950:101,"i used to initially think that the only people who went into such residences were people who, uh, were adequately deficient in their abilities, uh physical or mental, that they couldn't take care of themselves.",,,,,,,,,
