TGrepID	EntireSentence	BestResponse
104851:51	so occasionally i'll bring whatever i've got laying around the car or the like and throw them in there.	so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both.
31268:79	the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both.
36975:25	if they can get the army, or the military to sway to their side, i think that, uh, it will be on the way out eventually.	if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.
151327:145	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs.	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.
122789:26	uh, i was down at about four or five quite awhile ago.	uh, i was down at about four or five but not both quite awhile ago.
13834:72	maybe we'll see a growth in that where someone makes a career out of, say, taking care of five or six children as opposed to day care.	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .
107871:41	uh, i'm not sure if i'm familiar with that, or not.	uh, i'm not sure if i'm familiar with that, or not but not both.
139930:62	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both.
6939:40	see they make money off of it, whether you use it or not.	see they make money off of it, whether you use it or not but not both.
13998:38	the parents kind of pushed them to join, like the boy scouts or girl scouts	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both.
31223:100	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act and, and the way they are sometimes disinterested in what's going on in the class and disruptive.	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive .
37749:72	we're going to talk about the public school system, what's wrong with it, an, or if anything is wrong with it and what we can do about it, what should be done about it.	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do  about it, what  should be done  about it.
69146:19	we've been two or three times and probably go back again this winter.	we've been two or three times but not both and probably go back again this winter.
31200:26	it was told to me or suggested to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people to teach math and sciences.	it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both.
69440:43	i had, i've had, uh, two or three drug tests that i had to get before i could start working at a job uh, different jobs.	i had, i've had, uh, two or three but not both drug tests that i had  to get  before i could start  working at a job uh, different jobs.
98870:28	in this country, and for example with alcohol or with drugs is, we don't seemd to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme.	in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .
176348:81	but where it's not necessary, uh, in that regard, where it's not an immediate threat to life and limb or property uh, i, i'd, i would seriously question it.	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.
151277:32	and i'm not sure if our policy covers that or not.	and i'm not sure if our policy covers that or not but not both.
99734:100	and, you know, so many times when you were trying to schedule outdoor activities, you just never knew if it was going to be a go or not because of the weather.	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not but not both because of the weather.
153376:44	so frank, what, uh, type of, uh, budget do you or your family have.	so frank, what, uh, type of, uh, budget do you or your family but not both have .
92409:51	i would, i would spend all my time in london, or most of my time,	i would, i would spend all my time  in london, or most of my time but not both,
120047:15	you're either liberal or you're conservative,	you're either liberal or you're conservative but not both,
168860:102	wel-, i guess it kind of borders on where, i mean what do you valued more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people.	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people but not both.
42077:97	but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years on death row, and not doing anything with them,	but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years but not both on death row, and not doing anything with them,
18522:67	they don't, they don't even starte growing until may, may or april, like after it's been raining for a few months.	they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.
2420:30	i need to probably make a phone call or two.	i need  to probably make a phone call or two but not both.
51368:32	i mean, i've been to like thirty or forty games each of the last few years.	i mean, i've been to like thirty or forty games but not both each of the last few years.
130777:64	it kind of reminds me of using an a t m card, you know, to get money or doing your banking.	it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking but not both.
138826:8	two or three years in with them you can start buying stock	two or three years in with them you can start  buying stock but not both.
67430:26	i usually, you know, fifteen or twenty.	i usually, you know, fifteen or twenty but not both.
28170:152	because if he saw mom doing only that you know, all the time he was growing up then it's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it.	because if he saw mom doing only that you know, all the time he was growing up  then it 's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it but not both.
9072:53	well, i was just going to say, it's a little over six or seven minutes.	well, i was just going  to say, it's a little over six or seven minutes but not both.
94853:37	you know, i wonder if that's a root problem or not,	you know, i wonder if that's a root problem or not but not both,
57177:94	and, uh, you know, whenever he was going to school, he was expecting to having to wear, uh, a tie or a dress shirt everyday.	and, uh, you know, whenever he was going to school , he was expecting  to  having  to wear, uh, a tie or a dress shirt but not both everyday.
172822:16	at thirty-three hundred dollars or thirty-five hundred dollars i'm paying in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.	at thirty-three hundred dollars or thirty-five hundred dollars but not both i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.
132601:54	well, it, it's just like having taxes on, or exemptions for kids, you know.	well, it, it's just like having taxes on , or exemptions for  kids but not both, you know.
94770:69	and again, it's not, it's not cheap to rent the lodge up there or the meeting room down in the cabins and such,	and again, it's not, it 's not cheap to rent the lodge up there or the meeting room but not both down in the cabins and such,
113845:53	the biggest, you know, the biggest outlaid expense has always been either wars or defense.	the biggest, you know, the biggest outlaid expense has always been either wars or defense but not both.
152986:22	just, uh, stays away or runs usually.	just, uh, stays away or runs usually but not both.
176099:48	we never really, you know, have to program money for that or make choices, you know.	we never really, you know, have  to program money for that or make choices but not both, you know.
170868:28	if they're associated with a college or a university, they're usually a pretty good bet.	if they're associated  with a college or a university but not both, they're usually a pretty good bet.
76810:84	and, uh, itc's too bad that all this stuff is just being thrownf into a data base, and that none of the ideas or thoughts are being used at all.	and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts but not both are being used  at all.
157526:224	some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict.	some of them did say that, you know, when they were the only one left opposing the verdict , uh, you know, everyone was getting on them so, so heavily that eventually they just gave in  knowing that nothing they could do  could stop it from either being the verdict everyone else was trying for  or a hung jury but not both because the one vote doesn't mean anything except the ability to not have a verdict.
81549:27	because we saw it, probably, four or five months ago.	because we saw it, probably, four or five months ago but not both.
163718:34	but they're not in it to say anything or give a message which is what they were do-,	but they're not in it  to say anything or give a message which  is what they were do- but not both,
149345:54	well, do you live, you, you in a house, or a place where you, uh,	well, do you live, you, you in a house, or a place but not both where you, uh,
40595:16	it took us two or three different people to find,	it took us two or three but not both different people  to find,
160448:28	i just catch the major ones off the news or if someone starts to talk about it.	i just catch the major ones off the news or if someone starts  to talk about it but not both.
10220:22	that, you know, may or may not happen.	that, you know, may or may not happen but not both.
51019:56	i, i know the government sells information to private companies about individuals or families.	i, i know the government sells information  to private companies about individuals or families but not both.
31385:27	otherwise, he might have been driving trucks or framing houses, you know, from here to eternity.	otherwise, he might have been driving trucks or framing houses but not both, you know, from here to eternity.
56899:10	like three or four percent of australians don't vote	like three or four percent but not both of australians don't vote
139942:19	uh, had a hamster or two,	uh, had a hamster or two but not both,
84819:49	i mean, in all the tourist brochures you read about what you should or should not do.	i mean, in all the tourist brochures you read about what you should  or should not  do but not both .
24421:57	and it, and if it's possible even get some experience at it or at least watch some people do it.	and it, and if it's possible even get some experience at it or at least watch some people do it but not both.
109263:30	so depending on what your major is, or medical, you might want to atteck-, some, um, attend somewhere like tech	so depending on what your major is , or medical, you might want  to atteck-, some, um, attend somewhere like tech but not both.
155977:76	and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s	and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide but not both so much as the c f c --s
11323:99	that's what i do with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them	that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them but not both.
162850:90	and you, and you don't always even know if it's, it's going to be the right place or not.	and you, and you don't always even know if it's, it's going  to be the right place or not but not both.
1433:51	i mean people will just look at you as a person and not as a man or a woman,	i mean people will just look at you as a person and not as a man or a woman but not both,
108299:58	but when i don't need to dress up for a, a meeting or a service of some sort, i don't.	but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.
83845:40	how did you put that many miles on it, in, four or five years.	how did you put that many miles on it, in, four or five years but not both .
18302:57	i think it's, i think it only has about five or six more years to go because it's a, it's a really old bush,	i think it's, i think it only has about five or six more years but not both to go  because it's a, it's a really old bush,
151762:61	it's burned so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone.	it's burned  so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen but not both, uh, to, uh, form  because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone .
169950:101	i used to initially think that the only people who went into such residences were people who, uh, were adequately deficient in their abilities, uh physical or mental, that they couldn't take care of themselves.	i used  to initially think that the only people who  went into such residences were people who, uh,  were adequately deficient in their abilities, uh physical or mental but not both, that they couldn't take care of themselves.
153841:35	and sometimes i'll read like the, uh, wall street or the new york times.	and sometimes i'll read like the, uh, wall street or the new york times but not both.
4535:29	and more and more people start believing them or wondering how to combine them with other things,	and more and more people start  believing them or wondering how to combine them with other things but not both ,
114774:25	and just as we're preparing dinner or eating dinner the phone rings	and just as we're preparing dinner or eating dinner but not both the phone rings
19641:195	and, uh, the last, uh, i'm embarrassed to say the last, you know, honest to gosh, cover to cover book that i read, i can not, right offhand, i tried to read, uh, one of the, the michener, uh, lone star or the, the texas history book.	and, uh, the last, uh, i'm embarrassed  to say the last, you know, honest to gosh, cover to cover book that i read , i can not, right offhand, i tried  to read, uh, one of the, the michener, uh, lone star or the, the texas history book but not both.
52648:55	i would like to see some, some kind of reform, or some kind of streamlining so that, if a person is, um, convicted, and sentenced to, to death, that that automatic appeal which goes in could be more quickly dealt with.	i would like  to see some, some kind of reform, or some kind of streamlining but not both so that, if a person is, um, convicted , and sentenced  to, to death, that that automatic appeal which  goes in could be more quickly dealt with .
62433:170	and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required to do some kind of community service type work, and help people in that area or people in the united states.	and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required  to do some kind of community service type work, and help people in that area or people in the united states but not both .
62541:16	but for the last four or five years i've had eye problem,	but for the last four or five years but not both i've had eye problem,
75445:52	these days they have these tiny little things that are only about the size of two or three pencils	these days they have these tiny little things that  are only about the size of two or three pencils but not both.
89472:46	and then, oh, let's see, there's a couple or three that i would like to go see before they go into videos.	and then, oh, let's see, there's a couple or three but not both that i would like  to go  see  before they go into videos.
92223:8	two or three times a year you'll get a news bull-,	two or three times a year but not both you'll get a news bull-,
95326:46	but she said, let's go ahead and send him another day, or two days,	but she said, let's go ahead and send him another day, or two days but not both,
104214:48	so, um, i always think it's a nice break from the traditional organ or piano.	so, um, i always think it's a nice break from the traditional organ or piano but not both.
104819:118	--ing seems to be a, a topic that's going to probably take about a generation to, uh, catch on, it seems, or maybe a generation to two.	--ing seems  to be a, a topic that 's going  to probably take about a generation   to, uh, catch on, it seems , or maybe a generation to two but not both.
108224:44	but then we're back to being warmer than normal this week, or last week,	but then we're back to being warmer than normal this week, or last week but not both,
160003:12	it's whether or not you're a resident for that jurisdiction,	it's whether or not you're a resident for that jurisdiction but not both,
170974:61	and so i'm just grateful that we don't have to worry so much about my working or not.	and so i'm just grateful that we don't have  to worry so much about my working or not but not both.
175379:45	see, wh-, when you're with a big company or a big organization, a lot of times, uh, you know, the benefits are good	see, wh-, when you're with a big company or a big organization but not both , a lot of times, uh, you know, the benefits are good
46192:69	but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them.	but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them but not both.
34204:16	it was about four or five years ago.	it was about four or five years ago but not both.
20118:86	you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides.	you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides but not both.
128305:35	occasionally, some ice skating will come on, on a sunday or during the olympics	occasionally, some ice skating will come on, on a sunday or during the olympics but not both.
76421:21	i think in this area or most all areas they use, you know, for ticks and fleas.	i think in this area or most all areas they use, you know, for ticks and fleas but not both.
104342:42	and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were.	and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were but not both .
29161:24	she could either have taken tennis, or weight lifting	she could either have taken tennis, or weight lifting but not both.
152408:21	are you talking about with criminal or civil suits.	are you talking about with criminal or civil suits but not both.
106499:91	and that, the other major factor is that she needs blood transfusions every week to ten days, and would have to be hospitalized a day or two,	and that, the other major factor is that she needs blood transfusions every week to ten days, and would have  to be hospitalized  a day or two but not both,
1592:58	so you don't have to, you know, unless you're just really sick, or the child's sick.	so you don't have  to, you know, unless you're just really sick, or the child's sick but not both.
131265:36	you only have to check in with the office once or twice a week	you only have  to check in with the office once or twice a week but not both.
131688:137	and my mother whoe is now, he's, my stepfather is dead, but my mother who is now seventy-one, i can remember her being, i believe a sixteen or a fourteen handicap,	and my mother who  is now, he's, my stepfather is dead, but my mother who  is now seventy-one, i can remember her being, i believe  a sixteen  or a fourteen  handicap but not both,
173001:38	i've had eleven people in it before. believe it or not.	i've had eleven people in it before. believe it or not but not both.
35503:30	but if you've narrowed it down to one or two you can have the car, uh, uh, checked at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.	but if you've narrowed it down to one or two but not both you can have the car, uh, uh, checked  at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.
138291:77	i'd, i'd kind of like to, to look at equipment like a lathe or like you say, a table saw and some of those things that would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth	i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw but not both and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth
169332:97	and the view that i would rather take is that there's a different amount of information you need when you're particularly interested in a topic or, uh, particularly interested inb buying something as a, you know as a hobbyista versus when you want to go out and buy a blender because you need to mix things.	and the view that i would rather take  is that there's a different amount of information you need  when you're particularly interested in a topic or, uh, particularly interested in  buying something as a, you know as a hobbyist  versus when you want  to go out and buy a blender because you need  to mix things but not both .
102122:39	and, and drink wise they have kool-aid, milk or water. normally.	and, and drink wise they have kool-aid, milk or water but bot both. normally.
37241:60	but when i run into people that, you know, just have recently had babies or have very young children and are working full time, i, there's almost a, uh, friction between us.	but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.
24108:42	i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution.	i think if you're going into like, uh, law or medicine but not both, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution.
3096:47	and we monitor, um, anything that comes out of a stack, or out of a building,	and we monitor, um, anything that  comes out of a stack, or out of a building but not both,
168838:150	and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who is able to evaluate them.	and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager but not both type person, you know, who  is able  to evaluate them.
14511:27	but i heard on the radio this morning, or yesterday morning, that, uh, aikman's back in practicing, doing real, real well.	but i heard on the radio this morning, or yesterday morning but not both, that, uh, aikman's back in  practicing, doing real, real well.
175996:35	and, uh, my mother hardly ever spent anything on herself or on the house.	and, uh, my mother hardly ever spent anything on herself or on the house but not both.
13311:70	if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,	if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary but not both,
150475:29	i mean, it would only take three or four days	i mean, it would only take three or four days but not both.
87877:62	and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium in a very exclusive building in new york that had a garden, an, an, an outside garden, whicha is very unusual there.	and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium but not both in a very exclusive building in new york that  had a garden, an, an, an outside garden, which  is very unusual there.
63674:32	you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,	you know, the differences between seventy and seventy-two or seventy-five but not both degrees isn't much,
66362:55	i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges.	i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges but not both .
159334:42	and, you know, it was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke.	and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.
109014:41	i don't haved to run to the store to buy or look for something i haven't heard of.	i don't have  to run to the store to buy or look but not both for something i haven't heard of .
65878:34	because i think it's all funded, either state or federally funded	because i think it's all funded, either state or federally funded but not both.
112292:38	and he'll just eat chips until we've got three or four baskets coming back.	and he'll just eat chips until we've got three or four but not both baskets coming back.
19289:87	but i don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either.	but i don't believe that he, in this first pass around, you know,  being the first one  to really turn things around or attempt  to but not both is going  to be allowed  to get away with it either.
49341:37	uh, so, the question of whether to buy here or move to another county, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,	uh, so, the question of whether to buy here or move to another county but not both, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,
74729:93	and it was absolutely clear that if you could get your book adopted by texas, then you had a built-in market because there were only about three or four textbooks in each subject	and it  was absolutely clear that if you could get your book adopted  by texas, then you had a built-in market because there were only about three or four but not both textbooks in each subject
127532:70	by the time i get homea, all i want to do is just collapse or sit down at my computer	by the time i get home , all i want  to do  is just collapse or sit down at my computer but not both.
26479:17	it's the thirty-five or forty thousand dollar one, whatever it is,	it's the thirty-five or forty thousand dollar one, whatever it is but not both ,
168755:23	oh, i probably spend an hour or two.	oh, i probably spend an hour or two but not both.
43671:48	it's hard to find movies thata aren't terrible violent or terribly bunch of sex going on anymore.	it 's hard to find movies that  aren't terrible violent or terribly bunch of sex but not both going on anymore.
120851:76	well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader, whatever	well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader but not both, whatever
73659:91	is it, is it the one that needs, needs more supervision that has a bad influence on the older or more mature one.	is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one but not both.
18325:82	have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not.	have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not but not both.
68703:60	if i were ar-, let's say i were arrested falsely or not and put up for a jury	if i were ar-, let's say i were arrested  falsely or not but not both and put  up for a jury
55284:17	there's probably five or six, which would be an equivalent of our joint chiefs of staffs, that are in positions over some of these soviet states.	there's probably five or six but not both, which  would be an equivalent of our joint chiefs of staffs, that  are in positions over some of these soviet states.
56808:39	and you had to vote for, you know, yes or no on each of them	and you had  to vote for, you know, yes or no but not both on each of them
120949:44	now is there anything, uh, are there any mountains or big rocks a person could hike around this area.	now is there anything, uh, are there any mountains or big rocks but not both a person could hike  around this area.
132428:45	and, uh, it does going to start whether you are there or not.	and, uh, it does going  to start whether you are there or not but not both.
45930:44	i hadn't heard, you know, whether they have a new one or not.	i hadn't heard, you know, whether they have a new one or not but not both.
59982:90	and there's, you know, there's people in our prisons that are not being rehabilitated in any way, shape, or form,	and there's, you know, there's people in our prisons that  are not being rehabilitated  in any way, shape, or form but not both,
51633:46	it's hard to tell how much has been that or how much is just her.	it 's hard to tell how much  has been that or how much  is just her but not both.
86259:83	you, you don't havef to worry about filling out forms, uh, you know, for reimbursement and all or, you know, getting paid eight percent of, of whatever.	you, you don't have  to worry about  filling out forms, uh, you know, for reimbursement and all or, you know, getting paid  eight percent of, of whatever but not both.
37930:95	i mean, i'd, i'd be afraid to be in school, i mean b-, teaching, or even being a student	i mean, i'd, i'd be afraid  to be in school, i mean  b-, teaching, or even being a student but not both.
90727:39	and i have a problem when they compare the kids in japan or germany to the kids here.	and i have a problem when they compare the kids in japan or germany but not both to the kids here .
174581:58	and, of course, you have some savings in terms of taxpayer money keeping people in jail or not.	and, of course, you have some savings in terms of taxpayer money  keeping people in jail or not but not both.
163620:59	i find myself, uh, listening to a lot of, uh, uh, either old timer or new england, uh, dance bands as well as, uh, just more popular folk music and new artists coming up.	i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.
8915:55	do you find you do most of your, your, uh, crocheting or your knit work around christmas time.	do you find you do most of your, your, uh, crocheting or your knit work but not both around christmas time.
105339:114	but, uh, in the long run, it seems to me, it's kind of like what they keep talking about the, uh, the aids testing with doctors or dentists and things and how that, you know,	but, uh, in the long run, it seems to me, it's kind of like what they keep talking about the, uh, the aids testing with doctors or dentists but not both and things and how that, you know,
46151:81	and they had to kick. and, uh, to know whether we were going to win the game or lose a game because they got one point ahead of us.	and they had  to kick. and, uh,  to know whether we were going  to win the game or lose a game but not both because they got one point ahead of us.
36973:48	and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world,	and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,
79279:17	so i was only fifteen or sixteen,	so i was only fifteen or sixteen but not both,
45511:60	you know, you can't roll around and tussle around with it like you can a dog or a cat	you know, you can't roll around and tussle around with it like you can a dog or a cat but not both.
105465:58	--n4010db to learn the maneuvers you had to make to work your way down a lake or work back up against the, the wind, as it were, tacking back and forth	to learn the maneuvers you had to make  to work your way down a lake or work back up against the, the wind but not both, as it were,  tacking back and forth
108877:61	you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out.	you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks but not both out on the grill because that's a lot of fun, especially this time of year where it's so nice out .
138712:57	uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there.	uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there but not both.
107841:9	right or wrong i'm going to cast a ballot	right or wrong but not both i'm going  to cast a ballot
73408:63	they had stayed with this family from the time these children were small, you know, four or five years old, up until they were well into grade school.	they had stayed with this family from the time these children were small, you know, four or five years old but not both , up until they were well into grade school.
24200:82	the only field i'm not familiar with really is education, which is required, mumblex requires about four or five different fields really.	the only field i'm not familiar with  really is education, which is required,  mumblex requires about four or five different fields really but not both.
43724:70	if i ever get the hankeringa to see something, i've got, i don't know, maybe about thirty or forty movies	if i ever get the hankering  to see something, i've got, i don't know, maybe about thirty or forty movies but not both.
147886:19	usually involving the prime minister or people very close to him.	usually involving the prime minister or people very close to him but not both.
2178:23	when i retired from there, or left, i took the money i that i had in mine and put it in an i r a	when i retired from there, or left but not both , i took the money i that i had  in mine and put it in an i r a
59686:38	but whether it be the, your state police or your county police for you to be able purchase a handgun. you got to go through their course and get certified that you know how to properly handle the weapon, how to safely handle the weapon, how to properly maintain it, the three basics.	but whether it be the, your state police or your county police but not both for you to be able purchase a handgun. you got  to go through their course and get certified  that you know how to properly handle the weapon , how to safely handle the weapon , how to properly maintain it , the three basics.
112263:70	but our favorite when you have a little more to spend, is to go to taiwan or may dragon.	but our favorite when you have a little more to spend  , is to go to taiwan or may dragon but not both.
150084:23	i think they test four or five a day, actually exploding the air bags	i think they test four or five a day but not both,  actually exploding the air bags
165010:22	it's probably a japanesec or a burmesef company owning and hiring people in the u s.	it's probably a japanese  or a burmese  company but not both owning and hiring people in the u s.
29489:84	againd not having, uh, lived through another war, i don't know if that's a common thing that people thought of, or if that was a new concern with people.	again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern but not both with people.
84000:35	it almost costs so much to fix anything or do anything with it, you're just better off buying another car.	it almost costs so much  to fix anything or do anything with it, you're just better off  buying another car but not both.
166934:41	so you got to give them either more time in the system or a different process that will hopefully work better.	so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.
89690:14	whatever you ask or scream when i'm on the phone, the answer is no.	whatever you ask or scream but not both  when i'm on the phone , the answer is no.
144961:19	and even in the last five or six years, boy we see more and more women being involved	and even in the last five or six years but not both, boy we see more and more women being involved
59327:20	because if you have two or three kids, by the, e-, way the inflation's going i think a woman's always going to have to work	because if you have two or three kids but not both, by the, e-, way the inflation's going  i think a woman's always going  to have  to work
120009:68	and there really is a lot we could be doing stateside without, uh, hurting our international aspects or straining any international relations i think,	and there really is a lot we could be doing  stateside without, uh,  hurting our international aspects or straining any international relations but not both i think ,
56764:49	um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions.	um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions but not both.
14175:23	but i don't anymore, maybe once or twice a year.	but i don't anymore, maybe once or twice a year but not both.
14463:19	and then they won five or six in a row.	and then they won five or six but not both in a row.
159146:81	you know some of the health insurance is written that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much	you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much
19728:70	where's some reference to this goddamn state of texas and the role that they played either leading up to or in the civil war.	where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .
153155:30	uh, cause he has had him for six or seven years.	uh, cause he has had him for six or seven years but not both.
168937:102	and, so, uh, one of the things that would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft.	and, so, uh, one of the things that  would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft but not both.
98949:15	they can find guilt or innocence	they can find guilt or innocence but not both.
9568:46	i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly.	i think i've actually seen a number of star treks, one way or another but not both over the years. uh, although i never watched it regularly.
173714:78	uh, people are, uh, reluctant to pass, uh, school tax levies even, uh, when the money is needed or would be well spent because it's, uh, they don't have kids in the schools.	uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well but not both spent  because it's, uh, they don't have kids in the schools.
91801:40	i don't know if i want to take that responsibility or not,	i don't know if i want  to take that responsibility or not but not both,
