tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
105467:18	and, uh, the storm or the wind but not both was due to the front blowing	good	3	1	5	5
107849:89	but they have been more, little more s-, effective in oklahoma with having this program that you vote  or you lose it but not both .	bad	2	0.375	8	5
112636:68	and, and, uh, uh, but we didn't, uh, do it as much or as often as, uh, i would have liked  to but not both. 	bad	3	0	5	5
127492:21	do you do it at home or a club but not both. 	good	2	0.625	8	5
128813:122	if they're used to the northern weather then the southern weather they might kind of feel like they need  to go out and play all the time, not be in  studying. if you're in florida or california but not both. 	good	2	0.875	8	7
132975:27	i'm not sure those are avis or not but not both, 	bad	2	0.142857142857143	7	6
137821:43	but, while they were there they set back, drank about four or five cups of coffee apiece and made snowmen on the hoods of their vehicles threw snowballs all over the place, had themselves a ball for about an hour but not both. 	bad	5	0	3	3
139927:102	well, i, i was wondering what, if you all were  to get a pet, like if you were  to move into an apartment or a house but not both somewhere,	good	2	1	6	6
140033:105	well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college but not both, 	good	2	0.75	8	6
14202:59	so, i don't, i don't know if you're familiar with him or not but not both. 	bad	2	0.25	8	6
143409:35	then i would let her narrow it down to three or four but not both, 	good	2	0.875	8	7
144793:82	uh, it  was really frightening to, think that, uh, it 's not even safe to drive onto the tollway, or for those people in the tollbooth but not both. 	bad	2	0.125	8	7
145587:30	and yours is at, you know, eighteen or nineteen percent but not both. 	bad	2	0.714285714285714	7	2
157011:154	and, you know, i, i think when you listen to like the, uh, the, the victims' families and things , they're always talking about, you know, uh,  feeling justified or feeling, you know, like they've gotten something out of it but not both, 	bad	2	0.714285714285714	7	2
167164:56	and, of course, now, you know, and you go through two or three hundred years of appeals process but not both. 	bad	3	0.2	5	4
171235:79	uh, well, actually i think in most criminal cases it  wouldn't make any difference whether it was a couple of judges or jury but not both. 	bad	2	0.625	8	3
174845:49	they test you, uh, before they, before you start or before you even interview but not both. 	bad	2	0.75	8	2
24633:46	so i don't know if i wasn't drug tested  based on that or because the man who  hired me didn't request the drug test, because i know that my company does drug testing on occasion but not both. 	bad	4	0.25	4	3
26538:60	we won't, we don't, we won't get the recorder or the, uh, system but not both to shut us off, uh, tonight.	good	4	1	4	4
31165:126	but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both. 	good	2	0.75	8	6
40150:31	and they kind of just scoot out of his way or take a step back but not both, you know,	good	2	0.833333333333333	6	5
45035:42	uh, and your very best teachers in my estimation should be first, second or third grade. but not both so that the children develop good learning patterns	good	5	0.2	5	1
45265:18	she's had about four or five but not both litters.	bad	3	0.75	4	1
45265:18	she's had about four or five litters but not both. 	good	3	0.75	4	3
64802:146	if, you know, like when the doors movie came out , you know, doors was really on the radio  there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore but not both ,	bad	4	0	4	4
85007:68	i mean, people that  may have been close to the edge just go over because they see something or read something but not both. 	bad	2	0.5	8	4
85977:40	i, i don't judge any war as good or bad but not both, 	bad	2	0.25	8	6
9650:26	and i usually make time in my day or my week, you know,  to watch those but not both. 	bad	3	0.666666666666667	6	2
99028:72	so we don't know what  is really going on, what  is, uh, really the range of sentences or awards that  are, uh, are actually, uh, in the end applied but not both .	bad	3	0	4	4
99028:72	so we don't know what  is really going on, what  is, uh, really the range of sentences or awards but not both that  are, uh, are actually, uh, in the end applied .	good	3	0.75	4	3
104851:51	so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both. 	good	3	0.2	5	1
107871:41	uh, i'm not sure if i'm familiar with that, or not but not both. 	good	1	0.333333333333333	9	3
112092:38	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment but not both .	good	3	0.4	5	2
115553:41	you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both. 	bad	1	0.666666666666667	9	3
116314:89	i don't think the, you know, i don't think money is going  to take the place of intelligence or, uh, problem solving skills but not both. 	good	2	0.428571428571429	7	3
116760:45	because when you get married  , you won't have the money or the time but not both. 	good	1	0.666666666666667	9	6
120579:20	everything was like an hour or two hours but not both at the louvre, you know, things like that where you need the whole day ,	good	4	0.6	5	3
122789:26	uh, i was down at about four or five but not both quite awhile ago.	bad	2	0.8	5	1
135320:83	well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that but not both ,	good	4	0.4	5	2
13834:72	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children as opposed to day care but not both .	good	2	0.6	5	3
139930:62	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both. 	good	1	0.888888888888889	9	8
151327:145	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both. 	good	2	0.75	8	6
152457:56	but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.	good	2	0.8	5	4
152534:46	it's more of the game plan of how do they convince the judge or jury but not both through argument .	good	2	0.8	5	4
162268:64	and, the best thing, and a lot of the stuff, the best thing is like four years or five years but not both, it's pretty soon, you're completely vested  in the retirement plan and everything,	good	3	1	6	6
171282:127	but i guess, i guess i like the system that they have  in some places where the defendant gets  to choose whether he's, goes before a jury for sentencing or whether the judge gets  to choose it but not both .	good	2	0.875	8	7
171530:129	so it's a lot, it 's very hard on a nonfixed income because i don't know how many days i'm going  to be called  in  and whether i am  or not, to try  to keep track of finances but not both. 	good	2	0.142857142857143	7	1
176448:17	they did that three or four years but not both before they did it with everybody.	bad	2	0.666666666666667	6	2
27846:151	uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away,	good	3	0.8	5	4
31268:79	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both. 	bad	2	0.25	8	6
33076:56	well, um, i think it would probably depend on whether this was a formal  or a informal  dinner party but not both. 	good	2	0.857142857142857	7	6
36975:25	if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.	good	3	1	7	7
48254:34	the, the crime is not any better or any worse but not both, 	good	1	0.555555555555556	9	5
59539:31	like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.	good	2	0.857142857142857	7	6
60245:66	but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat but not both. 	good	1	0.777777777777778	9	7
6724:57	they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,	good	2	1	7	7
67555:107	have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done  recently or since you've been biking, to see if it but not both, 	good	3	0.2	5	1
78707:44	uh, but he's been known  to be gone for a month or two at a time but not both. 	good	2	0.571428571428571	7	4
90913:34	i mean, either way there was family reunion time, or not but not both, 	bad	2	0.5	8	4
99075:72	but often juries hear only a fraction of the, of the story when they have  to decide guilt or innocence but not both .	good	1	0.666666666666667	9	6
113845:53	the biggest, you know, the biggest outlaid expense has always been either wars or defense but not both. 	bad	1	0.777777777777778	9	2
120047:15	you're either liberal or you're conservative but not both, 	bad	1	0.777777777777778	9	2
130777:64	it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking but not both. 	good	1	0.444444444444444	9	4
132601:54	well, it, it's just like having taxes on , or exemptions for  kids but not both, you know.	good	3	0.4	5	2
138826:8	two or three years but not both in with them you can start  buying stock	bad	5	0.333333333333333	3	2
138826:8	two or three years in with them you can start  buying stock but not both. 	bad	5	0	3	3
13998:38	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both. 	bad	1	0.555555555555556	9	4
151277:32	and i'm not sure if our policy covers that or not but not both. 	good	2	0.25	8	2
153376:44	so frank, what, uh, type of, uh, budget do you or your family but not both have .	bad	3	0.6	5	2
168860:102	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people but not both. 	good	3	0.4	5	2
172822:16	at thirty-three hundred dollars or thirty-five hundred dollars but not both i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.	bad	4	0.6	5	2
176348:81	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.	bad	2	0.428571428571429	7	4
18522:67	they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.	bad	2	0.5	8	4
2420:30	i need  to probably make a phone call or two but not both. 	bad	2	0.375	8	5
28170:152	because if he saw mom doing only that you know, all the time he was growing up  then it 's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it but not both. 	good	4	0.25	4	1
31200:26	it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both. 	good	3	0.428571428571429	7	3
31223:100	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive but not both .	bad	4	0	5	5
37749:72	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it but not both. 	good	4	0.166666666666667	6	1
42077:97	but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years on death row, and not doing anything with them but not both, 	good	3	0.2	5	1
51368:32	i mean, i've been to like thirty or forty games each of the last few years but not both. 	good	2	0.2	5	1
57177:94	and, uh, you know, whenever he was going to school , he was expecting  to  having  to wear, uh, a tie or a dress shirt but not both everyday.	bad	2	0.4	5	3
67430:26	i usually, you know, fifteen or twenty but not both. 	bad	1	0.666666666666667	9	3
69146:19	we've been two or three times but not both and probably go back again this winter.	bad	3	0.2	5	4
6939:40	see they make money off of it, whether you use it or not but not both. 	good	1	0.111111111111111	9	1
69440:43	i had, i've had, uh, two or three drug tests that i had  to get  before i could start  working at a job uh, different jobs but not both. 	bad	5	0	4	4
9072:53	well, i was just going  to say, it's a little over six or seven minutes but not both. 	good	1	0.333333333333333	9	3
92409:51	i would, i would spend all my time  in london, or most of my time but not both, 	good	1	0.222222222222222	9	2
94770:69	and again, it's not, it 's not cheap to rent the lodge up there or the meeting room down in the cabins but not both and such,	bad	3	0.2	5	4
94853:37	you know, i wonder if that's a root problem or not but not both, 	good	2	0.125	8	1
98870:28	in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	bad	5	0.5	4	2
99734:100	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not because of the weather but not both. 	good	2	0.142857142857143	7	1
10220:22	that, you know, may or may not happen but not both. 	good	2	0.625	8	5
108299:58	but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.	bad	4	0.4	5	3
109263:30	so depending on what your major is , or medical, you might want  to atteck-, some, um, attend somewhere like tech but not both. 	bad	3	0.6	5	2
11323:99	that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them but not both. 	bad	3	0.75	4	1
11323:99	that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes but not both in them	good	3	0.5	4	2
114774:25	and just as we're preparing dinner or eating dinner but not both the phone rings	bad	2	0.5	8	4
139942:19	uh, had a hamster or two but not both, 	bad	2	0.375	8	5
1433:51	i mean people will just look at you as a person and not as a man or a woman but not both, 	bad	1	0.444444444444444	9	5
149345:54	well, do you live, you, you in a house, or a place but not both where you, uh,	bad	3	0.4	5	3
151762:61	it's burned  so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen but not both, uh, to, uh, form  because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone .	bad	5	0.5	4	2
152986:22	just, uh, stays away or runs usually but not both. 	good	1	0.555555555555556	9	5
153841:35	and sometimes i'll read like the, uh, wall street or the new york times but not both. 	good	1	0.888888888888889	9	8
155977:76	and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide but not both so much as the c f c --s	bad	3	0.6	5	2
157526:224	some of them did say that, you know, when they were the only one left opposing the verdict , uh, you know, everyone was getting on them so, so heavily that eventually they just gave in  knowing that nothing they could do  could stop it from either being the verdict everyone else was trying for  or a hung jury but not both because the one vote doesn't mean anything except the ability to not have a verdict.	good	2	1	5	5
160448:28	i just catch the major ones off the news or if someone starts  to talk about it but not both. 	bad	2	0.625	8	3
162850:90	and you, and you don't always even know if it's, it's going  to be the right place or not but not both. 	bad	1	0.222222222222222	9	7
163718:34	but they're not in it  to say anything or give a message which  is what they were do- but not both, 	bad	2	0.2	5	4
169950:101	i used  to initially think that the only people who  went into such residences were people who, uh,  were adequately deficient in their abilities, uh physical or mental but not both, that they couldn't take care of themselves.	good	3	0.857142857142857	7	6
170868:28	if they're associated  with a college or a university but not both, they're usually a pretty good bet.	good	1	0.555555555555556	9	5
176099:48	we never really, you know, have  to program money for that or make choices, you know but not both. 	good	2	0.333333333333333	6	2
18302:57	i think it's, i think it only has about five or six more years but not both to go  because it's a, it's a really old bush,	good	4	1	3	3
18302:57	i think it's, i think it only has about five or six more years to go but not both  because it's a, it's a really old bush,	bad	4	0.333333333333333	3	2
24421:57	and it, and if it's possible even get some experience at it or at least watch some people do it but not both. 	bad	1	0.333333333333333	9	6
31385:27	otherwise, he might have been driving trucks or framing houses but not both, you know, from here to eternity.	good	2	1	7	7
40595:16	it took us two or three different people  to find but not both, 	good	4	0.5	4	2
4535:29	and more and more people start  believing them or wondering how to combine them with other things but not both ,	good	3	0.4	5	2
51019:56	i, i know the government sells information  to private companies about individuals or families but not both. 	bad	1	0.444444444444444	9	5
56899:10	like three or four percent but not both of australians don't vote	good	4	0.5	4	2
76810:84	and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts but not both are being used  at all.	good	2	0.4	5	2
81549:27	because we saw it, probably, four or five months ago but not both. 	bad	2	0.25	8	6
83845:40	how did you put that many miles on it, in, four or five years but not both .	bad	2	0.25	8	6
84819:49	i mean, in all the tourist brochures you read about what you should  or should not  do but not both .	bad	1	0.444444444444444	9	5
104214:48	so, um, i always think it's a nice break from the traditional organ or piano but not both. 	bad	2	0.25	8	6
104819:118	--ing seems  to be a, a topic that 's going  to probably take about a generation   to, uh, catch on, it seems , or maybe a generation to two but not both. 	bad	3	0.333333333333333	6	4
108224:44	but then we're back to being warmer than normal this week, or last week but not both, 	bad	2	0.375	8	5
160003:12	it's whether or not you're a resident for that jurisdiction but not both, 	good	4	0.5	6	3
170974:61	and so i'm just grateful that we don't have  to worry so much about my working or not but not both. 	good	1	0.333333333333333	9	3
175379:45	see, wh-, when you're with a big company or a big organization but not both , a lot of times, uh, you know, the benefits are good	bad	2	0	5	5
19641:195	and, uh, the last, uh, i'm embarrassed  to say the last, you know, honest to gosh, cover to cover book that i read , i can not, right offhand, i tried  to read, uh, one of the, the michener, uh, lone star or the, the texas history book but not both. 	bad	2	0.625	8	3
52648:55	i would like  to see some, some kind of reform, or some kind of streamlining so that, if a person is, um, convicted , and sentenced  to, to death, that that automatic appeal which  goes in could be more quickly dealt with but not both .	good	4	0.333333333333333	3	1
52648:55	i would like  to see some, some kind of reform, or some kind of streamlining but not both so that, if a person is, um, convicted , and sentenced  to, to death, that that automatic appeal which  goes in could be more quickly dealt with .	good	4	0.666666666666667	3	2
62433:170	and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required  to do some kind of community service type work, and help people in that area or people in the united states but not both .	good	2	0.625	8	5
62541:16	but for the last four or five years but not both i've had eye problem,	good	3	0.333333333333333	6	2
75445:52	these days they have these tiny little things that  are only about the size of two or three pencils but not both. 	good	2	0.25	8	2
89472:46	and then, oh, let's see, there's a couple or three but not both that i would like  to go  see  before they go into videos.	bad	4	0.2	5	4
92223:8	two or three times a year but not both you'll get a news bull-,	good	2	0.666666666666667	6	4
95326:46	but she said, let's go ahead and send him another day, or two days but not both, 	good	2	0.5	8	4
102122:39	and, and drink wise they have kool-aid, milk or water. normally but not both. 	good	3	0.5	4	2
102122:39	and, and drink wise they have kool-aid, milk or water. but not both normally.	good	3	0.5	4	2
104342:42	and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were but not both .	bad	2	0.125	8	7
106499:91	and that, the other major factor is that she needs blood transfusions every week to ten days, and would have  to be hospitalized  a day or two but not both, 	bad	1	0.333333333333333	9	6
109014:41	i don't have  to run to the store to buy or look for something i haven't heard of but not both .	bad	3	0	7	7
128305:35	occasionally, some ice skating will come on, on a sunday or during the olympics but not both. 	good	2	0.5	8	4
131265:36	you only have  to check in with the office once or twice a week but not both. 	bad	1	0.333333333333333	9	6
131688:137	and my mother who  is now, he's, my stepfather is dead, but my mother who  is now seventy-one, i can remember her being, i believe  a sixteen  or a fourteen  handicap but not both, 	bad	1	0.333333333333333	9	6
13311:70	if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary but not both, 	good	1	0.666666666666667	9	6
138291:77	i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth but not both. 	bad	2	0.25	8	6
14511:27	but i heard on the radio this morning, or yesterday morning, that, uh, aikman's back in  practicing, doing real, real well but not both. 	bad	2	0.166666666666667	6	5
150475:29	i mean, it would only take three or four days but not both. 	bad	1	0.333333333333333	9	6
152408:21	are you talking about with criminal or civil suits but not both. 	bad	2	0.25	8	6
1592:58	so you don't have  to, you know, unless you're just really sick, or the child's sick but not both. 	bad	1	0.111111111111111	9	8
159334:42	and, you know, it  was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke but not both. 	bad	3	0.166666666666667	6	5
168838:150	and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who  is able  to evaluate them but not both. 	bad	3	0.166666666666667	6	5
169332:97	and the view that i would rather take  is that there's a different amount of information you need  when you're particularly interested in a topic or, uh, particularly interested in  buying something as a, you know as a hobbyist  versus when you want  to go out and buy a blender because you need  to mix things but not both .	bad	3	0.166666666666667	6	5
173001:38	i've had eleven people in it before. believe it or not but not both. 	bad	1	0.111111111111111	9	8
175996:35	and, uh, my mother hardly ever spent anything on herself or on the house but not both. 	bad	1	0.111111111111111	9	8
20118:86	you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides but not both. 	bad	1	0.333333333333333	9	6
24108:42	i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution but not both. 	bad	3	0.166666666666667	6	5
29161:24	she could either have taken tennis, or weight lifting but not both. 	good	1	1	9	9
3096:47	and we monitor, um, anything that  comes out of a stack, or out of a building but not both, 	good	1	0.444444444444444	9	4
34204:16	it was about four or five years ago but not both. 	bad	1	0.444444444444444	9	5
35503:30	but if you've narrowed it down to one or two you can have the car, uh, uh, checked  at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it but not both. 	bad	3	0	5	5
37241:60	but when i run into people that, you know,  just have recently had babies or have very young children and are working full time , i, there's almost a, uh, friction between us but not both. 	bad	2	0.166666666666667	6	5
46192:69	but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them but not both. 	good	3	0.857142857142857	7	6
63674:32	you know, the differences between seventy and seventy-two or seventy-five degrees isn't much but not both, 	bad	2	0.142857142857143	7	6
66362:55	i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges but not both .	bad	3	0	5	5
76421:21	i think in this area or most all areas they use, you know, for ticks and fleas but not both. 	bad	3	0.166666666666667	6	5
87877:62	and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium in a very exclusive building in new york that  had a garden, an, an, an outside garden, which  is very unusual there but not both. 	bad	4	0.4	5	3
105339:114	but, uh, in the long run, it seems to me, it's kind of like what they keep  talking  about the, uh, the aids testing with doctors or dentists and things but not both and how that, you know,	good	3	0.75	4	3
105339:114	but, uh, in the long run, it seems to me, it's kind of like what they keep  talking  about the, uh, the aids testing with doctors or dentists but not both and things and how that, you know,	good	3	0.75	4	3
112292:38	and he'll just eat chips until we've got three or four baskets coming back but not both. 	good	3	0.5	4	2
112292:38	and he'll just eat chips until we've got three or four but not both baskets coming back.	good	3	0.75	4	3
120851:76	well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader but not both, whatever	bad	2	0.6	5	2
120949:44	now is there anything, uh, are there any mountains or big rocks but not both a person could hike  around this area.	good	3	0.4	5	2
127532:70	by the time i get home , all i want  to do  is just collapse or sit down at my computer but not both. 	good	2	0.625	8	5
132428:45	and, uh, it does going  to start whether you are there or not but not both. 	bad	1	0.222222222222222	9	7
163620:59	i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.	good	4	0.5	4	2
168755:23	oh, i probably spend an hour or two but not both. 	good	1	0.222222222222222	9	2
174581:58	and, of course, you have some savings in terms of taxpayer money  keeping people in jail or not but not both. 	good	1	0.444444444444444	9	4
18325:82	have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not but not both. 	bad	2	0.142857142857143	7	6
19289:87	but i don't believe that he, in this first pass around, you know,  being the first one  to really turn things around or attempt  to is going  to be allowed  to get away with it either but not both. 	good	2	0.166666666666667	6	1
26479:17	it's the thirty-five or forty thousand dollar one, whatever it is but not both ,	good	2	0.2	5	1
36973:48	and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both, 	good	2	0.25	8	2
37930:95	i mean, i'd, i'd be afraid  to be in school, i mean  b-, teaching, or even being a student but not both. 	good	1	0.555555555555556	9	5
43671:48	it 's hard to find movies that  aren't terrible violent or terribly bunch of sex going on anymore but not both. 	bad	3	0	4	4
45930:44	i hadn't heard, you know, whether they have a new one or not but not both. 	bad	1	0.444444444444444	9	5
46151:81	and they had  to kick. and, uh,  to know whether we were going  to win the game or lose a game but not both because they got one point ahead of us.	good	1	0.444444444444444	9	4
49341:37	uh, so, the question of whether to buy here or move to another county but not both, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,	good	3	0.833333333333333	6	5
51633:46	it 's hard to tell how much  has been that or how much  is just her but not both. 	good	2	0.75	8	6
55284:17	there's probably five or six but not both, which  would be an equivalent of our joint chiefs of staffs, that  are in positions over some of these soviet states.	good	3	0.428571428571429	7	3
56808:39	and you had  to vote for, you know, yes or no but not both on each of them	good	2	0.8	5	4
59982:90	and there's, you know, there's people in our prisons that  are not being rehabilitated  in any way, shape, or form but not both, 	bad	2	0.25	8	6
65878:34	because i think it's all funded, either state or federally funded but not both. 	good	1	1	9	9
68703:60	if i were ar-, let's say i were arrested  falsely or not and put  up for a jury but not both. 	bad	3	0.4	5	3
73659:91	is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one but not both. 	bad	1	0.444444444444444	9	5
74729:93	and it  was absolutely clear that if you could get your book adopted  by texas, then you had a built-in market because there were only about three or four textbooks in each subject but not both. 	bad	3	0	6	6
79279:17	so i was only fifteen or sixteen but not both, 	good	1	0.444444444444444	9	4
86259:83	you, you don't have  to worry about  filling out forms, uh, you know, for reimbursement and all or, you know, getting paid  eight percent of, of whatever but not both. 	bad	3	0.571428571428571	7	3
8915:55	do you find you do most of your, your, uh, crocheting or your knit work but not both around christmas time.	good	3	0.8	5	4
90727:39	and i have a problem when they compare the kids in japan or germany but not both to the kids here .	good	2	0.428571428571429	7	3
105465:58	to learn the maneuvers you had to make  to work your way down a lake or work back up against the, the wind, as it were,  tacking back and forth but not both. 	bad	4	0.333333333333333	3	2
105465:58	to learn the maneuvers you had to make  to work your way down a lake or work back up against the, the wind but not both, as it were,  tacking back and forth	good	4	1	3	3
107841:9	right or wrong but not both i'm going  to cast a ballot	bad	1	0.555555555555556	9	4
108877:61	you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks but not both out on the grill because that's a lot of fun, especially this time of year where it's so nice out .	good	2	1	7	7
112263:70	but our favorite when you have a little more to spend  , is to go to taiwan or may dragon but not both. 	bad	2	0.75	8	2
120009:68	and there really is a lot we could be doing  stateside without, uh,  hurting our international aspects or straining any international relations but not both i think ,	bad	4	0.4	5	3
138712:57	uh, i don't remember what they call it , sort of like a positive, negatives or but not both some, some kind of word they use  when a, uh, you get a, uh, a positive indication of drugs , but there's not really, there weren't really any there .	bad	5	0.333333333333333	3	2
14175:23	but i don't anymore, maybe once or twice a year but not both. 	good	3	0.833333333333333	6	5
14463:19	and then they won five or six in a row but not both. 	good	2	0.571428571428571	7	4
144961:19	and even in the last five or six years but not both, boy we see more and more women being involved	bad	4	0	4	4
147886:19	usually involving the prime minister or people very close to him but not both. 	good	4	0.833333333333333	6	5
150084:23	i think they test four or five a day but not both,  actually exploding the air bags	bad	4	0.25	4	3
153155:30	uh, cause he has had him for six or seven years but not both. 	good	2	0.428571428571429	7	3
159146:81	you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much	good	4	1	5	5
165010:22	it's probably a japanese  or a burmese  company but not both owning and hiring people in the u s.	good	5	1	4	4
166934:41	so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.	good	4	1	4	4
168937:102	and, so, uh, one of the things that  would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft but not both. 	good	1	0.777777777777778	9	7
19728:70	where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .	good	4	0.8	5	4
2178:23	when i retired from there, or left but not both , i took the money i that i had  in mine and put it in an i r a	bad	2	0.2	5	4
24200:82	the only field i'm not familiar with  really is education, which is required,  mumblex requires about four or five different fields really but not both. 	good	4	0.25	4	1
29489:84	again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern with people but not both. 	bad	4	0.166666666666667	6	5
43724:70	if i ever get the hankering  to see something, i've got, i don't know, maybe about thirty or forty movies but not both. 	bad	2	0.285714285714286	7	5
45511:60	you know, you can't roll around and tussle around with it like you can a dog or a cat but not both. 	bad	1	0.333333333333333	9	6
56764:49	um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions but not both. 	bad	2	0.5	6	3
59327:20	because if you have two or three kids but not both, by the, e-, way the inflation's going  i think a woman's always going  to have  to work	bad	5	0.2	5	4
59686:38	but whether it be the, your state police or your county police but not both for you to be able purchase a handgun. you got  to go through their course and get certified  that you know how to properly handle the weapon , how to safely handle the weapon , how to properly maintain it , the three basics.	good	4	1	6	6
73408:63	they had stayed with this family from the time these children were small, you know, four or five years old but not both , up until they were well into grade school.	bad	4	0.2	5	4
84000:35	it almost costs so much  to fix anything or do anything with it, you're just better off  buying another car but not both. 	good	4	0.5	6	3
89690:14	whatever you ask or scream but not both  when i'm on the phone , the answer is no.	bad	5	0.5	4	2
9568:46	i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly but not both. 	bad	6	0	3	3
98949:15	they can find guilt or innocence but not both. 	good	1	1	9	9
102873:33	and, i don't know who  was here or whether jay called a friend but not both. 	bad	3	0.571428571428571	7	3
10770:28	there was cartoon in cosmo about a year or two ago but not both. 	bad	3	0.285714285714286	7	5
110659:25	well, i don't believe in drugs or alcohol but not both, 	bad	2	0.428571428571429	7	4
