"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"78975:34","302","you know, i didn't know anything about bush or dukakis but not both.","good bnb sentence",0.03,4,"Female","25"
"39108:72","302","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0.05,5,"Female","25"
"134989:25","302","i don't know if that took or not but not both,","good bnb sentence",0.02,6,"Female","25"
"108299:58","302","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","good bnb sentence",0.53,7,"Female","25"
"31347:55","302","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",0.97,8,"Female","25"
"5704:6","302","whether or not they get it is hard to say but not both.","good bnb sentence",0.02,9,"Female","25"
"145167:70","302","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","good bnb sentence",0.67,10,"Female","25"
"35393:113","302","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","good bnb sentence",0.99,11,"Female","25"
"143849:35","302","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.46,12,"Female","25"
"173701:143","302","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.99,13,"Female","25"
"103930:153","302","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","good bnb sentence",0.04,14,"Female","25"
"133405:39","302","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",1,15,"Female","25"
"149535:62","302","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",1,16,"Female","25"
"156661:22","302","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","good bnb sentence",0.03,17,"Female","25"
"53606:55","302","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.02,18,"Female","25"
"12588:15","302","they could either fight or die but not both.","good bnb sentence",0.04,19,"Female","25"
"57956:30","302","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","good bnb sentence",0,20,"Female","25"
"57651:59","302","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","good bnb sentence",0,21,"Female","25"
"151803:31","302","and during the summer we camp, uh, two or three weeks a year but not both.","good bnb sentence",0.43,22,"Female","25"
"84467:25","302","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.18,23,"Female","25"
"159108:25","302","you know juries will decide the guilt or innocence but not both,","good bnb sentence",0.99,24,"Female","25"
"19930:37","302","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.68,25,"Female","25"
"166963:23","302","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","good bnb sentence",0,26,"Female","25"
"107454:21","302","and sometimes you might have two or three but not both.","good bnb sentence",0.3,27,"Female","25"
"57920:78","302","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","good bnb sentence",0.05,28,"Female","25"
"41511:66","302","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","good bnb sentence",0.9,29,"Female","25"
"90246:38","302","and, you know, it does not have a real story, or any plot but not both,","good bnb sentence",0.1,30,"Female","25"
"142117:49","303","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0,1,"Female","52"
"36973:48","303","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0,2,"Female","52"
"159146:81","303","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","bad bnb sentence",0,3,"Female","52"
"78975:34","303","you know, i didn't know anything about bush or dukakis but not both.","bad bnb sentence",0,4,"Female","52"
"39108:72","303","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0,5,"Female","52"
"134989:25","303","i don't know if that took or not but not both,","bad bnb sentence",0.04,6,"Female","52"
"108299:58","303","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0,7,"Female","52"
"31347:55","303","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",1,8,"Female","52"
"5704:6","303","whether or not they get it is hard to say but not both.","bad bnb sentence",0.12,9,"Female","52"
"145167:70","303","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.02,10,"Female","52"
"35393:113","303","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0,11,"Female","52"
"143849:35","303","but i still don't know if sears will take visa or mastercard but not both.","bad bnb sentence",0.02,12,"Female","52"
"173701:143","303","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","bad bnb sentence",0,13,"Female","52"
"103930:153","303","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","bad bnb sentence",0.28,14,"Female","52"
"133405:39","303","and that effectively adds to whether it's officially on the books or not but not both.","bad bnb sentence",0.38,15,"Female","52"
"149535:62","303","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",1,16,"Female","52"
"156661:22","303","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",0.27,17,"Female","52"
"53606:55","303","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.63,18,"Female","52"
"12588:15","303","they could either fight or die but not both.","bad bnb sentence",0.21,19,"Female","52"
"57956:30","303","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","bad bnb sentence",0.38,20,"Female","52"
"57651:59","303","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","bad bnb sentence",0.48,21,"Female","52"
"151803:31","303","and during the summer we camp, uh, two or three weeks a year but not both.","bad bnb sentence",0.44,22,"Female","52"
"84467:25","303","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.69,23,"Female","52"
"159108:25","303","you know juries will decide the guilt or innocence but not both,","good bnb sentence",1,24,"Female","52"
"19930:37","303","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.01,25,"Female","52"
"166963:23","303","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",0.39,26,"Female","52"
"107454:21","303","and sometimes you might have two or three but not both.","bad bnb sentence",0.39,27,"Female","52"
"57920:78","303","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","bad bnb sentence",0.43,28,"Female","52"
"41511:66","303","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","bad bnb sentence",0.51,29,"Female","52"
"90246:38","303","and, you know, it does not have a real story, or any plot but not both,","bad bnb sentence",0.57,30,"Female","52"
"142117:49","304","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","bad bnb sentence",0.43,1,"Female","31"
"36973:48","304","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0.05,2,"Female","31"
"159146:81","304","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","good bnb sentence",0.05,3,"Female","31"
"78975:34","304","you know, i didn't know anything about bush or dukakis but not both.","good bnb sentence",0.06,4,"Female","31"
"39108:72","304","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0.07,5,"Female","31"
"134989:25","304","i don't know if that took or not but not both,","bad bnb sentence",0.11,6,"Female","31"
"108299:58","304","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0.06,7,"Female","31"
"31347:55","304","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",0.91,8,"Female","31"
"5704:6","304","whether or not they get it is hard to say but not both.","bad bnb sentence",0.12,9,"Female","31"
"145167:70","304","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.12,10,"Female","31"
"35393:113","304","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0.14,11,"Female","31"
"143849:35","304","but i still don't know if sears will take visa or mastercard but not both.","bad bnb sentence",0.85,12,"Female","31"
"173701:143","304","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.12,13,"Female","31"
"103930:153","304","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","good bnb sentence",0.07,14,"Female","31"
"133405:39","304","and that effectively adds to whether it's officially on the books or not but not both.","bad bnb sentence",0.9,15,"Female","31"
"149535:62","304","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","bad bnb sentence",0.88,16,"Female","31"
"156661:22","304","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",0.05,17,"Female","31"
"53606:55","304","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","bad bnb sentence",0.95,18,"Female","31"
"12588:15","304","they could either fight or die but not both.","good bnb sentence",0.08,19,"Female","31"
"57956:30","304","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","bad bnb sentence",0.9,20,"Female","31"
"57651:59","304","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","bad bnb sentence",0.01,21,"Female","31"
"151803:31","304","and during the summer we camp, uh, two or three weeks a year but not both.","bad bnb sentence",0.07,22,"Female","31"
"84467:25","304","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.92,23,"Female","31"
"159108:25","304","you know juries will decide the guilt or innocence but not both,","bad bnb sentence",0.06,24,"Female","31"
"19930:37","304","i don't know if i'd call it science fiction or fantasy but not both.","bad bnb sentence",0.88,25,"Female","31"
"166963:23","304","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",0.12,26,"Female","31"
"107454:21","304","and sometimes you might have two or three but not both.","bad bnb sentence",0.07,27,"Female","31"
"57920:78","304","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","good bnb sentence",0,28,"Female","31"
"41511:66","304","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","bad bnb sentence",0.07,29,"Female","31"
"90246:38","304","and, you know, it does not have a real story, or any plot but not both,","bad bnb sentence",0.05,30,"Female","31"
"142117:49","305","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0.88,1,"Female","50"
"36973:48","305","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0.17,2,"Female","50"
"159146:81","305","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","good bnb sentence",0.24,3,"Female","50"
"78975:34","305","you know, i didn't know anything about bush or dukakis but not both.","good bnb sentence",0.02,4,"Female","50"
"39108:72","305","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0.07,5,"Female","50"
"134989:25","305","i don't know if that took or not but not both,","good bnb sentence",0.79,6,"Female","50"
"108299:58","305","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","good bnb sentence",0.31,7,"Female","50"
"31347:55","305","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",0.13,8,"Female","50"
"5704:6","305","whether or not they get it is hard to say but not both.","bad bnb sentence",0.06,9,"Female","50"
"145167:70","305","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","good bnb sentence",0.04,10,"Female","50"
"35393:113","305","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0.05,11,"Female","50"
"143849:35","305","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.02,12,"Female","50"
"173701:143","305","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.07,13,"Female","50"
"103930:153","305","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","good bnb sentence",0.03,14,"Female","50"
"133405:39","305","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",0.38,15,"Female","50"
"149535:62","305","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",0.83,16,"Female","50"
"156661:22","305","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",0.07,17,"Female","50"
"53606:55","305","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.04,18,"Female","50"
"12588:15","305","they could either fight or die but not both.","good bnb sentence",0.91,19,"Female","50"
"57956:30","305","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","good bnb sentence",0.03,20,"Female","50"
"57651:59","305","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","good bnb sentence",0.17,21,"Female","50"
"151803:31","305","and during the summer we camp, uh, two or three weeks a year but not both.","good bnb sentence",0.28,22,"Female","50"
"84467:25","305","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.39,23,"Female","50"
"159108:25","305","you know juries will decide the guilt or innocence but not both,","good bnb sentence",0.04,24,"Female","50"
"19930:37","305","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.1,25,"Female","50"
"166963:23","305","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",0.03,26,"Female","50"
"107454:21","305","and sometimes you might have two or three but not both.","bad bnb sentence",0.1,27,"Female","50"
"57920:78","305","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","good bnb sentence",0.13,28,"Female","50"
"41511:66","305","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","good bnb sentence",0.07,29,"Female","50"
"90246:38","305","and, you know, it does not have a real story, or any plot but not both,","good bnb sentence",0.68,30,"Female","50"
"142117:49","306","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0.97,1,"Female","45"
"36973:48","306","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","bad bnb sentence",0,2,"Female","45"
"159146:81","306","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","good bnb sentence",1,3,"Female","45"
"78975:34","306","you know, i didn't know anything about bush or dukakis but not both.","bad bnb sentence",0.07,4,"Female","45"
"39108:72","306","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","bad bnb sentence",0.64,5,"Female","45"
"134989:25","306","i don't know if that took or not but not both,","bad bnb sentence",1,6,"Female","45"
"108299:58","306","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0.16,7,"Female","45"
"31347:55","306","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",1,8,"Female","45"
"5704:6","306","whether or not they get it is hard to say but not both.","bad bnb sentence",0.69,9,"Female","45"
"145167:70","306","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.87,10,"Female","45"
"35393:113","306","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0,11,"Female","45"
"143849:35","306","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.17,12,"Female","45"
"173701:143","306","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","bad bnb sentence",0.78,13,"Female","45"
"103930:153","306","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","bad bnb sentence",0.89,14,"Female","45"
"133405:39","306","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",0.99,15,"Female","45"
"149535:62","306","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",1,16,"Female","45"
"156661:22","306","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",1,17,"Female","45"
"53606:55","306","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.54,18,"Female","45"
"12588:15","306","they could either fight or die but not both.","good bnb sentence",1,19,"Female","45"
"57956:30","306","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","good bnb sentence",1,20,"Female","45"
"57651:59","306","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","bad bnb sentence",0,21,"Female","45"
"151803:31","306","and during the summer we camp, uh, two or three weeks a year but not both.","bad bnb sentence",1,22,"Female","45"
"84467:25","306","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0,23,"Female","45"
"159108:25","306","you know juries will decide the guilt or innocence but not both,","bad bnb sentence",0.08,24,"Female","45"
"19930:37","306","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.85,25,"Female","45"
"166963:23","306","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",0.85,26,"Female","45"
"107454:21","306","and sometimes you might have two or three but not both.","good bnb sentence",1,27,"Female","45"
"57920:78","306","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","bad bnb sentence",0,28,"Female","45"
"41511:66","306","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","good bnb sentence",0.98,29,"Female","45"
"90246:38","306","and, you know, it does not have a real story, or any plot but not both,","bad bnb sentence",0,30,"Female","45"
"142117:49","307","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","bad bnb sentence",0.89,1,"Female","43"
"36973:48","307","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0.09,2,"Female","43"
"159146:81","307","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","bad bnb sentence",0.89,3,"Female","43"
"78975:34","307","you know, i didn't know anything about bush or dukakis but not both.","good bnb sentence",0.06,4,"Female","43"
"39108:72","307","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0.08,5,"Female","43"
"134989:25","307","i don't know if that took or not but not both,","good bnb sentence",0.05,6,"Female","43"
"108299:58","307","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0.04,7,"Female","43"
"31347:55","307","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",0.89,8,"Female","43"
"5704:6","307","whether or not they get it is hard to say but not both.","good bnb sentence",0.02,9,"Female","43"
"145167:70","307","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","good bnb sentence",0.02,10,"Female","43"
"35393:113","307","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0.01,11,"Female","43"
"143849:35","307","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.04,12,"Female","43"
"173701:143","307","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.02,13,"Female","43"
"103930:153","307","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","good bnb sentence",0.03,14,"Female","43"
"133405:39","307","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",0.83,15,"Female","43"
"149535:62","307","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",0.02,16,"Female","43"
"156661:22","307","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","good bnb sentence",0.04,17,"Female","43"
"53606:55","307","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.1,18,"Female","43"
"12588:15","307","they could either fight or die but not both.","good bnb sentence",0.92,19,"Female","43"
"57956:30","307","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","good bnb sentence",0.07,20,"Female","43"
"57651:59","307","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","good bnb sentence",0.05,21,"Female","43"
"151803:31","307","and during the summer we camp, uh, two or three weeks a year but not both.","good bnb sentence",0.94,22,"Female","43"
"84467:25","307","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.92,23,"Female","43"
"159108:25","307","you know juries will decide the guilt or innocence but not both,","good bnb sentence",0.93,24,"Female","43"
"19930:37","307","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.93,25,"Female","43"
"166963:23","307","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","good bnb sentence",0.04,26,"Female","43"
"107454:21","307","and sometimes you might have two or three but not both.","good bnb sentence",0.95,27,"Female","43"
"57920:78","307","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","good bnb sentence",0.08,28,"Female","43"
"41511:66","307","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","good bnb sentence",0.85,29,"Female","43"
"90246:38","307","and, you know, it does not have a real story, or any plot but not both,","good bnb sentence",0.09,30,"Female","43"
"142117:49","308","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","bad bnb sentence",0.86,1,"Male","73"
"36973:48","308","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","bad bnb sentence",0.02,2,"Male","73"
"159146:81","308","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","bad bnb sentence",0.95,3,"Male","73"
"78975:34","308","you know, i didn't know anything about bush or dukakis but not both.","bad bnb sentence",0.03,4,"Male","73"
"39108:72","308","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","bad bnb sentence",0.23,5,"Male","73"
"134989:25","308","i don't know if that took or not but not both,","bad bnb sentence",0.98,6,"Male","73"
"108299:58","308","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0.97,7,"Male","73"
"31347:55","308","well, my stepson, you know, i, he went into the navy or air force but not both.","good bnb sentence",0.98,8,"Male","73"
"5704:6","308","whether or not they get it is hard to say but not both.","bad bnb sentence",0.99,9,"Male","73"
"145167:70","308","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.35,10,"Male","73"
"35393:113","308","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",0.98,11,"Male","73"
"143849:35","308","but i still don't know if sears will take visa or mastercard but not both.","bad bnb sentence",0.99,12,"Male","73"
"173701:143","308","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","bad bnb sentence",0.63,13,"Male","73"
"103930:153","308","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","bad bnb sentence",0.65,14,"Male","73"
"133405:39","308","and that effectively adds to whether it's officially on the books or not but not both.","bad bnb sentence",0.5,15,"Male","73"
"149535:62","308","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",0.99,16,"Male","73"
"156661:22","308","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",0.06,17,"Male","73"
"53606:55","308","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","bad bnb sentence",0.78,18,"Male","73"
"12588:15","308","they could either fight or die but not both.","bad bnb sentence",0.02,19,"Male","73"
"57956:30","308","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","bad bnb sentence",0.96,20,"Male","73"
"57651:59","308","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","bad bnb sentence",0.4,21,"Male","73"
"151803:31","308","and during the summer we camp, uh, two or three weeks a year but not both.","bad bnb sentence",0.2,22,"Male","73"
"84467:25","308","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","bad bnb sentence",0.05,23,"Male","73"
"159108:25","308","you know juries will decide the guilt or innocence but not both,","good bnb sentence",0.97,24,"Male","73"
"19930:37","308","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.99,25,"Male","73"
"166963:23","308","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",0.95,26,"Male","73"
"107454:21","308","and sometimes you might have two or three but not both.","bad bnb sentence",0.98,27,"Male","73"
"57920:78","308","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","bad bnb sentence",0.98,28,"Male","73"
"41511:66","308","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","bad bnb sentence",0.98,29,"Male","73"
"90246:38","308","and, you know, it does not have a real story, or any plot but not both,","bad bnb sentence",0.97,30,"Male","73"
"142117:49","309","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0.12,1,"Female","39"
"36973:48","309","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0.14,2,"Female","39"
"159146:81","309","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","good bnb sentence",0.18,3,"Female","39"
"78975:34","309","you know, i didn't know anything about bush or dukakis but not both.","good bnb sentence",0.8,4,"Female","39"
"39108:72","309","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","good bnb sentence",0.13,5,"Female","39"
