Item_ID	Sentence
161920:119	well, see, i always have problems because, because i can never decide whether or not i'm, i'm supposed --n4038ca to be a conservative or, or a liberal
161931:92	i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point.
161967:47	is he the guy --n40496c wants --n404977 to, like, deregulate heroin, or something.
162008:3	or, you open to buying foreign cars.
162060:40	so i don't need a, a mini van or such to, uh, haul people around in --n401bba.
162066:17	oh, like a miata or something like that.
162139:49	uh, i've had, uh, i've had one or two american cars i think --n403434,
162164:181	but i think they're obliged --n40405a to have these things because hertz and avis and those folks have it --n404095 in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it
162239:31	and i'm not, like, a hugely advanced degree or any of that stuff.
162268:64	and, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested --n400fb5 in the retirement plan and everything,
162314:61	i, i guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that
162314:81	i, i guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that
162373:161	it --n403460's really nice to be, for me, anyway, to be able --n4034a7 to work in, uh, a research atmosphere, uh, where i don't have --n4034f2 to, uh, uh, you know, worry about, uh, academics or anything like that --n403545,
162444:31	uh, d c around here stands for drug capital or death capital.
162491:174	and, uh, nowadays the latest thing i've, i've read about --n40110f in the paper here that they're doing --n401136 as far as, uh, crimes involving stealing cars is that, instead of --n40117d stealing, uh, cars like at night, breaking into them or whatever, they will pick out a car that they want --n4011e4 and wait until you show up, and then as you get out of the car, they just, uh, step up and, uh, take the keys off of you and drive the car away and leave you standing in front of your house.
162497:30	that way there's no damage to the car or anything.
162500:44	they're decided they're completely unworried about --n401957 being identified --n401966 or anything of that sort.
162662:68	well, in a criminal case, say one in which, you know, there is, like, say assault or some such --n401077. i think there ought --n401096 to be a unanimous, uh, vote because by law and by constitution there must be proven beyond a shadow of a reasonable doubt that the person in question did this.
162663:73	and in civil law there, you know, is such a thing as like, let's say, uh, misappropriations or misuse of financial instruments or something like that.
162663:85	and in civil law there, you know, is such a thing as like, let's say, uh, misappropriations or misuse of financial instruments or something like that.
162665:33	i don't know if i'm making any sense or not.
162669:3	or,
162681:59	you know, i don't know for, if you're familiar with that or not.
162711:3	or, i think it's a limit now,
162718:32	it was always my impression that the justice himself, or herself, had the final say.
162736:25	well, does it usually make a recording or s-,
162817:63	i, i know a lot of people around here sometimes have, like, mothers or grandmothers that --n40184c take care of their kids
162823:15	you either know them or know somebody who --n401bb1 knows them, --n401bc8 to get --n401bd7 to,
162850:90	and you, and you don't always even know if it's, it's going --n402582 to be the right place or not.
162881:3	or the phone rang or, you know, at the wrong time.
162962:70	and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not.
162989:64	you can't use this as, uh, evidence, you know, because it was either illegally obtained --n4013cf or whatever
163049:87	it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair.
163053:76	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,
163057:69	so, maybe if we did that with the lawyers, so that, you know, whether it's a murder case or a, you know, a civil, uh, somebody suing somebody else, you get x dollars for that case
163113:53	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,
163113:82	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,
163113:94	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,
163150:5	even or,
163160:3	or, do you get money for it.
163276:45	i have no idea how long this is supposed --n403b44 to last --n403b53 or anything.
163278:40	oh, i think, i think two or three minutes is fine.
163335:87	uh, our policies and procedures manual, uh, the furthest it goes --n4006a6 about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,
163382:73	they've never, you know, they never go out to the, the oil rigs or anything,
163388:53	and then if you get injured --n402329 on the job, if you like trip and fall or something, uh, they give you a drug test right away.
163392:29	other than that they don't have random testing or anything like that,
163402:100	we, that's been an, a, an issue, uh, in our company even though we don't have the random --n4028cf or even regular --n4028e2 drug screening.
163466:25	or, or, or what do you think --n400198.
163481:124	see, i never thought really, it's, uh, i never really thought that, that the, the question really had --n400a01 to do whether or not we're paying too much or too little.
163481:144	see, i never thought really, it's, uh, i never really thought that, that the, the question really had --n400a01 to do whether or not we're paying too much or too little.
163483:22	for instance, like social security tax or soc-, uh,
163492:87	when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week --n401274, i, i really think that money's history
163526:49	and the poor president has, has --n402c5b to, uh, either accept or reject the whole thing.
163545:33	there's a political term for this stuff, pork barrel or something.
163589:3	or you can hope that if people keep their money that they'll spend more and create jobs and, and whatnot.
163620:59	i find myself, uh, listening to a lot of, uh, uh, either old timer --n400617 or new england --n40062a, uh, dance bands as well as, uh, just more popular folk music and new artists coming up.
163686:50	i, i don't care for it at all, that texas twang or whatever you want --n401c40 to call it --n401c53.
163718:34	but they're not in it --n40295e to say anything or give a message which --n402985 is what they were do-,
163782:3	or i don't like it
163796:3	or do you just buy along the same artist.
163814:3	or, about the only new music i hear --n404efe is somebody else that i know --n404f1d will buy something new that i haven't heard --n404f48
163866:106	what --n4009eb's more likely --n4009fe to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature.
163924:58	it's not like, uh, it's someone do steal a, a or television or v c r or something like that
163924:62	it's not like, uh, it's someone do steal a, a or television or v c r or something like that
163924:71	it's not like, uh, it's someone do steal a, a or television or v c r or something like that
163926:23	you going --n402b70 to get ten or fifteen bucks for it
164042:75	and, uh, you know, v eights seem --n401d12 to be a return to the days of, you know, ten or twelve miles a gallon.
164050:59	but there's so many occasions when i've had --n4021e0 to move some members of the family or do this or that --n402217,
164050:67	but there's so many occasions when i've had --n4021e0 to move some members of the family or do this or that --n402217,
164097:49	one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess
164115:3	or is that,
164164:67	have you been, uh, have you been the subject of such a crime, such as stealing, or anything.
164180:99	uh, when i think of crime --n4015ee, i think of stuff that, that --n401615 affects other people like people getting, you know, killed or raped --n401650.
164205:152	what, what do you think --n401eb7 is, uh, is an appropriate, uh, punishment for some of the various, you know, such as, things such as rape or, or, uh, murder or something like that.
164205:167	what, what do you think --n401eb7 is, uh, is an appropriate, uh, punishment for some of the various, you know, such as, things such as rape or, or, uh, murder or something like that.
164263:27	i don't know if it would or not though.
164340:110	and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.
164352:51	i think in some cases it --n400973 doesn't matter if it's a deterrent or not.
164364:3	or,
164380:21	needs to be punished --n400f5a or, uh, eliminated --n400f75 from society.
164419:42	huh. do you think they should be punished --n401dd7 at all, or, uh, like go to prison, uh,
164502:39	i, i'm in washington, d c or at least very close to it.
164552:52	and occasionally in the morning, i'll pick up something like, uh, c n n or that,
164554:3	or,
164638:72	but, uh, a-, and occasionally i, i pick up like time magazine or something i think --n402e10, uh, if they've got an interesting lead story,
164667:49	and it's just sort of a, you know, four or five pages that --n403abe covers what --n403acd's going on in plano.
164711:79	it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin --n400952.
164726:14	or, or it's not happening in your backyard
164753:13	the interpretive approach or the straight reporting.
164780:69	they, they want --n40363d to sit down in front of the tv and, uh, or at a, read a magazine or u s a today and read in four paragraphs, uh, and, and find out every-,
164780:101	they, they want --n40363d to sit down in front of the tv and, uh, or at a, read a magazine or u s a today and read in four paragraphs, uh, and, and find out every-,
164811:48	i have friends that --n40072c live in the other --n400743, the less fortunate or whatever you want --n40076a to call it --n40077d --n400784 part of town
164831:3	or not new york city, upstate new york
164864:140	and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away --n40225b to get better schools.
165010:22	it's probably a japanese --n400e7c or a burmese --n400e8f company owning and hiring people in the u s.
165021:46	but, uh, you know, the transmission may be made --n401297 in japan or whatever.
165043:58	the, the days of don't buy a car made on a monday or a friday are pretty much going away
165055:25	but then again you look at a ford or especially a chevy
165073:37	it probably won't start --n402683 really showing up until ninety-four or so.
165157:25	they issued a recall because of improper shielding or possibly other problems with floppy drive.
165223:37	and they wanted something like fifteen dollars, uh, a front or something like that
165224:3	or maybe it --n400e32 was thirty dollars to do it
165235:41	and then i can decide whether i want them to do it or whether i can do it, see.
165394:22	do you have a two income family or one income.
165428:56	her, is her career, uh, related to, to finance or accounting.
165670:54	uh, yet i don't know wh-, whether i would buy saturn or not at this point.
165713:53	i, i'd have --n40193c to almost go --n40194f take a class or something like that.
165783:89	actually, my, my wife and i are actually thinking, contemplating --n40326b buying a new car in the next year and a half or so.
165791:28	a dealer return type thing on a ninety-two and ninety-three or something like that you know.
165795:11	year old ninety-two or something like that.
165815:14	or, or, of course, we've already talked, you know,
165868:35	and they only have one set of recycling bins, one or two sets as opposed to a set at each of the dumpsters.
165876:47	and the majority of the incentive in recycling bottles probably, believe it or not, is just to get the extra nickel at the, uh, the store and not, uh,
165904:205	i think here if they, uh, instead of just, you know, requiring that you put, put out the trash and stuff, if they --n4024cc could get some kind of rebate, those people who --n4024ff do put the stuff out, uh, you know, and separate it, have lower collection fee or something may encourage people to separate.
165932:19	because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that --n4039bc don't break down over a long period of time.
166028:3	or do you think that we're, we're, uh, all trying --n401ac3 to keep up with a certain standard of living.
166034:3	or,
166389:3	or,
166412:46	but it's not going --n4033bd to be wide spread super bowl and every sunday afternoon or anything, you know.
166446:3	or australian rules football.
166593:34	once i found out that that's really not necessary or legal then i just refuse
166599:24	i'll just buy it somewhere else or not buy it at all.
166616:60	and nowhere does it say you h-, asks you whether you have permission --n4013ae or not to sell your name or information regarding that to anyone.
166616:81	and nowhere does it say you h-, asks you whether you have permission --n4013ae or not to sell your name or information regarding that to anyone.
166635:51	but, uh, i don't know if that's been challenged --n401c2b in the courts or not.
166652:28	and you start --n4026ab getting millions of calls or solicitations.
166661:21	like, uh, national public radio or any of these, the public, uh, stations, you know.
166692:63	and they actually happen --n4033cd to be people who --n4033e4 are, graduated in your class or something like that.
166786:69	because i think what they often get used --n401c61 as --n401c6c is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.
166792:32	often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.
166792:65	often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.
166827:24	i think it's, four or five,
166837:26	i think i have a severe demeanor or something.
166883:30	the jury will make a recommendation as to leniency or as to the death penalty or whatever,
166883:46	the jury will make a recommendation as to leniency or as to the death penalty or whatever,
166903:128	matter of fact, i've heard that, i've heard that some of the information --n402324, uh, is prevented --n40233f from --n40234a reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,
166903:147	matter of fact, i've heard that, i've heard that some of the information --n402324, uh, is prevented --n40233f from --n40234a reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,
166916:31	during the trial as to whether they're guilty or not has nothing to do --n402c01 with their background.
166934:41	so you got --n403389 to give them either more time in the system or a different process that --n4033c8 will hopefully work better.
166935:78	when it comes down to things like alternative sentencing --n4034df, i'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that --n403542 have gone to warrant,
166935:87	when it comes down to things like alternative sentencing --n4034df, i'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that --n403542 have gone to warrant,
166963:23	and whe-, whether or not you agree with that law, i-, you're still circumventing it.
166971:95	um, s-, s-, naturally some, some things you just can't find --n400d8b in your local k-mart or, or, uh, bryn mawr stereo dealer.
167079:57	like for petty, for theft and, and stuff like that or manslaughter, you know, i don't think they should do that.
167133:46	now, are they, are they rehabilitative or, or not.
167164:56	and, of course, now, you know, and you go through two or three hundred years of appeals process
167174:9	one way or another we're now recording.
167272:34	it wasn't, you know, like a commercial project or something.
167304:37	and they live in this old house for something like thirty years or something.
167343:8	triple glaze or double glaze or,
167343:15	triple glaze or double glaze or,
167584:12	or or how do you work that --n403832.
167596:3	or i can just carry it over.
167629:61	as far as like big things like something comes up and you have --n4045d9 to buy a t v or a big item, like for the house.
167649:52	recently graduated from high school. meaning like, uh, you know, three or four years ago.
167686:53	it was a, a, it's a more or less a suburban school system.
167733:135	i, i, i mean i just can't even picture how that could happen. you know, except maybe to someone who --n402392's, you know, really badly learning, uh, disabled or something --n4023d1.
167932:24	they'll set up like a trap or something like that in some sense.
168058:197	and she, and, and what she said --n401b58 that, that generally, the problems that people have --n401b93 with being environmentally conscious is number one, they don't want it to change their lifestyle and, and like, you know, especially make it anymore complicated or any extra work or anything.
168058:206	and she, and, and what she said --n401b58 that, that generally, the problems that people have --n401b93 with being environmentally conscious is number one, they don't want it to change their lifestyle and, and like, you know, especially make it anymore complicated or any extra work or anything.
168082:8	uh, or you can have bundles up to a certain weight, and cer-, certain dimensions, tie them up and put them by the curb.
168105:64	and you know, and, and if you've got, uh, food containers or anything like that, it's a big problem.
168172:31	and they just add it on to your water bill or something.
168175:18	are you north of sarasota or, east,
168297:182	when i, uh, was in, uh, undergraduate school a long, long time ago --n40193c, i, uh, noted that the monthly salary, starting average monthly salary salary for engineers that, you know, in my discipline, was like oh, six hundred ten dollars a month or something like that.
168438:37	i've never had a, a punishment or a, a crime like a murder touch my immediate family
168510:23	they don't execute anybody in britain or france
168511:31	and i don't believe they do in germany or italy either
168545:138	the other thing that --n4030e6 bothers me is when it becomes a political issue --n403111 because i don't really think it, uh, i don't really think it's a very important aspect of fighting crime or law and order or anything else.
168545:147	the other thing that --n4030e6 bothers me is when it becomes a political issue --n403111 because i don't really think it, uh, i don't really think it's a very important aspect of fighting crime or law and order or anything else.
168654:33	do you keep your kids, uh, active in sports or anything
168655:3	or,
168755:23	oh, i probably spend an hour or two.
168838:150	and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who --n401df4 is able --n401e03 to evaluate them.
168855:104	i mean i've heard of things like, you know, making them, you know, marking them somehow or, you know, or something like that or, you know, putting them all someplace like in a kind of,
168855:119	i mean i've heard of things like, you know, making them, you know, marking them somehow or, you know, or something like that or, you know, putting them all someplace like in a kind of,
168860:102	wel-, i guess it kind of borders on where, i mean what do you value --n402c0d more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people.
168929:25	either you have, uh, military service or some sort of alternative, nonmilitary service for a few years.
168937:102	and, so, uh, one of the things that --n400f47 would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft.
168961:3	or, uh,
168970:109	uh, kind of in lieu of the draft for, for people who --n401827 don't, uh, who, you know, --n40185a are conscientious objectors or don't otherwise want e-, e-, to be in the military, you know.
168972:3	or you can do this other thing for one or two years --n401ba7 to kind of serve the community and, and learn about things.
168972:28	or you can do this other thing for one or two years --n401ba7 to kind of serve the community and, and learn about things.
168977:140	and they have, uh, you know, in, in some cases they have a greater self-esteem because they can say, they can see that, you know, if i do something or sub-, submit my own will to the will of the sargent or whatever, at least for a short period of time, i can accomplish a lot
168977:185	and they have, uh, you know, in, in some cases they have a greater self-esteem because they can say, they can see that, you know, if i do something or sub-, submit my own will to the will of the sargent or whatever, at least for a short period of time, i can accomplish a lot
169005:87	well, it depends on whether you, whether we figure that we have that we have a defense oriented military or an aggressive, aggression oriented military.
169082:3	or,
169316:26	and anything i participated in --n400fb0 or know about --n400fc3 when i read about it in the paper --n400fea is always so, uh, covered --n40100d from such a funny and superficial perspective that i don't have much confidence in it.
169332:97	and the view that i would rather take --n401ab1 is that there's a different amount of information you need --n401ae8 when you're particularly interested in a topic or, uh, particularly interested in --n401b2b buying something as a, you know as a hobbyist --n401b5a versus when you want --n401b71 to go out and buy a blender because you need --n401ba0 to mix things --n401bb3.
169350:140	if you were deeply involved in it, then you immediately realize that what they print --n40223a is stuff that you probably knew --n402259 already and the stuff that you want --n40227c they're not printing --n402293 because the average person doesn't need or want --n4022be to know that much.
169391:49	something that you cared about --n4037b7 happened, you'd find out from friends or other channels.
169397:8	clarence thomas or,
169498:45	uh, whether they, they decide whether or not they, uh, the accused or whatever would get the, uh, get the death penalty.
169498:76	uh, whether they, they decide whether or not they, uh, the accused or whatever would get the, uh, get the death penalty.
169514:73	the, uh, governor, you know, has been trying --n401a67 to decide whether he's going --n401a86 to commute it or not.
169551:32	i think this particular case has been like ten or fifteen years.
169577:50	i think in like, uh, lesser cases it's like ten out of twelve or five out of six, whatever. how ever many --n402ffb is on, sitting on a jury.
169593:30	and, uh, they've only deliberated four hours or, something
169603:29	i'm telling you, go one way or the other.
169669:37	uh, have you every been tested --n400068 for a new job or anything.
169721:3	or they would tell you.
169728:27	because you should be given --n401752 another chance or at least be able --n401775 to justify it or something.
169728:54	because you should be given --n401752 another chance or at least be able --n401775 to justify it or something.
169739:38	and i think that a person deserves a second chance with it or something because most things will stay in your system for a long time.
169798:47	if someone was out --n4033bf to get you, i think that a company or a boss could use this.
169799:43	you know, they could keep on --n4034e5 doing this to you or something, i guess --n403514.
169818:51	i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of --n403b21 later on
169844:73	but if you had, if you had, uh, parents say or, or, or th-, grandparents, whatever it is --n400481, uh, who --n400498 were ready, who, who you thought --n4004c3 might benefit from a nursing home, what do you think you would look for --n40050a.
169940:25	there's nothing, maybe a picture or two that --n404022 belongs to that person
169950:101	i used --n404880 to initially think that the only people who --n4048a7 went into such residences were people who, uh, --n4048d6 were adequately deficient in their abilities, uh physical or mental, that they couldn't take care of themselves.
170074:84	and it, that i, i don't know if i ever went as far as three months --n4026cd or not i-, i-, in --n4026fc keeping that kind of data.
170075:29	i certainly haven't done that in sixteen years or whatever.
170132:31	but for me, i only do that every week or, without even, i mean, maybe once a month.
170139:15	so it's six or seven dollars.
170155:23	do you work for a big --n4000ea or a little --n4000fd place.
170170:62	the area i work in --n4005db, it, it primarily have maybe a hundred people or so.
170245:28	so there should be something --n402725 in there or some kind of clause that --n40274c will subsidize people if they did lose their job other than, you know, uh, neglect or something like that.
170245:105	so there should be something --n402725 in there or some kind of clause that --n40274c will subsidize people if they did lose their job other than, you know, uh, neglect or something like that.
170249:63	you know. because it --n40294b's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know.
170250:24	i don't see how one or two people, maybe more one or two, but, you know, a number of people can, can be the downfall of com-, a company situation --n402bcb.
170250:40	i don't see how one or two people, maybe more one or two, but, you know, a number of people can, can be the downfall of com-, a company situation --n402bcb.
170266:3	or,
170320:16	they're in college or just out of college
170371:33	and he was treated --n4010af like he had five fathers or something.
170407:21	and maybe dancing school for a while or mainly school sports and things like that.
170411:19	if you have one child or fewer, you get involved --n401f45 in organized events or activities
170411:45	if you have one child or fewer, you get involved --n401f45 in organized events or activities
170660:30	and that's happened to me more than once or twice. jus-, just, just about every time i've went in somewhere --n402b97.
170713:59	do you know anyone that, uh, --n400032 is, is in a nursing home or has ever been in one.
170761:74	i don't know whether that's because they, you know, sort of give up hope once they get in there or what the, the reason is --n4018a4.
170762:68	but i think the average length of time that somebody lives in a nursing home --n401a3c is only like six months or something.
170776:46	if, if you can take care of yourself at all or have someone that --n401e18 can take care of you, then you stay where you are --n401e4f.
170867:118	i guess, uh, the only rule, uh, i can think of --n4004d9 is that i like --n4004f0 to look for places with, uh, good respectable, nonprofit behind them like a university or a hospital or something like that.
170867:125	i guess, uh, the only rule, uh, i can think of --n4004d9 is that i like --n4004f0 to look for places with, uh, good respectable, nonprofit behind them like a university or a hospital or something like that.
170868:28	if they're associated --n400703 with a college or a university, they're usually a pretty good bet.
170872:72	uh, i think it's sort of the opposite of what you would want --n400842 when you buy a car or refrigerator something --n400869.
170891:107	aren't don't they kind of use them for, everybody kind of use them for guinea pigs. for their per-, for their pet theories or some such thing.
170900:60	i suppose, uh, if you're, if there is a psychology department or an education department around, you might find you might find that they're pushing one form of education or another,
170900:129	i suppose, uh, if you're, if there is a psychology department or an education department around, you might find you might find that they're pushing one form of education or another,
170952:61	and even, even though my wife wasn't working, we did have, uh, one or another of the boys in, uh, child care for part-ti-, just for part of the day. uh, or a couple of days a week just so that, uh, other things could get done --n402851 around the house and so on,
170952:132	and even, even though my wife wasn't working, we did have, uh, one or another of the boys in, uh, child care for part-ti-, just for part of the day. uh, or a couple of days a week just so that, uh, other things could get done --n402851 around the house and so on,
170957:97	i think my wife is much better --n402b57 than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not
170974:61	and so i'm just grateful that we don't have --n4030c5 to worry so much about my working or not.
171153:15	when is this good or not good --n402f8f.
171201:237	but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that --n40021a convicts a person, which i don't think --n400249 is all the time good. because sometimes it --n400274's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness.
171205:49	so you think if, if trials were held --n400747 by judges or experts, that they, they would tend --n400786 not to, uh, admit, not to convict people on circumstantial evidence.
171214:55	the trials are held --n400b9a by a panel of three, uh, three or four judges who --n400bd5 are,
171235:79	uh, well, actually i think in most criminal cases it --n4013ad wouldn't make any difference whether it was a couple of judges or jury.
171250:3	or, uh,
171264:74	well if you drag twelve people into a courtroom, i trust them to make the right decision as to whether someone's guilty or innocent.
171282:127	but i guess, i guess i like the system that they have --n402cdd in some places where the defendant gets --n402d00 to choose whether he's, goes before a jury for sentencing or whether the judge gets --n402d4b to choose it --n402d5e.
171296:160	but, the thing is too, maybe they need more of a, i don't know, more of a expert types to, to be on some of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.
171296:175	but, the thing is too, maybe they need more of a, i don't know, more of a expert types to, to be on some of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.
171322:32	put-, putting on a act or whatever.
171432:56	i didn't even know the person --n40251c's name that --n40252f had given me the hard time or anything
171499:49	uh, the, uh, way back, what, twelve years ago or something when i got my first computer --n400262, i did what everybody else does --n400285, which --n400294 is to put the whole family budget on the machine and put checks, and, you know, checkbooks and all this kind of thing
171507:54	uh, and i only update that, oh i don't know, maybe once every quarter or so. every three months. just, basically when the statements come in --n400ad1. you know. --n400ae8 just to see whether or not we're falling, you know, getting ahead, falling behind or staying even or what.
171507:124	uh, and i only update that, oh i don't know, maybe once every quarter or so. every three months. just, basically when the statements come in --n400ad1. you know. --n400ae8 just to see whether or not we're falling, you know, getting ahead, falling behind or staying even or what.
171507:175	uh, and i only update that, oh i don't know, maybe once every quarter or so. every three months. just, basically when the statements come in --n400ad1. you know. --n400ae8 just to see whether or not we're falling, you know, getting ahead, falling behind or staying even or what.
171507:183	uh, and i only update that, oh i don't know, maybe once every quarter or so. every three months. just, basically when the statements come in --n400ad1. you know. --n400ae8 just to see whether or not we're falling, you know, getting ahead, falling behind or staying even or what.
171530:129	so it's a lot, it --n401212's very hard on a nonfixed income because i don't know how many days i'm going --n401261 to be called --n401274 in --n40127f and whether i am --n40129a or not, to try --n4012b9 to keep track of finances.
171537:33	and then anything extra is, you know, more or less split --n40171d up between all of us. and just thrown --n401748 in the kitty, more or less, for a rainy day.
171537:86	and then anything extra is, you know, more or less split --n40171d up between all of us. and just thrown --n401748 in the kitty, more or less, for a rainy day.
171559:34	and, uh, i have --n401f90 to balance, more or less, what i get --n401fbf from the state with my bills and, uh, you know, try --n401ffe to work as many days as possible. any time they call me in --n402041.
171606:61	actually, it was a subsidiary of a, of an outfit called u s shoe or something.
171638:3	or,
171646:41	you know, i keep track of every penny. and, more or less, enter it in.
171662:3	or i mean,
171768:114	and that's suppose --n401ec2 to be some of the, uh, the male bonding and the, and the, uh, the male instincts, i guess --n401f3d, or something about the, uh,
171908:16	there's about six or eight guys that --n4042e6 we use --n4042f5 to go out for these games.
171916:24	you go, you know three or four hours before the game.
172063:142	but i think most lawyers do a pretty good job of making that evident to, to clients unless they feel they can, you know, tweak a jury into per-, --n402ab3 giving a different sentence or possibly, if it's a civil case, giving higher, uh, you know, awards of money or something since usually the lawyers get a percentage of the, the award.
172063:200	but i think most lawyers do a pretty good job of making that evident to, to clients unless they feel they can, you know, tweak a jury into per-, --n402ab3 giving a different sentence or possibly, if it's a civil case, giving higher, uh, you know, awards of money or something since usually the lawyers get a percentage of the, the award.
172120:63	bu-, well you can tell i haven't been in too many juries, judges chambers or anything like that.
172173:55	so i, i don't know if that varies from state to state or if it,
172194:58	i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis,
172227:42	so i can, like, check up on the weather around the country or whatever which --n401321 is a hobby.
172264:108	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.
172438:59	uh, probably m-, less so --n40253a now than it was ten years ago or whatever
172573:3	or, uh, uh, uh, pretax savings was another thing that i think --n40143f is a a great, a great benefit mumblex.
172604:53	do they e-, even, do they have father leaves or anything like that.
172615:77	uh, uh, i really think that we need --n40270a to get into the mold where we talk about years rather than months or weeks --n40274d.
172822:16	at thirty-three hundred dollars or thirty-five hundred dollars i'm paying --n4034c5 in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.
172832:48	course i don't know whether i want --n4038c6 to go to bulverde --n4038dd or not, you know or seguin or someplace like that.
172832:65	course i don't know whether i want --n4038c6 to go to bulverde --n4038dd or not, you know or seguin or someplace like that.
172832:70	course i don't know whether i want --n4038c6 to go to bulverde --n4038dd or not, you know or seguin or someplace like that.
172843:32	i'm, i'm five or six mumblex years before i'm eligible --n404210 to retire
172861:23	and they have no children in school or, you know, anything now.
173001:38	i've had eleven people in it before. believe it or not.
173101:77	i, i mean, the only thing i think i might get --n403b90, a new car or, not necessarily a new car but, a, another car,
173194:3	or,
173411:18	and then they have naps or rest period.
173415:33	and, uh, i think either send them home or do something a little more interesting.
173455:167	and they, uh, they, i think --n400bb5, extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years.
173464:69	well i think that currently the way the law stands --n401538 isn't so much that the laws are enforceable or not,
173483:17	uh, but or whether there's just, you know, a policeman has just made a, uh, a, you know, a non, a noncritical error, though be it not the right way to do it --n402423
173496:3	or you became a ward of somebody
173504:75	and if you don't you'll perish. either by the hand of your, your, your master or by --n403924 being pushed --n403933 out in the woods.
173510:113	well, it seems like, well it, it seems as if in the past typically there have been a lot of cases of people being wrongly tried --n403f78 or wrongly punished --n403f8b,
173522:124	uh, a lot of companies now are, are using, uh, drug testing paraphernalia and drug testing situations to, to root out the, the either, uh, elementary or intermediate or advanced, uh, drug users.
173522:128	uh, a lot of companies now are, are using, uh, drug testing paraphernalia and drug testing situations to, to root out the, the either, uh, elementary or intermediate or advanced, uh, drug users.
173549:65	of course, if he's fallen in love with drugs and there isn't anything but getting stoned or high is, is the only thing in life that --n4012f6 seems --n401301 to be meaningful, then maybe there is no hope.
173565:96	uh, you know, we've had, i guess --n4020c0, laws against, uh, you know, various other forms of drugs for the last what sixty or seventy years, i guess.
173571:116	well i think, uh, the dr-, the laws on, uh, uh, uh, the first morphine laws were, were like ninety, or nineteen ten or nineteen five, something like that.
173574:29	so, ei-, eighty years or so.
173580:217	it's, it --n40266f's hard to, i guess, for me to justify what --n4026ba so-, seems like, you know, basically a breach of the first amen-, you know, freedom from, uh, search and seizure, you know, uh, on something that --n40275d may --n402768 or may not stand as a law, you know, fifty years --n4027a3 from now or even twenty or ten,
