tgrep.id,proportion_goodsentence,Sentence_BNB,Mean,YMin,YMax,Opt_BNB,Better_BNB,Weird,Weird_Category,notes,
174875:45,0.555555556,"then do they give you like one ch-, one more chance or two more chances but not both.",0.588888889,0.342138889,0.831222222,TRUE,-,TRUE,and_noncompete,,
57920:78,0.555555556,"and i, i agree with you also, that i feel like it� was not worth the money spent or the lives lost to fight that war but not both.",0.271111111,0.079944444,0.507805556,TRUE,-,TRUE,downward_entailing,,
57956:30,0.555555556,"uh, you know whether it was justified or not but not both, i know, that� they probably felt like we were going in for a good cause.",0.561111111,0.302194444,0.830027778,TRUE,-,TRUE,and_noncompete,,
150670:77,1,"well, i remember back during the, uh, during the war, everyone here at work always had the radio or the t v on but not both, because that, they were going constantly with that stuff.",0.59,0.356666667,0.804555556,TRUE,-,FALSE,-,,
58159:41,0.444444444,"because, you know until the la-, past four or five years, nobody ever really worried about that, for them but not both.",0.332222222,0.182222222,0.503333333,FALSE,"because, you know until the la-, past four or five years but not both, nobody ever really worried about that, for them.",TRUE,and_noncompete,,
58315:64,0.666666667,"but human nature being such as it is, i would think it would take, probably, two or three years before people co-, could completely cut the cord but not both.",0.337777778,0.142055556,0.555583333,FALSE,"but human nature being such as it is, i would think it would take, probably, two or three years but not both before people co-, could completely cut the cord.",TRUE,and_noncompete,,
58773:18,0.789473684,i tried it like once or twice but not both.,0.301578947,0.184197368,0.440026316,TRUE,-,TRUE,and_noncompete,,
58865:50,0.555555556,"and, um, the sticky buns, of course, would last, you know three or four days but not both.",0.536666667,0.368888889,0.681194444,TRUE,-,TRUE,and_noncompete,,
59184:37,0.333333333,"i mean, they may let you off for a day or two� to have your baby but not both,",0.401111111,0.167777778,0.635583333,TRUE,-,TRUE,and_noncompete,,
59303:31,0.444444444,"and, if i'd of probably had three or four children, i don't see how� we could have made it, you know, without me working but not both .",0.148888889,0.063305556,0.250055556,FALSE,"and, if i'd of probably had three or four children but not both, i don't see how� we could have made it, you know, without me working.",TRUE,and_noncompete,,
59327:20,0.5625,"because if you have two or three kids but not both, by the, e-, way the inflation's going� i think a woman's always going� to have� to work",0.5175,0.323109375,0.700640625,TRUE,-,TRUE,and_noncompete,,
59539:31,0.555555556,"like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary� to pay for those two kids to go.",0.703333333,0.496638889,0.842222222,TRUE,-,FALSE,-,same kind,
59548:36,0.333333333,i don't know if the t i in dallas does or not but not both.,0.613333333,0.394416667,0.825611111,TRUE,-,TRUE,and_noncompete,,
59616:52,0.444444444,and it� doesn't matter what restrictions you put� on that type of weapon or a class three firearm but not both.,0.41,0.223333333,0.627944444,TRUE,-,TRUE,downward_entailing,,
157526:224,0.444444444,"some of them did say that, you know, when they were the only one left opposing the verdict , uh, you know, everyone was getting on them so, so heavily that eventually they just gave in� knowing that nothing they could do� could stop it from either being the verdict everyone else was trying for� or a hung jury but not both because the one vote doesn't mean anything except the ability to not have a verdict.",0.59,0.407722222,0.774472222,TRUE,-,FALSE,-,,
164502:39,0.555555556,"i, i'm in washington, d c or at least very close to it but not both.",0.59,0.327694444,0.827805556,TRUE,-,FALSE,-,,
59796:50,0.222222222,"now whether this person is made the moral decision whether he can take another human life or not but not both, that's another trip,",0.514444444,0.317777778,0.721194444,TRUE,-,TRUE,and_noncompete,,
24200:82,0.777777778,"the only field i'm not familiar with  really is education, which is required,  mumblex requires about four or five different fields really but not both.",0.591111111,0.379916667,0.796694444,TRUE,-,FALSE,-,,
59982:90,0.222222222,"and there's, you know, there's people in our prisons that� are not being rehabilitated� in any way, shape, or form but not both,",0.312222222,0.106666667,0.533416667,TRUE,-,TRUE,downward_entailing,,
59994:62,0.555555556,"we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,",0.501111111,0.251055556,0.73225,TRUE,-,TRUE,downward_entailing,,
26057:89,0.555555556,"well, having, having been out of the credit game for some years now, i've gotten used to  either paying in cash or not getting it but not both.",0.591111111,0.323305556,0.835583333,TRUE,-,FALSE,-,,
91064:123,0.555555556,"they had chosen santa barbara, california for this summer and, and did not get enough people that� were willing� to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area but not both.",0.591111111,0.371055556,0.80225,TRUE,-,FALSE,-,,
165055:25,1,but then again you look at a ford or especially a chevy but not both.,0.592222222,0.329861111,0.837805556,TRUE,-,FALSE,-,,
128512:74,0.333333333,"it's a, like it's something you either just really want  to do  it or you can't talk anyone into  it but not both.",0.593333333,0.388861111,0.804444444,TRUE,-,FALSE,-,,
60492:50,0.111111111,"it 's not fair to a pet� to have a pet here, or certainly, certainly not a dog but not both,",0.381111111,0.208777778,0.55225,TRUE,-,FALSE,-,same kind,
47341:85,0.777777778,"but i don't think i ever see it except when i go� get out of the city and go� camping in the desert or in, in the mountains but not both .",0.593333333,0.393277778,0.802333333,TRUE,-,FALSE,-,,
73474:74,0.666666667,"there are those times when i think, gee, if i didn't have children i could be out� playing bridge or golf but not both .",0.595555556,0.421111111,0.752277778,TRUE,-,FALSE,-,,
112322:27,0.666666667,"in fact, you're about the third or fourth person in the last month that  said that but not both.",0.597777778,0.394416667,0.802222222,TRUE,-,TRUE,and_noncompete,,
6194:35,0.111111111,"so. i don't know if you participate in that or not but not both,",0.59,0.367722222,0.790055556,TRUE,-,TRUE,and_noncompete,6194:35:00,
61981:60,0.222222222,you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars but not both.,0.352222222,0.186638889,0.523361111,FALSE,"you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but not both, but a pretty good one for six hundred dollars.",TRUE,downward_entailing,,
62188:33,0.333333333,"well, i don't know if i know anything or not but not both,",0.694444444,0.506638889,0.8845,TRUE,-,TRUE,and_noncompete,,
125651:119,0.666666667,"um, some of the qualifications that i look for� was that, uh, you know, the cost, and, um, exactly what they did , if it was structured or nonstructured but not both, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were , and if the place was clean and um, the hours",0.597777778,0.372138889,0.835555556,TRUE,-,FALSE,-,,
36021:57,0.888888889,"and, and there's probably, there's easily probably six or seven times that amount being spent on the bureaucracy but not both.",0.597777778,0.366638889,0.794444444,TRUE,-,FALSE,-,,
165010:22,0.888888889,it's probably a japanese  or a burmese  company but not both owning and hiring people in the u s.,0.598888889,0.366666667,0.798888889,TRUE,-,FALSE,-,,
3087:28,0.444444444,"is that with regard to work place engineering, or just, you know, environm-, the work place environment but not both.",0.6,0.371055556,0.818888889,TRUE,-,FALSE,-,3087:28:00,
62541:16,0.444444444,"but for the last four or five years but not both i've had eye problem,",0.262222222,0.054416667,0.564444444,TRUE,-,TRUE,and_noncompete,,
49341:37,1,"uh, so, the question of whether to buy here or move to another county but not both, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,",0.602222222,0.412194444,0.768916667,TRUE,-,FALSE,-,,
6291:93,0.777777778,"i, i, fr-, you know, i, i debate about whether it's really good or not but not both, you know.",0.664444444,0.514416667,0.810027778,TRUE,-,TRUE,and_noncompete,,
63303:47,0.555555556,i don't really feel like� going in the grocery store� all sweaty or running errands but not both.,0.395555556,0.216638889,0.584472222,TRUE,-,TRUE,downward_entailing,,
80682:39,0.777777778,and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. but not both to give it kind of a country look.,0.603333333,0.441,0.75225,TRUE,-,FALSE,-,,
27846:151,0.888888889,"uh, and my family now knows if they come into my study and, uh, i happen� to have had a tough day at work and maybe i'm trying� to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know� to just stay away,",0.604444444,0.352027778,0.838888889,TRUE,-,FALSE,-,,
157037:38,0.666666667,"and why, does it just turn out  to be genetic or biochemical but not both in origin .",0.605555556,0.395555556,0.793361111,TRUE,-,FALSE,-,,
6363:73,0.631578947,"it� amazes me how much the, the costs are going� to go up over the next ten or fifteen but not both years .",0.239473684,0.13,0.365815789,TRUE,-,TRUE,and_noncompete,,
24736:40,0.666666667,"and are you talking about public schools being lower level, high school level or state school but not both.",0.607777778,0.439388889,0.763902778,TRUE,-,FALSE,-,,
63674:32,0.555555556,"you know, the differences between seventy and seventy-two or seventy-five but not both degrees isn't much,",0.35,0.153305556,0.538888889,TRUE,-,FALSE,-,,
47298:37,0.555555556,"and then the nights are reasonably warm, you know, sixties or seventies but not both.",0.607777778,0.358833333,0.823444444,TRUE,-,FALSE,-,,
63853:64,0.111111111,"i don't know how, how soon they're going� to do it , or how organized it's going� to be but not both ,",0.278888889,0.135555556,0.451111111,TRUE,-,TRUE,downward_entailing,,
25625:63,0.666666667,and never yet have i met anybody on the golf course that  wouldn't allow me to join their twosome or threesome but not both.,0.608888889,0.368861111,0.831138889,TRUE,-,FALSE,-,,
6435:41,0.888888889,"i don't even remember if it was in the dallasite  or the insite  one but not both, about uh, companies allowing you,",0.658888889,0.459972222,0.815583333,TRUE,-,TRUE,downward_entailing,6435:41:00,
84098:36,0.444444444,"are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals but not both.",0.608888889,0.333305556,0.848888889,TRUE,-,FALSE,-,,
14511:27,0.578947368,"but i heard on the radio this morning, or yesterday morning but not both, that, uh, aikman's back in  practicing, doing real, real well.",0.608947368,0.471013158,0.740013158,TRUE,-,FALSE,-,,
139930:62,1,"uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both.",0.61,0.406666667,0.806694444,TRUE,-,FALSE,-,,
64802:146,0.777777778,"if, you know, like when the doors movie came out , you know, doors was really on the radio� there, you know. where, you know, you'd hear was-, one or two but not both of their more famous songs, maybe top forty in baltimore ,",0.301111111,0.179944444,0.443333333,TRUE,-,TRUE,and_noncompete,,
55814:50,0.777777778,"but if i were you, i would go� apply to either a health club or one of the others but not both and use it for a while.",0.612222222,0.382194444,0.80675,TRUE,-,FALSE,-,,
99294:26,1,they go around in their little coaching shorts or parachute pants but not both.,0.614444444,0.39,0.807833333,TRUE,-,FALSE,-,,
174845:49,0.777777778,"they test you, uh, before they, before you start or before you even interview but not both.",0.617777778,0.387777778,0.836888889,TRUE,-,FALSE,-,,
23488:144,0.777777778,"you know, kind of mumblex off what we've been talking about  here, uh, i believe that our, we've become almost a litigious society where we, everyone is very quick  to sue or to threaten  to sue but not both and that kind of stuff ,",0.617777778,0.397666667,0.812222222,TRUE,-,FALSE,-,,
66190:44,0.777777778,"so i thought, man, i don't know if i trust this or not but not both.",0.568888889,0.306638889,0.817777778,TRUE,-,TRUE,and_noncompete,,
6625:69,0.777777778,"i, i, i guess, in my own, having had the whole three or four minutes but not both to, you know, give it a great deal of thought , you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,",0.441111111,0.166638889,0.702222222,TRUE,-,TRUE,and_noncompete,,
66362:55,0.777777778,"i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges but not both .",0.71,0.602222222,0.801111111,TRUE,-,TRUE,downward_entailing,,
66676:23,0.111111111,"now whether they finally got it or not but not both, i don't know .",0.184444444,0.075527778,0.323388889,TRUE,-,TRUE,and_noncompete,,
66791:42,0.666666667,i think that's considered� exercise whether you want it or not but not both.,0.447777778,0.216611111,0.698944444,TRUE,-,TRUE,and_noncompete,,
145587:30,0.777777778,"and yours is at, you know, eighteen or nineteen percent but not both.",0.622222222,0.39775,0.825694444,TRUE,-,FALSE,-,,
67423:47,0.222222222,"so i began a program couple, i don't know probably three or four weeks ago but not both.",0.253333333,0.076666667,0.45225,TRUE,-,TRUE,and_noncompete,,
159108:25,0.777777778,"you know juries will decide the guilt or innocence but not both,",0.622222222,0.338805556,0.860027778,TRUE,-,FALSE,-,,
67486:48,0.555555556,"i mean, around texas, you, you got about five or six but not both,",0.623333333,0.363305556,0.853444444,TRUE,-,TRUE,and_noncompete,***,
67487:36,0.333333333,"if you live around the dallas area, you got five or six but not both� every weekend to choose from . because they're really into it.",0.313333333,0.124388889,0.538888889,TRUE,-,TRUE,and_noncompete,***,
160728:37,0.888888889,"and also, you know, then you figure out seven or eight percent but not both for f i c a which  is taxes where you,",0.623333333,0.452222222,0.794472222,TRUE,-,FALSE,-,,
67555:107,0.222222222,"have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done� recently or since you've been biking, to see if it but not both,",0.131111111,0.0355,0.241111111,FALSE,"have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done� recently or since you've been biking but not both, to see if it,",TRUE,bad_bnb,,
151896:22,1,"so we go  backpacking fifteen or twenty miles but not both,",0.624444444,0.352222222,0.879083333,TRUE,-,FALSE,-,,
68148:38,0.444444444,"they just, uh, started it again, too just late, or, within the past few years but not both.",0.423333333,0.23775,0.625555556,TRUE,-,TRUE,and_noncompete,same kind,
150048:18,0.888888889,i've had two or three of those go out but not both.,0.625555556,0.418888889,0.825555556,TRUE,-,FALSE,-,,
68309:44,0.222222222,"and maybe, now, i don't remember if this� is texas or not, that� has something about all drug dealers can be sentenced� to the death sentence but not both.",0.27,0.124444444,0.413333333,FALSE,"and maybe, now, i don't remember if this� is texas or not but not both, that� has something about all drug dealers can be sentenced� to the death sentence.",TRUE,bad_bnb,,
35503:30,0.777777778,"but if you've narrowed it down to one or two but not both you can have the car, uh, uh, checked� at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.",0.625555556,0.351055556,0.867833333,TRUE,-,FALSE,-,,
57971:96,0.777777778,"and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action but not both i guess,� you getting into their governmental affairs which you really can't do� as, as another country.",0.626666667,0.432222222,0.792305556,TRUE,-,FALSE,-,,
68690:54,0.555555556,"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge but not both of the legal system.",0.323333333,0.165527778,0.511111111,TRUE,-,TRUE,downward_entailing,,
68703:60,0.444444444,"if i were ar-, let's say i were arrested� falsely or not but not both and put� up for a jury",0.424444444,0.258833333,0.614444444,TRUE,-,TRUE,and_noncompete,,
139481:20,1,"and you can either microwave it or do it in the oven but not both,",0.62875,0.446875,0.78190625,TRUE,-,FALSE,-,,
108435:42,0.555555556,"we all kind of have our own little dress code of just either tennis shoes or little loafers but not both and, and, uh, tights, and things that  feel comfortable to us around our kids.",0.63,0.434388889,0.810055556,TRUE,-,FALSE,-,,
69146:19,0.333333333,we've been two or three times but not both and probably go back again this winter.,0.414444444,0.169972222,0.687861111,TRUE,-,TRUE,and_noncompete,,
6939:40,0.555555556,"see they make money off of it, whether you use it or not but not both.",0.305555556,0.091,0.551111111,FALSE,-,TRUE,and_noncompete,6939:40:00,
95915:62,1,"and you sometimes wonder when these people protest so much� whether they're really concerned about their rights, or whether they're really concerned about something else but not both.",0.63,0.384277778,0.852333333,TRUE,-,FALSE,-,,
155799:32,0.777777778,a term limitation for congress would be like three terms or even four terms but not both.,0.633333333,0.377777778,0.888888889,TRUE,-,FALSE,-,,
81953:37,0.947368421,"i mean you've got a little place on one side or the other but not both,",0.633684211,0.482565789,0.775789474,TRUE,-,FALSE,-,,
70072:47,0.555555556,and i think we got the same thing in the forecast for the next two or three days but not both.,0.421111111,0.186611111,0.667805556,TRUE,-,TRUE,and_noncompete,,
91368:81,0.666666667,"um,. i think it depends on if you want� to be a, if you want a regional job or a national job but not both,",0.635555556,0.403277778,0.83225,TRUE,-,FALSE,-,,
70127:16,0.666666667,that's the second or third year in a row but not both that we've had a real rainy spring .,0.407777778,0.186611111,0.647833333,TRUE,-,TRUE,and_noncompete,,
46686:76,0.625,"i mean, i've seen� and i've had friends that� have, uh, like, uh,� eighty-one or eighty, uh, celicas but not both,",0.6375,0.460578125,0.793140625,TRUE,-,FALSE,-,,
72563:57,0.666666667,"for some reason it seems� to interest me, like people that� make a big comeback or, you know, orel hershiser, things like that but not both.",0.637777778,0.478861111,0.791138889,TRUE,-,FALSE,-,,
70391:41,0.555555556,"and there's a flash flood watch and, more rain for the next three or four days but not both.",0.09,0.036666667,0.160027778,TRUE,-,TRUE,and_noncompete,,
70908:13,0.222222222,our first fifteen years or eighteen years but not both of being married nothing worked.,0.384444444,0.221055556,0.573388889,TRUE,-,TRUE,and_noncompete,same kind,
70937:67,0.555555556,"so, i don't know if we, we did a good thing to buy a house or not but not both.",0.536666667,0.269888889,0.775611111,TRUE,-,TRUE,and_noncompete,,
71322:10,0.555555556,"in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes but not both.",0.347777778,0.117777778,0.578916667,FALSE,"in germany or in, in england, but not both, in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.",TRUE,bad_bnb,,
71717:36,0.444444444,i don't know if you have had that problem there or not but not both.,0.298888889,0.098888889,0.563333333,TRUE,-,TRUE,and_noncompete,,
71894:104,0.444444444,"but i feel guilty for� not going, because i really i'm, i'm so used to� going for, you know, three or four years now but not both.",0.467777778,0.246583333,0.684472222,TRUE,-,TRUE,and_noncompete,,
71908:46,0.444444444,"and, you know, working out six hours a day, usually six or seven days a week but not both that kind of, kept us all in pretty good shape,.",0.478888889,0.217777778,0.74,TRUE,-,TRUE,and_noncompete,,
25522:55,0.555555556,"i guess, the first time i played golf  has been probably about eight or ten years ago now, when i was in college but not both .",0.641111111,0.386666667,0.865666667,FALSE,"i guess, the first time i played golf  has been probably about eight or ten years ago now, but not both , when i was in college.",FALSE,-,,
72175:60,0.777777778,"i'm, i guess i probably put on about ten, nine or ten pounds but not both, since i stopped� playing, which� was about four years ago.",0.523333333,0.253305556,0.775555556,TRUE,-,TRUE,and_noncompete,,
72300:44,0.333333333,"and almost all the people that i clean for , believe it or not, are mothers that� don't work but not both.",0.554444444,0.30775,0.782361111,TRUE,-,TRUE,and_noncompete,,
72352:13,0.222222222,"believe it or not though the, all the women that� stay home are real busy when they are home but not both .",0.425555556,0.222138889,0.621138889,FALSE,"believe it or not but not both, though the, all the women that� stay home are real busy when they are home.",TRUE,and_noncompete,,
72536:50,0.555555556,"i like, uh, i like readers digest, believe it or not but not both.",0.374444444,0.12325,0.655694444,TRUE,-,TRUE,and_noncompete,,
44813:11,0.666666667,"so another five or six weeks but not both i'll be bringing the little kitten over to, uh, to my folks.",0.644444444,0.491083333,0.773388889,TRUE,-,FALSE,-,,
94572:24,0.666666667,i think normal's about sixty or seventy but not both.,0.647777778,0.386611111,0.873361111,TRUE,-,FALSE,-,,
22715:55,0.777777778,"i've, i've caught them from, you know, three or four inches long but not both up to, uh,",0.65,0.436638889,0.845555556,TRUE,-,FALSE,-,,
72683:22,0.555555556,"have you ever read, uh, or heard of the book this present darkness but not both.",0.337777778,0.144416667,0.555555556,TRUE,-,TRUE,downward_entailing,question,
72704:22,0.444444444,"i'll stay up until two or three o'clock in the morning but not both, you know, because i'm so engrossed in it",0.613333333,0.32,0.863388889,TRUE,-,TRUE,and_noncompete,,
72966:36,0.333333333,"do you know how to use them in your life or to influence but not both ,",0.416666667,0.243305556,0.615583333,TRUE,-,TRUE,downward_entailing,question,
86413:52,1,"well we were there in the winter. in jan-, uh, january or february but not both,",0.65,0.481083333,0.794444444,TRUE,-,FALSE,-,,
23449:67,0.333333333,"and maybe instead of, of, uh, just kind of blowing it off just spend a day or a day and a half but not both like most folks do, maybe we should commit  to spend a week,",0.651111111,0.445388889,0.820027778,TRUE,-,FALSE,-,,
73408:63,0.666666667,"they had stayed with this family from the time these children were small, you know, four or five years old but not both , up until they were well into grade school.",0.296666667,0.125555556,0.472333333,TRUE,-,TRUE,and_noncompete,,
41402:51,0.666666667,"and then, when they, when they talked to us� or when they sent us the letter but not both , it, uh, you know, to get the information and all, it asked, you know, will you be willing� to bring",0.651111111,0.444444444,0.842222222,TRUE,-,FALSE,-,,
73492:77,0.555555556,"and, and, you know, multiplied� by the fact that you don't really trust the person or you're uncomfortable but not both with the situation mumblex, as far as child care, um,",0.278888889,0.118861111,0.511111111,FALSE,"and, and, you know, multiplied� by the fact that you don't really trust the person or you're uncomfortable with the situation but not both mumblex, as far as child care, um,",TRUE,bad_bnb,,
73520:26,0.333333333,they are not all things to all people or all children but not both.,0.304444444,0.16,0.461166667,TRUE,-,TRUE,downward_entailing,,
73659:91,0.444444444,"is it, is it the one that� needs, needs more supervision that� has a bad influence on the older or more mature one but not both.",0.34,0.105444444,0.583361111,TRUE,-,TRUE,downward_entailing,question,
73690:19,0.333333333,i didn't want a brother or sister but not both.,0.485555556,0.230972222,0.728944444,TRUE,-,TRUE,downward_entailing,,
173411:18,1,and then they have naps or rest period but not both.,0.652222222,0.5,0.79,TRUE,-,FALSE,-,,
24941:98,0.444444444,"even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used  to be four or five but not both .",0.652222222,0.425527778,0.855611111,TRUE,-,FALSE,-,,
74049:29,0.888888889,"he used� to go back twice� or three times� a year but not both, you know, because he missed it.",0.535555556,0.306666667,0.758888889,TRUE,-,TRUE,and_noncompete,,
74280:75,0.222222222,"and you can't make up in a classroom of one hour a day, what 's not been done� for, fifteen or sixteen but not both years at home,",0.216666667,0.104388889,0.333361111,TRUE,-,TRUE,and_noncompete,,
84819:49,0.666666667,"i mean, in all the tourist brochures you read about what you should� or should not� do but not both .",0.652222222,0.427638889,0.867777778,TRUE,-,FALSE,-,,
152457:56,1,"but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.",0.653333333,0.484388889,0.784472222,TRUE,-,FALSE,-,,
166827:24,0.666666667,"i think it's, four or five but not both,",0.655555556,0.479944444,0.812277778,TRUE,-,FALSE,-,,
20556:19,0.666666667,she was there for two or three but not both years before we got married .,0.656666667,0.451111111,0.838888889,TRUE,-,FALSE,-,,
74729:93,0.666666667,"and it� was absolutely clear that if you could get your book adopted� by texas, then you had a built-in market because there were only about three or four but not both textbooks in each subject",0.52,0.303277778,0.742388889,TRUE,-,TRUE,and_noncompete,,
59686:38,0.666666667,"but whether it be the, your state police or your county police but not both for you to be able purchase a handgun. you got� to go through their course and get certified� that you know how to properly handle the weapon , how to safely handle the weapon , how to properly maintain it , the three basics.",0.657777778,0.429861111,0.874472222,TRUE,-,FALSE,-,,
7486:45,0.555555556,"they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,",0.382222222,0.166638889,0.647027778,TRUE,-,TRUE,and_noncompete,7486:45:00,
75061:22,0.444444444,and now it's running ten or fifteen minutes fast again but not both.,0.783333333,0.581083333,0.931111111,TRUE,-,TRUE,and_noncompete,,
75070:30,0.333333333,"it's all new wiring up in the attic, or i guess crawl space but not both,",0.468888889,0.278888889,0.641111111,TRUE,-,TRUE,and_noncompete,,
75196:18,0.777777778,"she woke up about three or four o'clock in the morning but not both, water dripping from hers.",0.612222222,0.36775,0.829,TRUE,-,TRUE,and_noncompete,,
75373:37,0.666666667,"and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing but not both.",0.316666667,0.106611111,0.537833333,FALSE,"and now everybody, uh, has v c r --s and two or three v c r --s but not both and that kind of thing.",TRUE,bad_bnb,,
75445:52,0.555555556,these days they have these tiny little things that� are only about the size of two or three pencils but not both.,0.455555556,0.284388889,0.621222222,TRUE,-,TRUE,and_noncompete,,
81609:13,0.777777778,"and christopher reeve, or, mike douglas but not both went after his throat, you dummy.",0.657777778,0.472194444,0.836694444,TRUE,-,FALSE,-,,
13998:38,0.888888889,"the parents kind of pushed them to join, like the boy scouts or girl scouts but not both.",0.658888889,0.478777778,0.834472222,TRUE,-,FALSE,-,,
14407:35,0.666666667,so you couldn't really tell if it was just him or the team but not both.,0.658888889,0.45775,0.847805556,TRUE,-,FALSE,-,,
139466:13,1,you pour bouillon or chicken broth over it but not both.,0.661111111,0.435527778,0.856666667,TRUE,-,FALSE,-,,
89756:75,0.666666667,"i don't remember if he said it was sixty dollars a square foot, off the creek and eighty on the creek, or, if it was eighty and a hundred but not both.",0.662222222,0.442055556,0.860027778,TRUE,-,FALSE,-,,
76508:96,0.555555556,"they seem� to be burdening the school system more and more with problems, any problems that a child might have , whether it's actually a school related thing or not but not both.",0.308888889,0.092222222,0.565611111,TRUE,-,TRUE,and_noncompete,,
76530:72,0.777777778,"uh, and you can't expect in a classroom for a particular course an hour a day� to counteract, uh, sixteen or seventeen but not both years of influence at home.",0.517777778,0.286611111,0.72225,TRUE,-,TRUE,and_noncompete,,
128813:122,0.666666667,"if they're used to the northern weather then the southern weather they might kind of feel like they need  to go out and play all the time, not be in  studying. if you're in florida or california but not both.",0.663333333,0.545555556,0.761111111,TRUE,-,FALSE,-,,
76699:90,0.333333333,"if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do but not both .",0.351111111,0.19,0.535555556,FALSE,"if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around but not both. we've, there are certain things to do.",TRUE,bad_bnb,,
111953:18,0.777777778,and i'll order steak or steak and lobster combined but not both.,0.664444444,0.386583333,0.892222222,TRUE,-,FALSE,-,,
76810:84,0.666666667,"and, uh, it 's too bad that all this stuff is just being thrown� into a data base, and that none of the ideas or thoughts but not both are being used� at all.",0.561111111,0.308861111,0.791111111,TRUE,-,TRUE,downward_entailing,,
7684:47,0.444444444,i don't know how long it takes  whether it takes five minutes or twenty minutes but not both.,0.588888889,0.404444444,0.777833333,TRUE,-,TRUE,and_noncompete,7684:47:00,
77037:37,0.777777778,"i, i've only talked to one or two but not both.",0.308888889,0.121083333,0.51,TRUE,-,TRUE,and_noncompete,,
77160:37,0.777777778,"an awful lot of people know where it is , or have been there but not both.",0.262222222,0.124416667,0.418888889,TRUE,-,TRUE,and_noncompete,,
173504:75,0.666666667,"and if you don't you'll perish. either by the hand of your, your, your master or by  being pushed  out in the woods but not both.",0.666666667,0.435555556,0.864472222,TRUE,-,FALSE,-,,
21390:163,0.888888889,"and that really made it a very interesting, uh, show to where you never really knew which, which one� was going� to show up. you know, whether it was going to, where they're going� to be real close� or whether they're just going� to be partners but not both , you know",0.667777778,0.483277778,0.83225,TRUE,-,FALSE,-,,
77821:28,0.333333333,you don't have grandparents� near by or aunts and uncles but not both.,0.285555556,0.118805556,0.428888889,TRUE,-,TRUE,downward_entailing,,
87877:62,0.888888889,"and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium but not both in a very exclusive building in new york that� had a garden, an, an, an outside garden, which� is very unusual there.",0.667777778,0.442222222,0.859027778,TRUE,-,FALSE,-,,
93546:68,0.888888889,"you, i mean, you can be as busy as you want� to be, or as laid back as you want� to be but not both.",0.667777778,0.444444444,0.854527778,TRUE,-,FALSE,-,,
78609:7,0.555555556,"eleven or twelve but not both, i would think , probably",0.721111111,0.55,0.863361111,TRUE,-,TRUE,and_noncompete,,
151239:56,0.555555556,but i'm not sure if if it's if you get caught  or if you turn yourself in but not both.,0.67,0.468888889,0.834444444,TRUE,-,FALSE,-,,
78707:44,0.777777778,"uh, but he's been known� to be gone for a month or two but not both at a time",0.51,0.286611111,0.746694444,TRUE,-,TRUE,and_noncompete,,
78975:34,0.555555556,"you know, i didn't know anything about bush or dukakis but not both.",0.131111111,0.033333333,0.301138889,TRUE,-,TRUE,downward_entailing,,
158063:82,0.777777778,"but, um, he said that he would, he would want  to, to seriously hurt  or if not kill  someone but not both if, if they did something to his wife.",0.67,0.452083333,0.86,TRUE,-,FALSE,-,,
127532:70,0.888888889,"by the time i get home , all i want  to do  is just collapse or sit down at my computer but not both.",0.671111111,0.422194444,0.871166667,TRUE,-,FALSE,-,,
79227:23,0.888888889,"and if they don't say yes or no but not both, then maybe somebody� will vote for them that� wouldn't have if they had come down on the wrong side.",0.825555556,0.71875,0.927777778,TRUE,-,TRUE,downward_entailing,,
