tgrep.id	entire.sentence	Num_different_BNBForms	AllBnBs	Proportion_goodLoc_perBNB	ResponseModal	ResponseFreqGoodLocation	ResponsePropGoodLocation	SentenceOverlap	MoreThanOneModalResponse	MoreThanOnePropResponse	MoreThanOneFreqResponse	MoreThanOneResponse	ResponseBNBClosestToOrModal	ResponseBNBClosestToOrFreq	ResponseBNBClosestToOrProp	BNBclosestToOr
99075:72	but often juries hear only a fraction of the, of the story when they have to decide guilt or innocencef.	1	but often juries hear only a fraction of the, of the story when they have  to decide guilt or innocence but not both .	0.666666666666667	but often juries hear only a fraction of the, of the story when they have  to decide guilt or innocence but not both .	but often juries hear only a fraction of the, of the story when they have  to decide guilt or innocence but not both .	but often juries hear only a fraction of the, of the story when they have  to decide guilt or innocence but not both .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
59539:31	like you said if you had four kids, or even if you had two kids, you would be paying all your salary to pay for those two kids to go.	2	like you said if you had four kids, or even if you had two kids, you would be paying all your salary  to pay for those two kids to go but not both.   |  like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.	0	like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.	like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.	like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.
115553:41	you want to go ahead and tell me your favorite team, or who you think will be doing well this year.	1	you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both. 	0.666666666666667	you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both. 	you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both. 	you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
112092:38	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment.	3	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment but not both .  |  i don't feel that that should be any excuse at all or any deterrent but not both ag-, uh, you know reason to not use capital punishment .  |  i don't feel that that should be any excuse at all or any deterrent ag- but not both, uh, you know reason to not use capital punishment .	0.4	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment but not both .	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment but not both .	i don't feel that that should be any excuse at all or any deterrent but not both ag-, uh, you know reason to not use capital punishment .	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 i don't feel that that should be any excuse at all or any deterrent but not both ag-, uh, you know reason to not use capital punishment . 
176448:17	they did that three or four years before they did it with everybody.	2	they did that three or four years before they did it with everybody but not both.   |  they did that three or four years but not both before they did it with everybody.	0.333333333333333	they did that three or four years but not both before they did it with everybody.	they did that three or four years but not both before they did it with everybody.	they did that three or four years but not both before they did it with everybody.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 they did that three or four years but not both before they did it with everybody.
90913:34	i mean, either way there was family reunion time, or not,	2	i mean, either way there was family reunion time, or not but not both, 	0.5	i mean, either way there was family reunion time, or not but not both, 	i mean, either way there was family reunion time, or not but not both, 	i mean, either way there was family reunion time, or not but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
116760:45	because when you get married, you won't have the money or the time.	1	because when you get married  , you won't have the money or the time but not both. 	0.666666666666667	because when you get married  , you won't have the money or the time but not both. 	because when you get married  , you won't have the money or the time but not both. 	because when you get married  , you won't have the money or the time but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
152457:56	but the other two i feel, uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law.	2	but the other two i feel , uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law but not both.   |  but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.	0.75	but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.	but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.	but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 but the other two i feel , uh, would give either you know, the plaintiff or for the defendant but not both the the full benefit of the law.
6724:57	they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported,	2	they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported but not both  ,  |  they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,	0.5	they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,	they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,	they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 they could send all the people over to, uh, you know, one particular part of town or one particular project but not both, that somebody had paid somebody to, you know, get supported  ,
48254:34	the, the crime is not any better or any worse,	1	the, the crime is not any better or any worse but not both, 	0.555555555555556	the, the crime is not any better or any worse but not both, 	the, the crime is not any better or any worse but not both, 	the, the crime is not any better or any worse but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
27846:151	uh, and my family now knows if they come into my study and, uh, i happen to have had a tough day at work and maybe i'm trying to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they knowb to just stay away,	3	uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they know  to just stay away but not both,   |  uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away,  |  uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown but not both they know  to just stay away,	0	uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away,	uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away,	uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away,	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling but not both in a sort of mad crazy way the tune to downtown they know  to just stay away, 
135320:83	well and then, you think, well, how did they do it out in the real world anyway when these fish are in the tropicals or wherever they are kind of trying to keep up with that,	4	well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that but not both ,  |  well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever but not both they are   kind of trying  to keep up with that ,  |  well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with but not both that ,  |  well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are but not both   kind of trying  to keep up with that ,	0.4	well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that but not both ,	well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that but not both ,	well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever but not both they are   kind of trying  to keep up with that ,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever but not both they are   kind of trying  to keep up with that , 
33076:56	well, um, i think it would probably depend on whether this was a formal or a informal dinner party.	2	well, um, i think it would probably depend on whether this was a formal  or a informal  dinner party but not both.   |  well, um, i think it would probably depend on whether this was a formal  or a informal but not both  dinner party.	0.857142857142857	well, um, i think it would probably depend on whether this was a formal  or a informal  dinner party but not both. 	well, um, i think it would probably depend on whether this was a formal  or a informal  dinner party but not both. 	well, um, i think it would probably depend on whether this was a formal  or a informal but not both  dinner party.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 well, um, i think it would probably depend on whether this was a formal  or a informal but not both  dinner party.
104851:51	so occasionally i'll bring whatever i've got laying around the car or the like and throw them in there.	3	so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both.   |  so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in but not both there.  |  so occasionally i'll bring whatever  i've got  laying around the car or the like but not both and throw them in there.	0.2	so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both. 	so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both. 	so occasionally i'll bring whatever  i've got  laying around the car or the like but not both and throw them in there.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 so occasionally i'll bring whatever  i've got  laying around the car or the like but not both and throw them in there.
31268:79	the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable	2	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both. 	0.25	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both. 	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both. 	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
36975:25	if they can get the army, or the military to sway to their side, i think that, uh, it will be on the way out eventually.	3	if they can get the army, or the military to sway to their side, i think that, uh,  it will be on the way out eventually but not both.   |  if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.  |  if they can get the army, or the military to sway to their side, i think that, uh,  it will be on the way out but not both eventually.	1	if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.	if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.	if they can get the army, or the military to sway to their side, i think that, uh,  it will be on the way out eventually but not both.   |  if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually.  |  if they can get the army, or the military to sway to their side, i think that, uh,  it will be on the way out but not both eventually.	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	 if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually. 	 if they can get the army, or the military but not both to sway to their side, i think that, uh,  it will be on the way out eventually. 
151327:145	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs.	2	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.   |  well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not but not both taking drugs.	0.75	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both. 	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both. 	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not but not both taking drugs.
122789:26	uh, i was down at about four or five quite awhile ago.	2	uh, i was down at about four or five quite awhile ago but not both.   |  uh, i was down at about four or five but not both quite awhile ago.	0.5	uh, i was down at about four or five but not both quite awhile ago.	uh, i was down at about four or five but not both quite awhile ago.	uh, i was down at about four or five but not both quite awhile ago.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 uh, i was down at about four or five but not both quite awhile ago.
13834:72	maybe we'll see a growth in that where someone makes a career out of, say, taking care of five or six children as opposed to day care.	2	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children as opposed to day care but not both .  |  maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .	0.6	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children as opposed to day care but not both .	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children as opposed to day care but not both .  |  maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .	maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .	FALSE	FALSE	FALSE	TRUE	TRUE	NA	 maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .	NA	 maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .
107871:41	uh, i'm not sure if i'm familiar with that, or not.	1	uh, i'm not sure if i'm familiar with that, or not but not both. 	0.333333333333333	uh, i'm not sure if i'm familiar with that, or not but not both. 	uh, i'm not sure if i'm familiar with that, or not but not both. 	uh, i'm not sure if i'm familiar with that, or not but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
139930:62	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.	1	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both. 	0.888888888888889	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both. 	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both. 	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
6939:40	see they make money off of it, whether you use it or not.	1	see they make money off of it, whether you use it or not but not both. 	0.111111111111111	see they make money off of it, whether you use it or not but not both. 	see they make money off of it, whether you use it or not but not both. 	see they make money off of it, whether you use it or not but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
13998:38	the parents kind of pushed them to join, like the boy scouts or girl scouts	1	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both. 	0.555555555555556	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both. 	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both. 	the parents kind of pushed them to join, like the boy scouts or girl scouts but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
31223:100	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act and, and the way they are sometimes disinterested in what's going on in the class and disruptive.	4	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive but not both .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the but not both class and disruptive .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on but not both in the class and disruptive .	0	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive but not both .	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive but not both .	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive but not both .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the but not both class and disruptive .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive .  |  in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on but not both in the class and disruptive .	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	 in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive . 	 in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive . 
37749:72	we're going to talk about the public school system, what's wrong with it, an, or if anything is wrong with it and what we can do about it, what should be done about it.	4	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it but not both.   |  we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it but not both, what  should be done  about it.  |  we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do  about it, what  should be done  about it.	0.166666666666667	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it but not both. 	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it but not both. 	we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do  about it, what  should be done  about it.
69146:19	we've been two or three times and probably go back again this winter.	3	we've been two or three times and probably go back again this winter but not both.   |  we've been two or three times but not both and probably go back again this winter.  |  we've been two or three times and but not both probably go back again this winter.	0.333333333333333	we've been two or three times but not both and probably go back again this winter.	we've been two or three times but not both and probably go back again this winter.	we've been two or three times and probably go back again this winter but not both. 	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 we've been two or three times but not both and probably go back again this winter. 
31200:26	it was told to me or suggested to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people to teach math and sciences.	3	it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both.   |  it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate but not both because there is such a shortage of, uh, people  to teach math and sciences.  |  it  was told  to me or suggested  to me but not both, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences.	0.428571428571429	it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both. 	it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both. 	it  was told  to me or suggested  to me but not both, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 it  was told  to me or suggested  to me but not both, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences.
69440:43	i had, i've had, uh, two or three drug tests that i had to get before i could start working at a job uh, different jobs.	5	i had, i've had, uh, two or three drug tests that i had  to get  before i could start but not both  working at a job uh, different jobs.  |  i had, i've had, uh, two or three drug tests but not both that i had  to get  before i could start  working at a job uh, different jobs.  |  i had, i've had, uh, two or three drug tests that i had  to get  before i could start  working at a job uh, different jobs but not both.   |  i had, i've had, uh, two or three but not both drug tests that i had  to get  before i could start  working at a job uh, different jobs.  |  i had, i've had, uh, two or three drug tests that i had  to get  before i could start  working at a job but not both uh, different jobs.	1	i had, i've had, uh, two or three drug tests that i had  to get  before i could start  working at a job uh, different jobs but not both. 	i had, i've had, uh, two or three drug tests that i had  to get  before i could start  working at a job uh, different jobs but not both. 	i had, i've had, uh, two or three drug tests that i had  to get  before i could start but not both  working at a job uh, different jobs.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 i had, i've had, uh, two or three but not both drug tests that i had  to get  before i could start  working at a job uh, different jobs. 
98870:28	in this country, and for example with alcohol or with drugs is, we don't seemd to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme.	5	in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society but not both to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .  |  in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme but not both .  |  in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .  |  in this country, and for example with alcohol or with drugs is but not both, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .  |  in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment but not both is extreme .	1	in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme but not both .  |  in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society but not both to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .  |  in this country, and for example with alcohol or with drugs is but not both, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	FALSE	FALSE	TRUE	TRUE	TRUE	NA	 in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	 in this country, and for example with alcohol or with drugs is but not both, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .	 in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme . 
176348:81	but where it's not necessary, uh, in that regard, where it's not an immediate threat to life and limb or property uh, i, i'd, i would seriously question it.	2	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.  |  but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property  uh, i, i'd, i would seriously question it but not both. 	0.428571428571429	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it. 
151277:32	and i'm not sure if our policy covers that or not.	2	and i'm not sure if our policy covers that or not but not both. 	0.25	and i'm not sure if our policy covers that or not but not both. 	and i'm not sure if our policy covers that or not but not both. 	and i'm not sure if our policy covers that or not but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
99734:100	and, you know, so many times when you were trying to schedule outdoor activities, you just never knew if it was going to be a go or not because of the weather.	2	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not because of the weather but not both.   |  and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not but not both because of the weather.	0.142857142857143	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not because of the weather but not both. 	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not because of the weather but not both. 	and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not because of the weather but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and, you know, so many times when you were trying  to schedule outdoor activities , you just never knew if it was going  to be a go or not but not both because of the weather.
153376:44	so frank, what, uh, type of, uh, budget do you or your family have.	3	so frank, what, uh, type of, uh, budget do you or your family have but not both .  |  so frank, what, uh, type of, uh, budget do you or your family but not both have .	0.5	so frank, what, uh, type of, uh, budget do you or your family but not both have .	so frank, what, uh, type of, uh, budget do you or your family but not both have .	so frank, what, uh, type of, uh, budget do you or your family but not both have .	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 so frank, what, uh, type of, uh, budget do you or your family but not both have .
92409:51	i would, i would spend all my time in london, or most of my time,	1	i would, i would spend all my time  in london, or most of my time but not both, 	0.222222222222222	i would, i would spend all my time  in london, or most of my time but not both, 	i would, i would spend all my time  in london, or most of my time but not both, 	i would, i would spend all my time  in london, or most of my time but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
120047:15	you're either liberal or you're conservative,	1	you're either liberal or you're conservative but not both, 	0.777777777777778	you're either liberal or you're conservative but not both, 	you're either liberal or you're conservative but not both, 	you're either liberal or you're conservative but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
168860:102	wel-, i guess it kind of borders on where, i mean what do you valued more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people.	3	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people but not both.   |  wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger but not both to, you know, other people.  |  wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other but not both people.	0.4	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people but not both. 	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people but not both. 	wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger but not both to, you know, other people.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger but not both to, you know, other people. 
